gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Fam174b,881.3700835,-0.006790979,0.090947844,-0.074668937,0.940478123,0.968734689
Ift81,521.0019751,0.007776173,0.104122121,0.074683196,0.940466778,0.968734689
Poc1b,1399.629758,-0.007133772,0.094012368,-0.075881208,0.939513607,0.968112674
Pros1,2288.699537,-0.005216586,0.068150754,-0.076544804,0.93898567,0.967912429
Bop1,1826.205228,0.005489301,0.071618804,0.076646084,0.938905097,0.967894332
Gm43588,200.8949789,-0.0124759,0.162425639,-0.076809915,0.938774763,0.967860659
Gm31763,125.8596436,0.015753019,0.205176771,0.076777787,0.938800322,0.967860659
Gm26694,184.6671785,-0.01269499,0.16483786,-0.077015015,0.9386116,0.967834282
Ankrd44,196.25882,-0.012208943,0.157807798,-0.077365903,0.938332465,0.967638458
Smarcad1,4368.862696,-0.005013816,0.064626895,-0.077580959,0.938161389,0.967499206
Nudt22,146.6761621,0.01485967,0.191058105,0.07777566,0.938006509,0.967413813
Gm17058,50.13072184,0.023521877,0.301961371,0.077896973,0.937910007,0.967388621
Gm7890,59.76675333,-0.022683807,0.289334523,-0.078399931,0.937509929,0.967087443
Gm12743,106.0939891,0.01761347,0.222682948,0.079096625,0.936955768,0.966701539
Gm44567,255.4762147,0.01242343,0.15586432,0.079706696,0.936470534,0.966460921
Prrg2,126.831392,0.015707582,0.197060708,0.079709357,0.936468417,0.966460921
Kcnab1,264.3937821,0.012958355,0.161872527,0.080052837,0.936195233,0.966354671
Cgref1,86.00511268,0.02134505,0.265723143,0.080328157,0.935976265,0.966173691
Gm38331,109.5308199,0.01941023,0.238624197,0.081342254,0.935169771,0.965721714
Tubgcp4,952.9419269,-0.008128433,0.099322006,-0.081839199,0.934774584,0.965527298
Sin3b,2749.740031,-0.005434715,0.065773975,-0.082627129,0.934148029,0.965134446
Tspan33,52.47052654,0.023913746,0.289552001,0.082588778,0.934178525,0.965134446
Cdc25b,1184.68706,-0.007323859,0.088331151,-0.082913654,0.933920197,0.965048411
Wdcp,543.7431975,-0.008482332,0.10239799,-0.082836899,0.933981228,0.965048411
Rbpj-ps3,204.3213808,0.013580556,0.164022527,0.082796897,0.934013037,0.965048411
Cdhr1,117.4919557,-0.017067367,0.206101103,-0.082810653,0.934002099,0.965048411
Xxylt1,924.1178222,0.008177355,0.095756103,0.08539774,0.93194519,0.963679647
Fer1l5,99.77339785,-0.019549074,0.228590586,-0.085520031,0.931847971,0.963653861
Cabyr,57.58405092,0.024460726,0.285598913,0.085647124,0.931746936,0.963623623
Gm14441,68.88620805,0.023880962,0.27815758,0.085854076,0.931582419,0.96352772
BB365896,84.25829008,-0.020520493,0.238839756,-0.085917408,0.931532073,0.963512772
Scyl2,1602.352216,-0.006225867,0.072200836,-0.086229845,0.931283706,0.963367237
Arv1,203.8886913,0.014312166,0.164246347,0.087138411,0.930561494,0.96287988
Tmem39b,271.5266757,0.012777522,0.14633244,0.087318452,0.930418388,0.962787098
Gm37768,88.82786044,-0.021649587,0.247824414,-0.087358571,0.930386499,0.962787098
Hus1,1658.443204,0.006262121,0.070846925,0.088389452,0.929567144,0.962479053
Parl,1270.345482,0.00662486,0.075075196,0.088242999,0.929683542,0.962479053
Pde8a,149.8702186,0.017114641,0.19306801,0.08864566,0.929363519,0.962404479
Gm26819,148.6852509,0.017146311,0.190559514,0.089978772,0.928304084,0.961507691
Zfp446,245.1998185,-0.014386054,0.159717915,-0.090071637,0.928230288,0.961468353
Ubac2,1114.105746,-0.007382009,0.081795448,-0.090249626,0.928088849,0.961433144
Rbm19,701.7236236,-0.008789054,0.095976482,-0.091575075,0.927035655,0.960749947
Prg4,79.48045537,-0.021810152,0.237238608,-0.091933402,0.926750953,0.960656193
AC132307.5,112.016497,0.019175215,0.208202445,0.092098894,0.926619467,0.960578219
Gm26574,73.92895474,0.023227745,0.248530416,0.093460372,0.92553783,0.959882554
Tpm3-rs7,71.82182428,0.023097131,0.247828934,0.093197881,0.925746358,0.959882554
D630030B08Rik,63.38438942,0.025030065,0.267750504,0.093482792,0.92552002,0.959882554
Ufd1,1448.162031,0.00713038,0.075951105,0.093881183,0.925203542,0.95981465
Fam220a,526.4328057,0.009934797,0.105381496,0.094274587,0.924891037,0.959785876
Col4a4,81.46848778,-0.022950991,0.244013669,-0.094056171,0.925064537,0.959785876
Ror2,297.3772517,0.013578054,0.143513861,0.094611446,0.924623458,0.959732121
Diras2,127.6004398,0.019382609,0.203205968,0.095384052,0.924009783,0.959298983
Gm43062,107.8932334,0.01978878,0.207610679,0.095316772,0.924063221,0.959298983
Znf41-ps,252.4885294,0.014408142,0.149492495,0.096380371,0.923218481,0.958967507
Gm45532,475.0901956,0.011141559,0.114769116,0.097078028,0.92266443,0.958656931
Zfc3h1,2945.281939,0.006648331,0.068183879,0.097505905,0.922324645,0.958569158
Surf6,526.2213604,-0.011039011,0.112790497,-0.09787182,0.922034077,0.958564067
Gm23925,70.1388249,-0.028108847,0.285340479,-0.098509847,0.921527454,0.958271764
Gm10305,59.62266942,-0.027966446,0.281295462,-0.099420181,0.92080466,0.957903512
Pkp2,57.13639241,0.028267779,0.283469345,0.099720762,0.920566017,0.957742584
Upf3a,503.0346484,-0.011204377,0.111569466,-0.100425122,0.920006826,0.957545321
Lcmt2,268.667196,0.014400483,0.1430961,0.100635049,0.919840173,0.957545321
3110001I22Rik,200.1580119,0.016941415,0.168951046,0.100274104,0.920126716,0.957545321
Tigd5,167.7809814,-0.018660149,0.185669827,-0.100501785,0.919945966,0.957545321
Zfp956,106.7987119,-0.021355027,0.212617894,-0.10043852,0.91999619,0.957545321
Gm15713,76.0394093,-0.026719676,0.266074818,-0.100421665,0.92000957,0.957545321
Gm49784,50.79236571,0.030798737,0.30633423,0.100539653,0.919915904,0.957545321
Gm11696,69.81523756,0.027048758,0.267746409,0.101023794,0.919531572,0.957537979
Gm15484,67.6120999,0.02699474,0.267269562,0.101001924,0.919548933,0.957537979
Adcy7,160.0208986,-0.019059063,0.187601911,-0.10159312,0.919079641,0.957309245
2700046G09Rik,123.4398274,-0.024254518,0.238669483,-0.101623876,0.919055227,0.957309245
Gm11400,71.11451476,-0.026554301,0.260875968,-0.101788989,0.918924166,0.957290652
Tmem41a,254.9767894,-0.015862687,0.155524091,-0.101995047,0.918760606,0.957199787
Zfp300,144.8411625,-0.019980647,0.195490855,-0.102207577,0.918591914,0.957135479
Amigo3,101.7294977,0.025425225,0.247500575,0.102727942,0.918178896,0.956779407
Sgf29,388.7885747,-0.012096716,0.116874817,-0.103501473,0.917564981,0.956288168
Ccdc25,922.4099833,-0.010264817,0.098768961,-0.103927554,0.91722684,0.956249309
Rxylt1,1332.05232,0.008483035,0.08156034,0.104009309,0.917161961,0.956239395
Gm37769,159.0848451,-0.019838286,0.189902924,-0.104465406,0.91680002,0.955936288
4933431K14Rik,59.09966706,-0.030495273,0.29139833,-0.104651503,0.916652345,0.955910083
Mir466q,55.73296629,-0.030483742,0.287093992,-0.106180355,0.915439257,0.955222398
Idh3g,5533.949948,-0.00844671,0.079414428,-0.106362415,0.915294812,0.955136621
Lig1,2527.789954,0.008440465,0.07927253,0.106474015,0.915206271,0.955090664
Gm37558,332.2333725,0.013356887,0.124731908,0.107084768,0.914721731,0.954851435
Mdfi,55.98979062,0.033307938,0.310478268,0.107279451,0.914567286,0.954851435
Gm38067,320.4627602,-0.014326897,0.132683544,-0.107977947,0.914013186,0.954629595
Cebpg,1504.257345,0.008751732,0.080819331,0.108287608,0.913767552,0.95447307
Txnl4a,721.3587755,-0.010388325,0.095722522,-0.108525398,0.913578935,0.954357042
Snhg17,628.0428463,0.011773661,0.108261112,0.10875245,0.913398839,0.954322984
Fam229b,74.54103301,0.02721212,0.248815941,0.109366467,0.91291183,0.954085314
Dclre1b,647.4751063,0.011225028,0.102178494,0.109857053,0.912522743,0.953895074
Gm42471,57.31244546,0.032059284,0.291825594,0.109857684,0.912522243,0.953895074
Armc8,1875.720487,0.007354361,0.066682987,0.110288419,0.912180642,0.953824289
Prorsd1,276.2757907,-0.014900469,0.134752227,-0.110576796,0.911951949,0.953770917
Sgcb,1245.151999,-0.008296493,0.07499114,-0.110632983,0.911907391,0.953761475
Cplx1,62.23825221,0.032544619,0.293744059,0.110792435,0.911780945,0.953673089
Sycp1,172.0949042,0.022288234,0.200171024,0.111345956,0.911342015,0.953426898
Gm42463,487.4586133,0.012717779,0.113977933,0.111581066,0.911155585,0.953272294
AC115752.1,61.2759343,-0.030726722,0.273985821,-0.112147124,0.910706754,0.952947152
D3Ertd751e,400.8940851,0.014721696,0.129230331,0.113918275,0.909302579,0.952213488
St3gal5,133.6759324,0.021523012,0.189060653,0.113841838,0.909363172,0.952213488
Rps6ka2,882.937042,-0.010273883,0.088820351,-0.11567037,0.90791379,0.951291168
Aph1b,330.148917,-0.015321007,0.132456291,-0.115668399,0.907915352,0.951291168
Lmbrd2,4809.870088,-0.006444917,0.055535751,-0.116049876,0.907613013,0.951171614
Mmaa,370.178947,0.015427681,0.129489041,0.119142757,0.905162257,0.949629719
D1Ertd622e,2328.602543,-0.007743146,0.064848621,-0.119403406,0.904955763,0.949589906
Gm48880,60.76565194,-0.035667759,0.298681589,-0.119417334,0.904944729,0.949589906
Gm25994,311.1528075,0.015756709,0.130924989,0.120349132,0.904206586,0.949183544
Gm44573,61.53392717,0.032688701,0.271603012,0.120354709,0.904202168,0.949183544
4930549C15Rik,52.22203802,-0.037135071,0.306159791,-0.121293102,0.903458883,0.948793725
Gmeb1,1193.410785,0.011109386,0.091133806,0.121901922,0.902976694,0.948485927
Pomgnt1,1681.130492,-0.009465345,0.07755031,-0.122054253,0.902856052,0.948433429
Eaf1,1586.985972,-0.009789115,0.080076202,-0.122247492,0.902703015,0.94834689
Cdc73,3872.012269,-0.007216603,0.058951445,-0.122416045,0.902569532,0.948280881
Magi2,2753.874046,-0.009445607,0.077033313,-0.122617174,0.902410254,0.948187758
Stk38,2685.100007,0.008929378,0.071677445,0.124577236,0.900858251,0.947261503
Gm37529,175.6997353,-0.021364132,0.171276272,-0.124734919,0.900733412,0.947167335
Ofd1,768.0840974,-0.011167757,0.089439801,-0.124863395,0.900631698,0.947097477
Fn3krp,511.721301,0.017029419,0.136130874,0.125095934,0.900447602,0.94697457
Gm42067,65.35855347,-0.034801767,0.278197152,-0.125097495,0.900446366,0.94697457
Ezh1,324.5229962,0.015489222,0.1228148,0.126118528,0.899638102,0.946460464
Dxo,302.6208264,-0.016555957,0.131160583,-0.126226621,0.899552539,0.946444633
Gm43260,173.3827307,0.020740771,0.164269674,0.126260499,0.899525723,0.946444633
Gm38368,54.86063936,0.037436955,0.296412484,0.126300197,0.899494301,0.946444633
Gm26538,143.5625355,0.023517816,0.185943015,0.12647862,0.899353072,0.946420238
Frs3,77.14473209,-0.03356141,0.264913409,-0.126688228,0.899187164,0.946282744
Nr1h2,883.2326699,0.011863794,0.093591631,0.126761272,0.899129349,0.946258997
Gle1,2407.353602,0.009894676,0.077951118,0.126934365,0.898992347,0.946257496
A730091E23Rik,84.75321951,0.029335455,0.231288585,0.126834857,0.899071107,0.946257496
Spry2,8958.356137,0.008463575,0.066371659,0.12751791,0.898530499,0.946141014
Wdr34,278.7720056,0.017237378,0.134933901,0.127746833,0.898349327,0.946105744
