gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Fbxo28,2431.048902,-0.117352886,0.062699873,-1.871660684,0.061253562,0.134205895
Pcm1,9156.335874,-0.107070951,0.057188892,-1.872233355,0.061174326,0.134065117
Gm38142,74.73740107,0.459072186,0.245125325,1.872806028,0.061095175,0.133913893
Alg13,436.9467287,-0.254669468,0.135912993,-1.873768371,0.060962358,0.133655139
Babam2,904.6658303,0.174442167,0.093067403,1.874363757,0.060880305,0.133497052
Antxr2,1626.718474,-0.137861784,0.073479861,-1.876184612,0.060629934,0.133032583
Kctd10,1286.806337,-0.154168205,0.08216591,-1.876303761,0.060613581,0.13300997
Gm44846,607.319009,-0.249054749,0.132725126,-1.876470246,0.060590737,0.132970711
Masp1,182.5626673,0.314582446,0.16760828,1.876890846,0.060533056,0.132883308
Drosha,2680.751697,0.129256115,0.068838585,1.877669548,0.060426385,0.132664258
Flot1,1111.588602,-0.179144698,0.095402903,-1.877769888,0.060412651,0.132644954
Arid4b,2292.105928,-0.13308078,0.07083959,-1.878621553,0.060296186,0.132410898
Pih1d2,91.37085159,-0.422711745,0.224945306,-1.879175666,0.060220511,0.132266356
Dgka,228.1474938,0.280398382,0.149209279,1.87922885,0.060213252,0.132261234
Slc16a4,602.3497259,-0.19595017,0.104261408,-1.879412269,0.060188222,0.132220103
Hhip,147.5125698,0.332820877,0.177088695,1.879402161,0.060189602,0.132220103
Gtpbp1,1892.258495,0.150948118,0.080271425,1.880471379,0.060043863,0.131932346
E430024I08Rik,351.6266217,0.251108878,0.133504043,1.880908421,0.059984378,0.131812429
Chd1l,760.1478085,-0.193689842,0.102946268,-1.881465405,0.059908637,0.131661729
Fuz,320.5540287,0.266898915,0.141843837,1.881639135,0.059885029,0.13162644
Nbr1,5861.307274,-0.117746191,0.062573937,-1.881712997,0.059874994,0.131615161
Gm37366,68.97932079,0.513600748,0.27287441,1.882187299,0.05981059,0.131484355
Erp44,3422.032352,-0.139584131,0.074138803,-1.882740548,0.059735538,0.131340877
Fzd2,565.1629498,-0.224285312,0.119120859,-1.882838273,0.059722289,0.131322503
Cdc37l1,4318.177147,-0.116537313,0.061890872,-1.882948315,0.059707373,0.13130046
Rel,513.4600164,-0.231496562,0.122914825,-1.883390082,0.059647523,0.131179594
Cep250,313.5720254,0.245625293,0.130263705,1.88560039,0.059348825,0.130586873
Rab10os,408.1222743,0.218817055,0.116039087,1.885718522,0.059332896,0.13056548
Shkbp1,251.7979679,-0.273769167,0.145131883,-1.886347516,0.05924814,0.130397399
Akirin2,2408.768414,0.122370132,0.064868038,1.886447257,0.059234709,0.130386722
Gm37463,87.82075178,0.468790549,0.248508098,1.886419613,0.059238432,0.130386722
2610028D06Rik,56.98713676,0.550628086,0.291844457,1.886717641,0.059198314,0.130330479
Cers5,1991.581723,-0.135186456,0.071601506,-1.888039269,0.059020679,0.129960717
Zfp689,199.4240904,0.327996605,0.173695648,1.888340945,0.058980194,0.129882225
Lin37,318.4457127,-0.259821179,0.13756261,-1.888748543,0.058925531,0.129804443
Gtf2ird2,243.1142137,0.276005037,0.146128096,1.888788289,0.058920203,0.129803358
Acadvl,699.4584352,-0.239415362,0.126746883,-1.888925051,0.058901872,0.129784278
Gm29237,57.42831903,0.574785443,0.304292197,1.888926,0.058901745,0.129784278
Rfesd,360.1245156,-0.245864491,0.13012422,-1.889459866,0.058830236,0.129658362
Abi3bp,99.61782792,-0.424676408,0.224687126,-1.890078951,0.058747402,0.129486432
Rraga,4096.013081,-0.1515226,0.080145228,-1.890600393,0.058677708,0.12935406
Mast4,1399.618039,0.155277604,0.082122042,1.890815196,0.058649018,0.129301432
Scd2,76897.94176,-0.118315316,0.062569249,-1.890949928,0.058631029,0.129272389
Gm44667,342.539328,0.237193057,0.125414207,1.891277423,0.058587321,0.129186631
Pla2g15,179.1940344,0.33639768,0.177845232,1.891519255,0.058555063,0.129126108
Pot1b,550.6556627,-0.207312759,0.109594378,-1.891636795,0.05853939,0.129102151
Gm47806,139.2593099,0.34812569,0.1838384,1.89365057,0.058271406,0.128606235
Uimc1,799.7085616,0.167756114,0.08858158,1.893803594,0.058251084,0.128571954
Tsc22d4,1252.654957,-0.156301333,0.082498678,-1.89459196,0.058146481,0.128393858
Chd7,4371.191889,0.120239035,0.063462908,1.894634819,0.058140799,0.128391872
Gm48308,183.039792,-0.331192119,0.174796544,-1.89472922,0.058128284,0.128374798
Fam171b,1253.910243,-0.143778768,0.075842027,-1.895766419,0.057990938,0.128099989
Ino80dos,217.242884,-0.290854365,0.153425163,-1.895740957,0.057994307,0.128099989
Lancl2,1162.677248,-0.179771875,0.094817741,-1.895972976,0.057963618,0.128053276
Gm38075,81.22727321,0.442424765,0.233157307,1.897537633,0.057757017,0.12765989
Acvr2a,1934.741653,-0.132553943,0.069854272,-1.897578202,0.057751668,0.127658579
Gm14398,73.8531017,-0.485443276,0.255717021,-1.898361217,0.057648515,0.127451551
Zfp511,371.5768711,-0.227455838,0.119732646,-1.899697748,0.057472796,0.127104938
Arhgef1,855.9982371,0.173012826,0.090960285,1.902069961,0.057162009,0.126490559
Card19,176.3058365,0.311169965,0.163506372,1.903106048,0.057026709,0.126222376
Dnase2a,313.4080625,-0.294822898,0.154839754,-1.904051706,0.056903451,0.12597033
Gm7452,62.12766967,0.564371091,0.296390276,1.904148472,0.05689085,0.125952824
AU020206,439.9565453,0.211529873,0.111071434,1.904448928,0.056851742,0.125876622
Gm48696,74.74079027,0.48769737,0.25602371,1.904891426,0.056794186,0.125790687
Borcs5,205.529713,-0.328135011,0.172235313,-1.905155252,0.056759893,0.125725107
Gm12608,81.20882977,0.487490321,0.255833671,1.905497107,0.056715483,0.125647473
Trim39,445.0185656,0.215037772,0.112791504,1.906506819,0.056584482,0.125409002
Mcm2,5319.646095,0.122860645,0.064343393,1.909452374,0.05620376,0.124637235
Rnf227,220.6230068,0.292093123,0.152970891,1.909468667,0.05620166,0.124637235
Gm37802,60.91049607,0.565020582,0.295809293,1.910083945,0.056122406,0.124477391
Anks6,191.939477,0.301201678,0.157659489,1.910457017,0.056074396,0.124391461
Pip4p2,2476.135589,-0.118698774,0.06212243,-1.910723284,0.056040151,0.12432577
Dedd2,88.45739841,0.500617031,0.261939323,1.911194642,0.055979572,0.124211906
Timm22,806.6247097,-0.171932844,0.089949385,-1.911439917,0.055948071,0.124152271
Setx,5724.353633,-0.107817147,0.056392074,-1.911920234,0.055886426,0.124025729
Tsg101,2037.636427,-0.141615263,0.074040455,-1.912674114,0.055789785,0.123831734
Zswim7,195.2665024,-0.31456453,0.164453848,-1.91278303,0.055775834,0.123811006
Tmed8,1748.833502,0.149599073,0.078191189,1.91324718,0.055716416,0.123699568
Tmem121b,140.7460177,0.372952981,0.194931117,1.913255236,0.055715385,0.123699568
Zkscan14,78.70916658,-0.468497384,0.244869997,-1.913249439,0.055716127,0.123699568
Nxpe3,377.9832776,-0.225388579,0.117796468,-1.913372984,0.05570032,0.123694524
Qrich1,4884.597153,0.124289332,0.064940013,1.913909877,0.055631672,0.123552297
Gm38366,181.4661388,-0.317009903,0.16556211,-1.914749108,0.055524508,0.123334703
Itprid2,2053.560744,-0.131238819,0.068525286,-1.915188186,0.055468509,0.123230708
Rab40c,473.1561187,0.23284011,0.121511693,1.916195095,0.055340267,0.122976336
Zkscan6,219.5439033,-0.285350123,0.148914863,-1.916196392,0.055340103,0.122976336
H3f3a-ps1,50.10765037,-0.642924919,0.335456815,-1.916565385,0.055293169,0.122902197
Zfp658,299.7857062,-0.262360822,0.136878391,-1.916743905,0.055270474,0.122861926
Gm42998,59.07142908,-0.573242015,0.299036998,-1.916960168,0.055242992,0.122811005
C230071H17Rik,107.5002964,0.424130139,0.221144962,1.917882886,0.055125863,0.122560763
Ifnar1,3459.450507,-0.114972455,0.059921823,-1.918707557,0.055021355,0.122362036
Gtpbp6,378.9726198,-0.220998765,0.115181744,-1.918696114,0.055022804,0.122362036
Gm19667,70.88668696,0.519501525,0.270682071,1.919231381,0.054955058,0.122240272
Gm47693,61.38417853,0.57786445,0.301096419,1.919200674,0.054958942,0.122240272
Zfp740,2265.116176,-0.144333267,0.075190428,-1.919569696,0.054912275,0.122163294
Runx1t1,214.8366309,-0.303938796,0.158326688,-1.919694023,0.05489656,0.122152126
Gm49959,58.99598579,0.52380924,0.272716921,1.920706783,0.054768684,0.121897898
Ckap4,1331.746147,-0.166987367,0.086907995,-1.921426981,0.0546779,0.121705932
Tmem267,706.6882219,0.179472149,0.093394637,1.921653697,0.054649347,0.121669478
Grtp1,153.0393094,-0.338835251,0.176327091,-1.921628996,0.054652457,0.121669478
Acp2,1161.804854,0.154398328,0.080314642,1.922418172,0.054553161,0.121488722
Ccdc159,60.58055052,-0.531133239,0.276122321,-1.92354329,0.054411855,0.121214261
Smarcal1,998.6530467,-0.161919748,0.084171327,-1.923692478,0.054393141,0.121182628
Ckap2,8792.453164,0.111854669,0.058140647,1.923863516,0.054371693,0.121144899
Klhl8,309.8716103,0.247211462,0.128463415,1.924372486,0.054307911,0.121012829
Gm20632,162.7829024,0.361335099,0.187730253,1.924756897,0.054259779,0.120915615
Lin52,586.468574,0.199428348,0.103569754,1.925546226,0.054161059,0.120715664
Enho,274.3322548,0.278013851,0.144363708,1.92578768,0.05413089,0.120668462
Sec23ip,1836.743551,0.134952981,0.070074159,1.925859438,0.054121927,0.120658502
Dus1l,739.3061895,-0.186328425,0.096722223,-1.926428267,0.054050921,0.120510209
Lemd2,567.6786075,0.242471927,0.125838068,1.926856711,0.05399749,0.120407569
Ext2,2071.186938,0.141510713,0.073435091,1.927017592,0.053977438,0.120386369
Gm20379,54.14313054,-0.578173344,0.299745848,-1.928878576,0.053745938,0.119909904
Trpt1,135.7027285,-0.394557596,0.204511594,-1.929267618,0.053697648,0.119817562
Lgals2,109.6321006,0.417054262,0.216174524,1.929247971,0.053700085,0.119817562
Brap,1265.471379,0.149430327,0.077443119,1.929549435,0.053662689,0.119773945
Mcm5,3697.800295,-0.11327574,0.058602015,-1.932966624,0.05324031,0.118920192
Pnmal2,699.442287,-0.239786222,0.124044363,-1.933068275,0.053227788,0.118902116
F8a,543.1128409,0.233783466,0.120931356,1.933191469,0.053212615,0.118878116
Oscp1,409.7718416,-0.218793876,0.113138254,-1.933862935,0.053129982,0.118713272
Acvr1,520.0150864,0.210602161,0.108889869,1.934084066,0.053102793,0.118662396
Taf3,618.9702906,0.194549238,0.100542754,1.934990153,0.052991504,0.118463019
Pcid2,864.4822714,0.174302204,0.090062706,1.935342736,0.052948251,0.118376185
Rangap1,3834.087923,0.145175016,0.074960478,1.936687442,0.052783562,0.118076828
Pex11a,108.6168819,-0.406757433,0.20998466,-1.937081656,0.052735363,0.117988671
Cyth3,856.1586548,-0.168988734,0.087229905,-1.937279811,0.052711149,0.117944326
Zmym6,748.1448405,-0.191914754,0.099037979,-1.937789481,0.052648912,0.117814887
Noc3l,1428.920802,-0.152919106,0.078909775,-1.937898134,0.052635652,0.11780258
Adpgk,1283.599264,-0.144182536,0.074396884,-1.938018483,0.052620968,0.117781811
Tfpt,265.6294909,-0.27308989,0.14079166,-1.939673772,0.052419349,0.117389255
Golga7,3902.468909,-0.167551753,0.086376348,-1.939787415,0.052405531,0.117368102
Gm43201,486.6050845,-0.259531636,0.13377534,-1.940055889,0.052372898,0.117314592
Nsmaf,1771.417676,0.151729706,0.078155061,1.941393222,0.0522106,0.117019399
Mapk1ip1,287.7988633,0.289169099,0.148926287,1.941692804,0.0521743,0.116947806
Gm38034,62.84464174,0.565767421,0.29117707,1.943035624,0.052011854,0.116632379
Vps37d,105.6329213,0.431295023,0.221918448,1.943484321,0.051957668,0.116520605
Pnkd,1100.95098,0.191621857,0.098588021,1.94366267,0.051936143,0.116482064
Eef1akmt2,312.1376042,-0.263178293,0.13537596,-1.944054859,0.051888836,0.116395414
Nsun6,283.4036607,-0.266215127,0.13685207,-1.945276579,0.051741699,0.116075061
Zfp277,810.1767932,-0.184029105,0.094587572,-1.945594982,0.05170341,0.115998859
Gfra4,103.4977214,0.447938164,0.230225964,1.945645729,0.05169731,0.115994867
Cyp2u1,305.7534125,0.303488607,0.15596326,1.945898071,0.051666985,0.115936516
Sox5os3,54.55205376,0.556651664,0.285970494,1.946535307,0.051590471,0.115774503
Glp2r,91.96060332,0.440252777,0.226166041,1.946590986,0.05158379,0.115769189
Tut4,2782.839655,0.139114762,0.071461623,1.946705871,0.051570007,0.115747933
Papss2,101.8857335,0.441883012,0.226967433,1.946900519,0.051546662,0.11570521
2610011E03Rik,211.0704716,0.302318263,0.155263316,1.947132588,0.051518841,0.115652431
Vps37a,3128.9073,-0.129385781,0.066441788,-1.947355482,0.051492131,0.115602139
Mlf1,90.40916823,-0.433785613,0.222751923,-1.947393348,0.051487595,0.115601623
Glrb,1136.850613,-0.161729459,0.083040343,-1.947601046,0.051462718,0.115578514
A930004J17Rik,860.4318816,0.172736241,0.088692433,1.94758712,0.051464386,0.115578514
Gm47572,174.8384827,0.343406184,0.176200278,1.9489537,0.051300954,0.115240403
Gm45509,105.9778234,0.415157152,0.212953326,1.949521804,0.051233142,0.115116971
Gm48511,171.6455378,-0.323174322,0.165693449,-1.950435125,0.051124279,0.11492046
Mrs2,2633.396301,0.127219776,0.065223055,1.950533836,0.051112525,0.11490366
Evc2,493.0246611,0.216656623,0.111073745,1.950565572,0.051108746,0.11490366
Rnf180,241.7615455,-0.293875415,0.150645232,-1.950778065,0.051083452,0.114857542
Ly96,182.4380936,0.337990508,0.173244869,1.950940945,0.051064071,0.114823582
Surf2,612.7297733,-0.212566593,0.108844351,-1.952940972,0.05082659,0.114327885
Ercc3,1299.016424,0.149134664,0.076359938,1.953048504,0.050813848,0.114308802
Dzank1,163.0607177,0.331257184,0.169591604,1.953264058,0.050788314,0.114260937
Spata24,138.7008313,0.35901557,0.18373058,1.954032743,0.050697345,0.114075401
Fchsd2,3425.864407,-0.136582809,0.069889003,-1.954281836,0.050667896,0.114018693
Higd2a,1127.995662,-0.234775747,0.120132857,-1.954300881,0.050665645,0.114018693
9930104L06Rik,212.9525518,0.314267199,0.160672372,1.955950459,0.05047099,0.11364228
Fmnl3,607.746284,-0.215991097,0.110422399,-1.956044234,0.050459944,0.113626938
Map4k2,309.5828604,0.254471668,0.13006895,1.956436703,0.050413732,0.113532401
Lrrcc1,1017.028996,-0.177864683,0.090909996,-1.956492026,0.050407221,0.113527262
Gm28424,63.93219349,-0.586795868,0.299724638,-1.957783226,0.050255455,0.113213949
Ndufb10,542.54453,-0.224381367,0.11458153,-1.95826821,0.050198549,0.113104738
AI504432,107.4138472,0.421287712,0.215051261,1.95901066,0.050111538,0.112927648
Pex1,695.9210739,-0.185192344,0.094513036,-1.959437034,0.050061627,0.112824643
Pcdhb4,150.9786155,-0.353194309,0.180221489,-1.959779116,0.050021613,0.112743928
Xrn2,5122.150706,-0.123167348,0.062830203,-1.960320712,0.049958317,0.112610719
Fbxw7,1679.980391,0.161927153,0.082583652,1.960765212,0.049906418,0.11251263
Gm44153,184.4155214,0.319242652,0.162797687,1.960977815,0.049881611,0.112466148
Susd4,64.56494846,-0.517686999,0.263937191,-1.961402245,0.049832118,0.112363997
Gm48766,169.9452076,0.335130523,0.170851028,1.961536478,0.049816474,0.112338158
Prr18,1963.605554,-0.157333953,0.080191603,-1.961975401,0.049765348,0.112239765
Supv3l1,1123.082089,-0.158127586,0.080597279,-1.961946955,0.04976866,0.112239765
Nudt9,802.6121639,-0.173479746,0.088408802,-1.962245179,0.049733946,0.112180326
Atf4,3617.887527,-0.140009745,0.071341785,-1.962520895,0.04970187,0.112117396
Camsap2,5239.881153,-0.115359234,0.058765742,-1.963035426,0.049642058,0.111991882
Rragc,2298.388798,0.13103479,0.066750962,1.963039715,0.049641559,0.111991882
Pald1,1241.390907,0.155983258,0.079444508,1.963424051,0.049596921,0.111908864
Elmo3,184.8592203,0.328195639,0.167118995,1.963844015,0.049548184,0.111808293
Ankrd54,613.5327112,-0.196633394,0.100079377,-1.964774363,0.049440359,0.111574358
Lix1l,4419.185745,0.113666365,0.057837458,1.965272509,0.049382706,0.111472364
Zfp874b,204.7034122,-0.323839511,0.164712097,-1.966094279,0.049287721,0.11126731
Bclaf3,737.2812256,0.182650634,0.092864998,1.966840438,0.049201609,0.111091597
Sv2c,1989.555351,-0.17481065,0.08887014,-1.967034716,0.049179209,0.111059702
Gtpbp2,670.1934784,-0.219209244,0.111431942,-1.967202939,0.049159819,0.111025256
Gm37570,353.236683,0.245189714,0.124602679,1.967772416,0.049094229,0.11091445
Fktn,2617.600916,-0.122194161,0.062087955,-1.968081582,0.049058652,0.110843401
Fkbp2,431.5688227,-0.242855957,0.123362821,-1.968631683,0.048995402,0.110756426
Rps6ka6,1178.979419,-0.16659886,0.084612287,-1.968967685,0.048956802,0.110687812
Gm47342,170.8588136,0.398647562,0.202416125,1.96944568,0.048901935,0.110573074
Nsun3,405.7550048,0.251614283,0.127753996,1.969521828,0.048893199,0.110562633
2810001G20Rik,131.9994512,-0.452662268,0.229741788,-1.970308803,0.04880299,0.110386541
Zfp958,979.2143574,-0.177442598,0.089992963,-1.971738588,0.048639456,0.110072295
Cnih4,3039.46617,-0.131719559,0.0667991,-1.971876253,0.048623735,0.110045994
Xrcc1,1053.607753,0.175276661,0.088829664,1.973177132,0.048475385,0.109756067
Jmjd8,394.5196402,-0.282497762,0.143171461,-1.973142968,0.048479276,0.109756067
Gm43294,70.2285436,-0.530392732,0.2686287,-1.974445513,0.048331107,0.109476014
Cdc23,2795.320978,-0.120448026,0.061002301,-1.97448332,0.048326812,0.109475523
9330102E08Rik,89.33962785,0.46405073,0.234793319,1.976422204,0.048106979,0.109005127
9530077C05Rik,211.6052515,-0.308145655,0.155864651,-1.977007959,0.048040731,0.108881865
Gm37277,369.5644336,0.236319088,0.119517354,1.977278449,0.048010164,0.108831688
Gm37949,86.98777773,0.447017306,0.225927215,1.978589898,0.047862198,0.108532931
Bloc1s4,262.8379337,-0.337431122,0.17053308,-1.978684262,0.047851566,0.108517989
Fam50a,796.465159,-0.204570626,0.103370261,-1.979008507,0.047815048,0.108453499
Uvrag,1079.027288,-0.15623383,0.078910301,-1.979891451,0.047715727,0.108264811
Tgfa,240.4584166,-0.321873146,0.162539282,-1.980279113,0.047672175,0.10818428
Gm26773,54.69083463,-0.603671645,0.30453651,-1.982263619,0.047449744,0.107734155
Nlgn1,2140.70127,-0.131497046,0.066329714,-1.982475687,0.047426026,0.107689413
Nrgn,107.2413174,0.42870882,0.216195963,1.982964041,0.047371446,0.107592783
Bach2,503.3601366,0.205818959,0.10375168,1.983765062,0.047282037,0.107398798
Rps6ka3,5219.379039,0.110700545,0.055776902,1.984702277,0.047177605,0.10719787
Gm43696,221.5699675,0.290263731,0.146223721,1.985065962,0.047137133,0.107124043
Paxx,239.8971267,-0.301783655,0.151949231,-1.986082156,0.047024202,0.106894545
Kctd5,1831.596869,-0.142416155,0.071698211,-1.986327874,0.04699693,0.106841597
Gm47166,93.31379018,0.443835068,0.223412286,1.986618888,0.046964646,0.106788109
H2afx,2803.804493,-0.165682957,0.083393709,-1.986756069,0.046949435,0.106778839
E4f1,441.1395683,-0.214317076,0.107863787,-1.986923342,0.046930892,0.106745711
Plekhn1,357.1325079,-0.24843598,0.125034445,-1.986940315,0.046929011,0.106745711
Gm10250,85.19409851,-0.497205369,0.250235882,-1.98694674,0.046928299,0.106745711
Clcn4,2540.332811,0.14065639,0.070776657,1.987327404,0.046886127,0.106680046
Gm35040,277.7510954,-0.272949457,0.137313022,-1.987790043,0.046834915,0.106572558
Sox6,5232.074056,0.109951041,0.055251677,1.990003689,0.046590529,0.106075731
Cdv3,6852.835062,0.118370259,0.059474277,1.990276561,0.046560479,0.106028969
Gm44093,81.63967932,-0.494462877,0.248418431,-1.990443608,0.04654209,0.105996086
Gm24455,78.56681764,-0.539409349,0.270991195,-1.990505079,0.046535325,0.105989671
Prox1,1924.068545,0.149428312,0.075053461,1.990958309,0.046485471,0.105894092
Zbtb12,405.0891662,-0.229924762,0.115480883,-1.991020118,0.046478676,0.105891482
Gm49668,110.0457896,0.400762904,0.201265907,1.991211074,0.046457687,0.105866736
Dhx34,375.3575437,0.243212276,0.12212123,1.991564248,0.046418889,0.105787305
Dpy19l1,3969.3428,-0.133328519,0.066942245,-1.991694763,0.046404559,0.105763625
Gdf15,64.21653923,-0.589038733,0.295670639,-1.992212469,0.046347751,0.105652091
Tada3,834.8326487,0.181196158,0.090935292,1.992583442,0.04630708,0.105568344
Pard3bos1,90.93837205,0.452654329,0.227167004,1.992605973,0.046304611,0.105568344
Gm38251,77.83952732,-0.478401765,0.24002283,-1.993151092,0.046244905,0.105471387
Cnot6l,4476.88702,-0.118363021,0.059376124,-1.993444726,0.04621277,0.105407053
Mob2,505.6507014,0.228794095,0.114762961,1.993623136,0.046193255,0.105371494
Apex2,960.2861639,0.169584325,0.085059519,1.993713656,0.046183356,0.105357866
Msantd2,638.801724,0.197290726,0.098939581,1.994052567,0.04614631,0.105282301
Pex11b,217.3660282,-0.29532341,0.148099367,-1.994089611,0.046142262,0.105282014
Gemin8,551.7287617,-0.197325537,0.098912958,-1.994941219,0.046049291,0.105078815
Tusc2,650.5174128,0.197190765,0.098821123,1.995431326,0.045995857,0.104974731
Gm48624,266.6094941,0.297128363,0.148865152,1.995956471,0.045938661,0.104868225
Plod1,1652.481434,0.21243536,0.10635239,1.997466732,0.045774505,0.104541886
Gm38394,504.6957811,0.230721847,0.11550051,1.997582934,0.045761895,0.104541886
Ccdc163,182.0212321,-0.324768265,0.16259048,-1.997461749,0.045775046,0.104541886
Gm43274,180.7269743,0.328841314,0.164561056,1.998293648,0.045684834,0.104398032
Rb1cc1,2772.493996,-0.128498676,0.064299854,-1.998428728,0.0456702,0.104373475
Bbs4,254.6951096,0.292449683,0.146321745,1.998675478,0.045643478,0.104335636
Immp2l,86.19015585,-0.479039936,0.239685651,-1.998617495,0.045649756,0.104335636
Gm42841,98.19186757,0.455481865,0.227686113,2.000481539,0.045448291,0.103972553
Tpcn2,184.3623637,0.321464801,0.160617518,2.001430509,0.045346016,0.10375626
Zfp960,88.38963721,-0.478499784,0.239066817,-2.00153158,0.045335134,0.103740204
Mroh2a,277.0819725,-0.27332891,0.136498135,-2.002436951,0.045237758,0.103557585
Mib2,568.3687429,0.253107899,0.12634672,2.003280324,0.045147208,0.103389495
Atp5d,3290.066984,-0.134612195,0.067156368,-2.004459126,0.045020901,0.103117839
Trmt1l,1030.558497,0.170612872,0.085114639,2.004506798,0.045015799,0.103114952
Ino80c,1066.885597,0.161097223,0.080354833,2.004823084,0.044981964,0.10304624
Tmem143,331.5126078,0.285679585,0.142450968,2.005459066,0.044913993,0.10289931
Gm6180,125.7628413,-0.388460045,0.193659149,-2.00589565,0.044867383,0.102817061
Slc35e2,1868.538786,0.146353261,0.072955296,2.006067674,0.044849028,0.102785564
Zfp58,178.8123905,-0.340916727,0.169940455,-2.006095177,0.044846094,0.102785564
Gm17082,112.0263156,-0.441557602,0.220095548,-2.006208694,0.044833987,0.10276864
Anapc1,9604.973117,0.113235183,0.056427258,2.006746139,0.0447767,0.102654859
Gm37105,252.618783,0.332376063,0.1655116,2.008173826,0.044624823,0.102341628
Msl1,2105.890884,0.169684684,0.084485223,2.008453992,0.04459507,0.102282132
Bri3,1399.013518,-0.194382232,0.096770753,-2.008687815,0.044570252,0.102233943
Adprhl2,762.1865391,-0.249227035,0.124062024,-2.008890598,0.044548737,0.10220206
Iqcb1,422.1644483,-0.237945913,0.118413545,-2.009448444,0.044489597,0.102080852
Gm7908,132.6028133,0.425747314,0.211875215,2.009424811,0.044492101,0.102080852
Il20rb,98.53238567,-0.455794825,0.226828384,-2.009425881,0.044491988,0.102080852
Zbtb17,701.4977318,-0.187761747,0.093407566,-2.010134233,0.044416984,0.101943358
Kctd20,1958.460805,-0.153016213,0.076107394,-2.010530168,0.044375107,0.101864662
Zpr1,729.884471,-0.196353567,0.09757211,-2.012394389,0.04417838,0.101465128
Rtl6,111.6580609,0.407561211,0.202522167,2.012427665,0.044174875,0.101465128
Gm29112,55.77715864,0.614719405,0.305334953,2.013262481,0.044087023,0.101281305
Tor1b,1534.16313,-0.146134234,0.072571431,-2.01366065,0.044045174,0.101202487
1700041G16Rik,62.04768178,0.538395759,0.267367733,2.013690107,0.044042079,0.101202487
Rbm34,452.7853633,-0.226704056,0.112491003,-2.015308326,0.043872353,0.100831288
Ldhd,51.31962162,0.618747531,0.306911574,2.016044955,0.043795275,0.100662759
Gm7363,74.98241753,-0.559298879,0.277389465,-2.016294594,0.04376918,0.100611394
Gm42843,271.5636167,0.298644783,0.148107385,2.016407111,0.043757423,0.100593014
Tnfaip3,61.70585626,0.630365516,0.31225592,2.018746403,0.043513584,0.100083854
H2afj,423.0580244,0.262692596,0.130120075,2.018847562,0.043503066,0.1000736
Cmc4,86.5555054,-0.486247244,0.240856544,-2.018825128,0.043505398,0.1000736
Amer2,1718.045246,0.155203606,0.076872631,2.018970915,0.043490243,0.100064461
Inpp5b,827.3568876,0.184026652,0.091108265,2.019867822,0.0433971,0.099884399
Cntf,137.3946658,-0.3915341,0.193837227,-2.019911791,0.043392538,0.099882464
Xpnpep3,1069.308251,-0.178277276,0.088226091,-2.020686545,0.043312224,0.099723246
Nmt2,3442.443083,-0.12574474,0.062199762,-2.021627364,0.043214863,0.099516152
Sec61a2,811.2330255,-0.199417366,0.098631869,-2.021835008,0.0431934,0.099483794
Ogt,8107.05085,0.107055268,0.052937057,2.022312418,0.043144087,0.099378742
Gm44836,68.44852073,0.533351763,0.263607399,2.023280698,0.043044216,0.099165717
Szrd1,2977.140052,0.132740927,0.065604273,2.023357936,0.043036258,0.099155892
Gm527,80.67907486,0.509209934,0.251605931,2.02383915,0.042986705,0.099050223
Acsl6,112.6148227,0.414930699,0.204979713,2.024252514,0.042944177,0.098969221
Fam102b,8185.330837,-0.111731862,0.055162786,-2.025493463,0.042816719,0.098726336
Oxnad1,823.5541244,-0.190626507,0.094096438,-2.025863159,0.04277881,0.098647398
Slc37a3,1058.282339,-0.166290901,0.082073342,-2.026125635,0.042751912,0.098602313
Rab1b,3322.512714,-0.138884175,0.068528522,-2.026662345,0.042696956,0.098492488
Wdr11,1761.020798,0.149476742,0.073724093,2.027515527,0.042609718,0.098341955
St3gal3,910.0904286,-0.189166464,0.093264942,-2.028269788,0.042532721,0.098199579
Slc43a3,141.0519192,-0.372724237,0.183760284,-2.028317699,0.042527834,0.098199579
Gm43533,174.996836,0.347228812,0.171089431,2.029516433,0.042405717,0.09793849
Rrp7a,1707.156677,-0.139735718,0.068825313,-2.030295419,0.04232652,0.09776399
Gm20172,136.8900296,0.413390942,0.203604438,2.030363122,0.042319642,0.097756516
Ednrb,17860.62871,0.108342551,0.053356898,2.030525657,0.042303136,0.097726797
Strada,899.0484997,0.182956228,0.090091258,2.030787802,0.042276525,0.097673727
Mtx3,1536.141012,-0.148885335,0.07328663,-2.031548388,0.042199396,0.097520712
Gm13556,60.23017315,0.576263093,0.283645353,2.031632415,0.042190883,0.097509432
Arc,288.6380059,0.280895634,0.138241544,2.031919109,0.042161846,0.097450713
Emd,1480.007815,0.186433723,0.091728257,2.032456839,0.042107429,0.097333318
B630019K06Rik,234.9475493,0.321755386,0.158283772,2.032775575,0.042075202,0.097275577
Fam193b,893.7169509,0.174628945,0.085889811,2.033174163,0.04203493,0.097199214
Gm48141,99.37192779,-0.449121497,0.220846776,-2.033633928,0.041988518,0.097100257
Ddx6,15738.2076,-0.103156792,0.050723624,-2.033703092,0.04198154,0.097092484
Klrb1c,67.77851084,-0.599841183,0.294908077,-2.03399374,0.041952227,0.097041411
