gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Vps28,2335.420309,0.301367639,0.074013076,4.071816144,4.6648E-05,0.000969277
Commd6,901.4116552,0.384849645,0.094431467,4.075438604,4.59277E-05,0.00095691
Lhfpl2,969.8516039,-0.412010184,0.101049487,-4.077310985,4.55595E-05,0.000950535
2900011O08Rik,4983.246394,0.340468614,0.083402954,4.082212881,4.46089E-05,0.000931973
Heg1,366.1741442,-0.572911511,0.140277039,-4.08414318,4.42397E-05,0.000925525
Trak1,3577.654815,-0.292494623,0.071599249,-4.085163281,4.40458E-05,0.000922921
Kat14,409.4371322,-0.613076079,0.150075586,-4.085115332,4.40549E-05,0.000922921
Vwa1,157.0407788,0.83387513,0.203999597,4.087631261,4.358E-05,0.00091548
Arhgap29,118.4108741,-1.003244615,0.245178843,-4.091889027,4.27873E-05,0.000900064
Rpl23a,1712.052766,0.354108459,0.086464291,4.095430085,4.21385E-05,0.000887637
Slc38a2,1108.006072,-0.449341964,0.109715111,-4.09553398,4.21196E-05,0.000887637
Ndufc2,2886.819771,0.323554436,0.078980132,4.096656053,4.19161E-05,0.000885718
Hcn1,1598.716698,-0.395807527,0.096619242,-4.096570424,4.19316E-05,0.000885718
Fbxo2,1273.683161,0.38602698,0.094208356,4.09758748,4.17478E-05,0.000884279
Ddah2,588.0411133,0.495162976,0.120659953,4.103788905,4.06438E-05,0.000862089
Cacna1e,6877.969173,-0.279520164,0.06810217,-4.104423748,4.05324E-05,0.000860919
Olfm2,3549.114228,0.327986788,0.079868289,4.106595883,4.01533E-05,0.000854053
Tug1,1951.20154,-0.392842247,0.095650277,-4.107068578,4.00712E-05,0.000853495
Rplp1,13841.30703,0.256390377,0.06237553,4.110432053,3.94919E-05,0.00084233
Eif3h,3580.173414,0.294304889,0.071557451,4.112847558,3.90808E-05,0.000834725
Fhl2,350.9178005,-0.61514313,0.14955215,-4.113234934,3.90153E-05,0.000834491
Atp5md,3672.203876,0.290056743,0.070508099,4.113807447,3.89186E-05,0.000833589
Atxn2,1783.704525,-0.397369395,0.096524597,-4.116768239,3.84222E-05,0.000827052
Dlgap2,965.1309537,-0.505082452,0.122708747,-4.116107981,3.85324E-05,0.000827052
Col4a1,729.112037,-0.445185466,0.108161139,-4.115946554,3.85594E-05,0.000827052
Spata13,291.205199,-0.90211241,0.219169637,-4.116046458,3.85427E-05,0.000827052
Dcaf12l1,1058.673645,-0.410772193,0.099751787,-4.117943185,3.82269E-05,0.000824547
Tmem8b,1831.817654,-0.512110835,0.124233176,-4.122174524,3.75313E-05,0.000811611
Klhl34,480.2799721,-0.52807799,0.12811482,-4.121911816,3.75741E-05,0.000811611
Park7,3485.758325,0.384663693,0.093285732,4.123499747,3.73159E-05,0.000808317
Adgrl3,1823.943561,-0.336886058,0.081606266,-4.12818861,3.65632E-05,0.000793137
Foxk1,1075.82919,-0.371301461,0.089894512,-4.130413011,3.62112E-05,0.000786617
Cox5b,5222.261421,0.374211901,0.090547709,4.132759457,3.58434E-05,0.000779734
H2afz,4156.393905,0.337238428,0.081585108,4.133578269,3.57159E-05,0.000778066
Dync1h1,12920.62037,-0.338566298,0.081893715,-4.134215903,3.56169E-05,0.000777016
Jarid2,1172.499389,-0.376690438,0.091025657,-4.138288584,3.49906E-05,0.000764445
Crybg3,184.6468236,-0.795510543,0.192193323,-4.139116447,3.48646E-05,0.000762782
Map1b,18766.35128,-0.321479227,0.07761954,-4.141730643,3.44695E-05,0.000755218
Rimklb,2429.987363,0.322964034,0.077957619,4.142815515,3.43068E-05,0.000752731
Cdk17,3513.991848,-0.30469469,0.073461189,-4.147696161,3.35838E-05,0.000737926
Gsta4,1163.795757,0.391225517,0.09426598,4.150230197,3.32141E-05,0.000730854
Epha4,5022.560196,-0.315068478,0.075905368,-4.150806288,3.31306E-05,0.000730067
Pin1,3078.343011,0.400276105,0.096332876,4.155135015,3.25096E-05,0.000717415
Asap1,1880.375985,-0.344128459,0.082749906,-4.158656815,3.20124E-05,0.000707466
Sgip1,3109.879677,-0.323675108,0.077812658,-4.159671631,3.18705E-05,0.000705349
Mical2,5703.377341,-0.312100269,0.074986085,-4.162109121,3.15322E-05,0.000698871
Marcks,7393.707637,-0.283919093,0.068199789,-4.163049421,3.14025E-05,0.000697009
Lingo2,601.3434032,-0.505513817,0.121286031,-4.167947554,3.07355E-05,0.000683194
Ubqln2,4458.223402,-0.29032836,0.06964598,-4.168630531,3.06435E-05,0.000682142
Phip,1914.744279,-0.34857643,0.083584096,-4.170367886,3.04108E-05,0.000677949
Dctpp1,411.6580643,0.553033167,0.132576954,4.171412547,3.02717E-05,0.000675833
Efnb3,4358.998493,0.398050887,0.095407589,4.172109297,3.01793E-05,0.000674754
Gm13889,1224.001291,0.37543053,0.089978457,4.172449063,3.01343E-05,0.000674735
Sema3a,918.0766976,-0.618303736,0.148155177,-4.173352213,3.0015E-05,0.00067305
Med6,577.826734,0.568793604,0.136188114,4.176528963,2.95991E-05,0.000664698
Igsf3,1566.677811,-0.428569588,0.10259234,-4.177403372,2.94856E-05,0.000663122
Trrap,2964.72981,-0.32906047,0.078638903,-4.184448907,2.85859E-05,0.000643835
Hmgb3,1601.165759,0.348148993,0.083173374,4.185822643,2.84135E-05,0.000640897
Irgq,2404.20603,-0.323795219,0.077235192,-4.19232751,2.76107E-05,0.000623708
Hist1h1c,1102.198619,-0.438537529,0.10455023,-4.194515205,2.73456E-05,0.000618633
Gm13394,1337.398036,0.399183609,0.095126922,4.196326358,2.71279E-05,0.000615636
Anapc13,656.8864108,0.46655792,0.111192397,4.195951624,2.71728E-05,0.000615636
Brpf3,558.1368867,-0.494997708,0.117963009,-4.196211287,2.71417E-05,0.000615636
Zdhhc21,1821.091566,-0.365224192,0.087003441,-4.197813203,2.69505E-05,0.000613324
Fam168b,6549.511657,-0.276253288,0.065728694,-4.202932853,2.63479E-05,0.000600504
Cyb5r1,590.1857361,0.561034635,0.133482626,4.203053614,2.63338E-05,0.000600504
Sorl1,5380.932676,-0.307098807,0.073050929,-4.203900071,2.62355E-05,0.000600158
Cacnb4,2677.866897,-0.341849253,0.081320289,-4.203738762,2.62542E-05,0.000600158
Huwe1,6945.176112,-0.310929623,0.073935385,-4.205423741,2.60593E-05,0.00059749
Rnf38,592.0549773,-0.463217105,0.110114476,-4.206686743,2.59142E-05,0.000595054
Sars,4764.479824,0.308665319,0.073359614,4.207564686,2.58138E-05,0.000593639
Gpr161,420.4991444,0.574054208,0.136382775,4.209140101,2.56344E-05,0.000590403
Dusp6,1203.336468,-0.52729236,0.125232613,-4.210503545,2.54802E-05,0.000587736
Tal1,164.8476802,-0.791102151,0.187879254,-4.210694555,2.54587E-05,0.000587736
Emx1,382.4189629,0.548086724,0.130065334,4.21393393,2.50961E-05,0.000580627
Rps16,4749.919251,0.308224385,0.07312663,4.214940367,2.49844E-05,0.000580554
Abcg2,230.7975111,0.825215883,0.19581124,4.214343781,2.50505E-05,0.000580554
Pde3a,227.4262919,-0.732566619,0.173828616,-4.214303927,2.5055E-05,0.000580554
Angptl6,134.2834034,0.928815804,0.220305579,4.216033966,2.48636E-05,0.000578751
Anapc11,1978.478903,0.410535788,0.097366666,4.216389501,2.48245E-05,0.000578721
Rabac1,3818.305178,0.342250754,0.0811587,4.217055663,2.47513E-05,0.000577895
Nlgn3,1045.546922,-0.398076388,0.094374268,-4.218060674,2.46413E-05,0.000576206
Arhgap10,266.520453,-0.714991183,0.169467666,-4.219041911,2.45343E-05,0.000574583
Fkbp2,1751.499286,0.422022481,0.100014136,4.219628314,2.44705E-05,0.000573969
Fosb,433.1902386,0.717521343,0.169995991,4.220813318,2.43422E-05,0.000571837
Osbpl8,3040.494741,-0.425488789,0.100783566,-4.221807229,2.42351E-05,0.000570993
Smad4,815.7293128,-0.432227241,0.102387299,-4.221492739,2.4269E-05,0.000570993
Nnat,17128.91414,0.419140142,0.099197143,4.225324725,2.38596E-05,0.000563095
Plekha5,1551.311272,-0.420483186,0.099506725,-4.225676068,2.38224E-05,0.000563086
Ctdspl,357.35016,-0.571941109,0.135277445,-4.227911812,2.3587E-05,0.000558384
Ntrk2,13581.10861,-0.292415749,0.06911105,-4.231099815,2.32551E-05,0.000551381
Elavl2,2214.128206,-0.361914282,0.085461584,-4.234818352,2.28737E-05,0.000543178
Cd47,4254.888944,-0.331659786,0.078238153,-4.23910551,2.24412E-05,0.000533738
Ciao2b,948.9937783,0.498185159,0.117504608,4.239707413,2.23811E-05,0.000533138
Pde4d,1192.607563,-0.38234458,0.090122297,-4.242508181,2.21035E-05,0.000527347
Peg13,3361.328694,-0.308404912,0.072662101,-4.244370967,2.19207E-05,0.000523803
Dyrk2,2421.224973,-0.340940769,0.080282822,-4.246746199,2.16897E-05,0.000519094
Rims2,1398.107162,-0.408599285,0.096148878,-4.249652125,2.14103E-05,0.000513209
Sash1,693.774445,-0.486281183,0.114309071,-4.254090928,2.099E-05,0.000503925
Atp6v0a1,10780.7797,-0.31675231,0.074393352,-4.257803959,2.06445E-05,0.000496409
Ptn,10606.67853,0.397533693,0.0933281,4.259528395,2.04859E-05,0.000493371
Atp6v0b,4565.709698,0.290976326,0.068307244,4.259816518,2.04595E-05,0.000493371
Atrnl1,2686.675629,-0.372810457,0.087400505,-4.265541243,1.99418E-05,0.000481785
Nrsn1,3795.825157,0.387858472,0.090900904,4.266827458,1.98272E-05,0.000479775
Mrpl42,1389.432535,0.436389626,0.102253224,4.267734645,1.97468E-05,0.000478586
Cidea,52.89613592,1.474143373,0.345297658,4.269195978,1.96179E-05,0.000476216
Gabbr2,5618.647272,-0.308415805,0.072233628,-4.269698377,1.95737E-05,0.0004759
Pter,1337.151327,-0.51106105,0.119508205,-4.276367903,1.89967E-05,0.000462606
Raver2,469.0919801,-0.567010484,0.13245885,-4.28065384,1.86345E-05,0.000454509
Sec14l1,3049.692855,-0.404539647,0.094488633,-4.281357809,1.85756E-05,0.000453798
Camk2n2,2169.190489,0.333962111,0.077977506,4.282800608,1.84556E-05,0.000451585
Slc16a2,3364.771025,0.312921811,0.073017838,4.285552947,1.82285E-05,0.000446745
Abhd6,1682.215602,0.363583406,0.084809199,4.28707511,1.81041E-05,0.000444408
Kbtbd11,1675.746774,-0.397053177,0.092614048,-4.287180893,1.80955E-05,0.000444408
B3gat1,5067.467402,-0.283514153,0.066093302,-4.289604926,1.78991E-05,0.000440791
Epb41l3,3394.080566,-0.339635697,0.079122521,-4.292528781,1.7665E-05,0.000435726
Arl3,2109.048606,0.351070633,0.081732749,4.295348394,1.74419E-05,0.00043092
Smox,1001.394526,0.396239489,0.092066987,4.303817285,1.6788E-05,0.000415435
Grk5,654.4051562,0.473706461,0.109954192,4.308216483,1.64576E-05,0.00040792
Scube1,533.6977464,0.539427538,0.125187074,4.308971546,1.64015E-05,0.00040719
Fat3,1447.271797,-0.464454816,0.10775701,-4.310205103,1.63103E-05,0.000405583
Prmt1,2909.928103,0.330019899,0.076560667,4.310567177,1.62836E-05,0.000405579
Glrx3,3668.194933,0.347175248,0.080492021,4.313163517,1.60935E-05,0.000402303
Nceh1,1691.530485,-0.412817575,0.095716266,-4.312930226,1.61105E-05,0.000402303
Gm19744,70.4960736,-1.265236856,0.29337327,-4.3127203,1.61258E-05,0.000402303
Hypk,1891.102564,0.445927638,0.103238558,4.319390397,1.56461E-05,0.000392255
Tmed9,3569.516148,0.355482432,0.082269912,4.32092883,1.55374E-05,0.000390474
Wbp1,806.2069117,0.448898729,0.103893543,4.320756753,1.55495E-05,0.000390474
Cdc42bpa,5265.847269,-0.283423151,0.065576409,-4.322029153,1.54601E-05,0.000389507
Myl6,6170.62565,0.330257943,0.076333688,4.326503158,1.51495E-05,0.000382807
Lmtk2,3198.420913,-0.368411556,0.085157876,-4.326218254,1.51691E-05,0.000382807
Fmnl1,844.3025798,-0.482917423,0.111364523,-4.336366817,1.44857E-05,0.000367216
Adnp2,734.1380359,-0.44438002,0.102483799,-4.336100182,1.45033E-05,0.000367216
Atxn7l3b,6519.620757,-0.329222654,0.07589876,-4.33765524,1.44011E-05,0.00036584
Arhgap26,1727.109537,-0.386286874,0.089043736,-4.338170081,1.43674E-05,0.000365592
Pcsk2,3175.071667,-0.415322969,0.095701402,-4.339779352,1.42626E-05,0.00036353
Nell2,13212.324,-0.322674547,0.074335981,-4.340758602,1.41992E-05,0.000362517
Slit1,1752.33643,-0.372380611,0.085773961,-4.34141792,1.41566E-05,0.000362035
Tmod2,10438.15542,-0.303380598,0.069834366,-4.344288017,1.39728E-05,0.000357933
Atmin,995.8330688,-0.394782258,0.090862567,-4.344828344,1.39385E-05,0.000357653
Ndufa13,2566.331812,0.364204806,0.083726044,4.349958356,1.36163E-05,0.000350147
Frmpd3,854.0234486,-0.44680301,0.102716876,-4.349850086,1.36231E-05,0.000350147
Dgkz,3827.740786,-0.437094486,0.100418705,-4.352719789,1.34459E-05,0.000346759
Ndufb10,2042.485125,0.346392787,0.079504555,4.356892349,1.31922E-05,0.000340791
Tlcd1,197.038455,0.756694533,0.173646801,4.357664697,1.31458E-05,0.000340166
Gfod1,1969.411785,-0.349075425,0.080079093,-4.359133073,1.30579E-05,0.000338464
Ctnnd2,4815.176489,-0.307591491,0.070549615,-4.35993155,1.30103E-05,0.000338359
Csrnp3,3210.417295,-0.326817999,0.074965607,-4.359572482,1.30317E-05,0.000338359
Ajap1,1162.92124,-0.40846981,0.093632973,-4.3624569,1.2861E-05,0.000335065
Susd4,1698.182499,-0.380986104,0.087205138,-4.368849276,1.24903E-05,0.000326082
Pcdh9,1687.401868,-0.386192779,0.088398528,-4.368769324,1.24949E-05,0.000326082
Rdh11,1201.248565,0.549130155,0.125640936,4.370630875,1.23888E-05,0.000324421
Olfm3,322.7256571,-0.657304287,0.150356459,-4.371639855,1.23317E-05,0.000323479
Rab3b,895.0157223,0.428581911,0.09797968,4.374191796,1.21883E-05,0.000320268
Synm,707.9636177,-0.462532986,0.105692213,-4.376225773,1.20752E-05,0.000317842
Usp31,1402.903768,-0.414678619,0.094732486,-4.377364485,1.20123E-05,0.000316731
Mea1,1342.506446,0.463013679,0.10573524,4.378991136,1.1923E-05,0.00031492
Armcx3,1312.175585,0.374328142,0.085460761,4.380117122,1.18616E-05,0.000313839
Slc12a2,1013.955503,-0.405324766,0.09250454,-4.381674328,1.17771E-05,0.000312144
Selenow,19397.3833,0.390672385,0.089130878,4.383131772,1.16985E-05,0.0003106
Uchl3,1093.442982,0.443033283,0.100891664,4.39117826,1.12738E-05,0.000299844
Pfdn2,2169.218355,0.444265603,0.101130357,4.392999465,1.11797E-05,0.00029786
Rps4x,6489.224,0.29305997,0.066687743,4.394510234,1.11023E-05,0.000296313
Phpt1,2191.563076,0.4142862,0.094248091,4.395698572,1.10417E-05,0.000295211
Zcchc14,2111.087985,-0.369519574,0.084025203,-4.39772309,1.09392E-05,0.000292984
Drap1,3327.377783,0.38304505,0.087081089,4.398716812,1.08893E-05,0.000292157
Mpdz,1265.044269,-0.40451508,0.091877726,-4.402754571,1.06885E-05,0.000287275
Dnah5,218.329056,-0.786892349,0.178703275,-4.403345999,1.06594E-05,0.000286997
Gipr,126.6396899,1.34891301,0.306287718,4.404071507,1.06238E-05,0.000286543
Rps2,20858.43397,0.384009058,0.087157215,4.40593536,1.05328E-05,0.000284591
Btbd6,653.0136444,-0.481701565,0.109206846,-4.410909943,1.02937E-05,0.000278623
Lrrc4c,2465.762539,-0.395596838,0.089642331,-4.413058336,1.01921E-05,0.00027636
Pkd1,1411.154627,-0.409551257,0.092777146,-4.414354974,1.01312E-05,0.000275197
Tsen34,1773.859162,0.415645599,0.094102543,4.416943322,1.00106E-05,0.000272407
Fndc3b,969.4002759,-0.415877171,0.09408499,-4.420228678,9.85965E-06,0.000268777
Ogfod1,1992.671422,-0.354797636,0.080227279,-4.422406466,9.76076E-06,0.000266556
Prdx5,4429.66958,0.35223561,0.079596407,4.425270203,9.63216E-06,0.000263515
Sox5,378.2351232,-0.59327344,0.134048449,-4.425813542,9.60795E-06,0.000263323
Gm10076,1156.791057,0.434808573,0.098232969,4.426299817,9.58633E-06,0.000263202
Cabp7,283.2711794,-0.664188069,0.150027932,-4.427096077,9.55102E-06,0.000262705
Frs2,1027.328377,-0.413327325,0.09328455,-4.430822958,9.38741E-06,0.00025867
Dpysl3,7196.634766,0.332225907,0.074824917,4.44004378,8.99406E-06,0.000248324
Srp14,3424.40687,0.323532933,0.072865528,4.440137088,8.99016E-06,0.000248324
Kcnab2,3297.895866,-0.373363505,0.08409081,-4.440003689,8.99573E-06,0.000248324
Gpr85,2265.62664,0.405118219,0.09120762,4.441714639,8.92449E-06,0.000247699
Tead1,461.7977487,-0.582108996,0.130953428,-4.445160438,8.78263E-06,0.000244205
Tpm4,540.9333356,0.505026268,0.113519832,4.448793305,8.63541E-06,0.000240549
Elob,3239.367572,0.324656679,0.072966012,4.449423379,8.61011E-06,0.000240282
Cdh20,522.3004001,0.514485801,0.115532388,4.453173796,8.46102E-06,0.000236553
Itgav,1126.583363,-0.610788776,0.137098032,-4.455124322,8.38446E-06,0.000234842
Rps9,4332.064688,0.329882479,0.073948526,4.460974383,8.15878E-06,0.000229361
Sprn,3025.948384,-0.374742793,0.084003458,-4.461040053,8.15628E-06,0.000229361
Cacna1c,2818.597972,-0.383617409,0.085978519,-4.461782028,8.12809E-06,0.000229341
Plppr4,13627.08837,-0.330760201,0.074086697,-4.464501904,8.02552E-06,0.00022731
Dip2b,1532.214219,-0.383745105,0.085957503,-4.464358443,8.0309E-06,0.00022731
Slc36a1,1059.115059,-0.481111504,0.107773879,-4.464082674,8.04125E-06,0.00022731
Lsamp,6289.354747,-0.34460403,0.077157622,-4.466234471,7.96084E-06,0.000226292
Ndufs7,1713.978662,0.422625946,0.094531834,4.470726209,7.79544E-06,0.000222003
Micos10,2634.809095,0.373021416,0.083354549,4.475117657,7.63692E-06,0.000217895
Stmn1,4981.332445,0.306107415,0.06838814,4.476030704,7.60436E-06,0.000217456
Rfx3,3246.647223,-0.392270755,0.087639717,-4.475947293,7.60733E-06,0.000217456
Pde6d,1290.682016,0.386357449,0.086249688,4.479522879,7.48101E-06,0.000214647
Acap2,2105.701731,-0.340712389,0.076004877,-4.482770079,7.36803E-06,0.000211803
Arhgef7,3613.271244,-0.317576095,0.070794402,-4.48589278,7.26093E-06,0.000209117
Ccdc85a,1600.279809,0.457264878,0.101793177,4.492097537,7.05251E-06,0.000203498
Tmem160,806.970918,0.50305615,0.11187272,4.49668294,6.90218E-06,0.000199537
Rps15a,3825.020001,0.331775418,0.073709229,4.501138074,6.75906E-06,0.000195769
Cntnap1,1663.206774,-0.420742866,0.09345945,-4.501876101,6.73562E-06,0.000195461
Astn1,6429.023135,-0.309116063,0.068654942,-4.502458989,6.71717E-06,0.000195296
Utp11,699.3165029,0.475444939,0.105572147,4.503507327,6.68411E-06,0.000194705
Igf2r,1296.572527,-0.422808674,0.093861016,-4.504624972,6.64903E-06,0.000194053
Efnb1,723.5209673,0.525809879,0.116718107,4.504955524,6.63868E-06,0.000194053
Zeb2,2353.894885,-0.365631217,0.081109634,-4.507864233,6.54835E-06,0.000191846
Aagab,1469.333828,-0.370923333,0.082244335,-4.510016788,6.48225E-06,0.000190275
Atp5h,4659.050733,0.359588159,0.079441778,4.526436459,5.99866E-06,0.000176418
Slc7a8,1226.509623,-0.418178335,0.092367878,-4.527313453,5.97383E-06,0.000176027
Uqcr11,3773.308804,0.448323043,0.099002191,4.528415394,5.94277E-06,0.000175449
Lrrc75b,438.8127012,0.65112148,0.143775613,4.528733803,5.93382E-06,0.000175449
Rps26,4178.202983,0.350336638,0.077269993,4.533928711,5.78966E-06,0.000171592
Mrps34,1124.599147,0.569755206,0.125371643,4.544530105,5.50579E-06,0.000163495
Rpl28,5085.391623,0.454535462,0.099947348,4.547749076,5.42227E-06,0.00016184
Tbca,2141.649527,0.351598584,0.077317014,4.547493037,5.42887E-06,0.00016184
Col4a2,626.7838475,-0.52895407,0.116299274,-4.548214723,5.41029E-06,0.00016184
Rpl12,4454.266384,0.332519478,0.073095019,4.549140033,5.38656E-06,0.000161523
Anp32a,9351.330054,0.435632077,0.095717566,4.551223948,5.33347E-06,0.000160245
Camsap2,4575.704057,-0.310666488,0.068051424,-4.565172472,4.99084E-06,0.000150246
Prickle1,525.5187025,-0.622192381,0.136264474,-4.56606452,4.96966E-06,0.000149903
Uhmk1,5440.052684,-0.379530557,0.082992799,-4.573054098,4.80666E-06,0.000145273
Trappc3,1979.328227,0.412932805,0.090243852,4.575744447,4.7453E-06,0.000143703
Gng7,2892.337018,-0.358986782,0.078420285,-4.577728588,4.70052E-06,0.000142629
Tmem245,1302.119173,-0.412427497,0.090067581,-4.579089302,4.67005E-06,0.000141986
Phyhipl,3803.979896,-0.34874966,0.076126344,-4.581195435,4.62326E-06,0.000140844
Ak3,1004.272693,-0.459098468,0.100067633,-4.587881766,4.47766E-06,0.00013668
Pclo,3643.948915,-0.335108902,0.072988818,-4.591236174,4.40628E-06,0.000134771
Arxes2,1538.445418,0.38405712,0.083635863,4.592014808,4.38987E-06,0.000134538
Lrrc8d,1167.648958,-0.423702016,0.092241811,-4.593383538,4.36116E-06,0.000133926
Stim2,877.2610774,-0.492749257,0.107240775,-4.594793901,4.33177E-06,0.000133291
Htr1a,824.8807948,0.609682448,0.132601289,4.597862137,4.26848E-06,0.000131609
Srrm2,6223.923466,-0.348151627,0.075693431,-4.599495954,4.23514E-06,0.000130964
Sec24b,1087.69258,-0.434325022,0.094432727,-4.59930616,4.239E-06,0.000130964
Crhr1,225.1762693,-0.87964988,0.191200332,-4.600671288,4.21132E-06,0.000130636
Psma6,3154.863321,0.392573346,0.085318151,4.60128753,4.19887E-06,0.000130515
Synj2,666.7230146,-0.633673898,0.137411541,-4.611504211,3.99766E-06,0.000124514
Psmb4,3823.756446,0.313280847,0.067891119,4.614459916,3.94119E-06,0.000123152
Stc2,260.1095848,0.870993308,0.188763159,4.614212401,3.94589E-06,0.000123152
Mrpl14,756.3698413,0.598914046,0.129685545,4.618202034,3.87079E-06,0.000121303
Lix1l,1024.743936,0.454953654,0.098456065,4.620879926,3.82116E-06,0.000119994
Tmem131,1674.598538,-0.40753444,0.088174571,-4.621904449,3.80233E-06,0.000119648
Rab26,459.2732896,0.67323755,0.145577542,4.62459759,3.75326E-06,0.000118348
Ncoa2,1992.051433,-0.393716285,0.085121904,-4.625322841,3.74015E-06,0.000118178
Iqgap2,413.9804099,-0.619268028,0.133738136,-4.630452073,3.64868E-06,0.000115526
Gm6472,1038.241181,0.489339124,0.105573705,4.63504736,3.56856E-06,0.000113224
Ptprr,605.3617559,-0.563011769,0.121411485,-4.637220012,3.53126E-06,0.000112274
Adcy2,774.1152683,-0.462961775,0.09979962,-4.638913227,3.50246E-06,0.00011159
Pfdn5,2286.852974,0.441023498,0.095025534,4.641105164,3.46551E-06,0.000110643
Zdhhc14,911.7906772,-0.515289921,0.111007977,-4.641917939,3.4519E-06,0.000110439
Fabp5,3066.208381,0.356781565,0.076842572,4.643019542,3.43354E-06,0.000110082
Rps23,4667.838773,0.338471398,0.072892113,4.643457049,3.42627E-06,0.00011008
Napepld,329.6076132,-0.690508998,0.148698843,-4.643674315,3.42267E-06,0.00011008
Nrxn1,9974.859191,-0.32441239,0.06981437,-4.646785351,3.37148E-06,0.000108776
Mrpl23,741.1568658,0.56596913,0.121763638,4.648096407,3.35012E-06,0.000108316
Inhba,746.9453514,1.547634326,0.332787695,4.650515476,3.31106E-06,0.000107508
Synpr,2810.412398,0.381148726,0.081935503,4.651814082,3.29028E-06,0.000107247
Mgat4a,901.3624661,-0.463926359,0.099737925,-4.651453886,3.29603E-06,0.000107247
Serpine1,157.4034143,0.936617812,0.201256116,4.653860109,3.25778E-06,0.000106456
Lrrtm4,333.8676321,-0.724425886,0.155567866,-4.656655044,3.21388E-06,0.000105246
Grin2a,2878.76839,-0.345851894,0.074244915,-4.658256957,3.18898E-06,0.000104655
Kcnh1,978.5173962,-0.512299455,0.109883853,-4.662190517,3.12861E-06,0.000102957
Tmprss7,126.9572363,1.263506741,0.271018633,4.662065952,3.13051E-06,0.000102957
Csmd1,1879.133898,-0.475412519,0.101900159,-4.665473761,3.07907E-06,0.000101702
Rheb,4919.513423,0.335801269,0.071953489,4.666921289,3.05746E-06,0.000101419
Pfdn1,1475.271968,0.446596716,0.095702875,4.666492144,3.06385E-06,0.000101419
Pafah1b3,400.9273341,0.611483937,0.131017051,4.667208817,3.05319E-06,0.000101419
Rps5,3532.359908,0.35735701,0.076520654,4.670072597,3.01093E-06,0.000100319
Neto1,2548.604626,-0.347334131,0.074316818,-4.673694894,2.95829E-06,9.87797E-05
Prex1,2201.860748,-0.390178945,0.083436355,-4.676366146,2.92003E-06,9.77156E-05
AU023762,202.5865687,1.183125411,0.252961204,4.677102232,2.90957E-06,9.75791E-05
Slc35f1,3281.33281,0.327054226,0.069915646,4.677840317,2.89912E-06,9.74423E-05
Arhgef4,1514.23443,-0.40762719,0.087029162,-4.683800027,2.81605E-06,9.48586E-05
Emp1,124.7457676,1.235823308,0.263723301,4.686060367,2.78514E-06,9.40247E-05
Rps18,3268.269216,0.423577398,0.090326267,4.689415535,2.73986E-06,9.27008E-05
Hk2,235.1877671,1.070274727,0.228203041,4.69001081,2.73191E-06,9.26365E-05
Apbb2,806.9489743,-0.518022906,0.110389491,-4.692683151,2.69645E-06,9.16373E-05
Nsa2,1100.457624,0.4435733,0.094493893,4.694200704,2.67651E-06,9.11623E-05
Islr2,1577.477125,0.41576742,0.088487513,4.69859992,2.61951E-06,8.942E-05
Arl6ip1,8761.657882,0.311211428,0.066219887,4.699667167,2.60586E-06,8.9153E-05
Hint1,4785.696221,0.333853427,0.071019599,4.700863312,2.59064E-06,8.8831E-05
Gria3,4469.372399,-0.308307746,0.065503746,-4.706719325,2.51735E-06,8.6512E-05
Ildr2,4150.437551,-0.403573368,0.085587941,-4.715306413,2.41347E-06,8.31289E-05
Retreg1,1007.075053,-0.501378779,0.106168682,-4.722473437,2.32994E-06,8.04327E-05
Gpx4-ps2,445.4301788,0.655631348,0.138826498,4.722667206,2.32772E-06,8.04327E-05
Lrrn3,2872.56232,-0.373779593,0.079046146,-4.728625127,2.26045E-06,7.8388E-05
Ttc39b,946.6533954,-0.570564744,0.120469523,-4.736174999,2.1779E-06,7.56967E-05
Rpl36,2513.655205,0.428123681,0.090287297,4.741793103,2.11835E-06,7.37948E-05
Rpl6,5882.881852,0.316697952,0.066703728,4.747829841,2.05611E-06,7.17901E-05
Pomp,2603.726241,0.371026247,0.078137073,4.748402197,2.0503E-06,7.17511E-05
Cpne6,1841.343593,-0.534773266,0.112585004,-4.749951136,2.03466E-06,7.1367E-05
Dgcr6,1415.463907,0.424004352,0.089232936,4.751657514,2.01756E-06,7.09457E-05
Gm8369,55.08589925,1.540479337,0.324201381,4.751612514,2.01801E-06,7.09457E-05
Add3,3339.224378,-0.373589286,0.078572586,-4.754702661,1.98739E-06,7.02185E-05
Pla2g7,2001.798301,-0.466839028,0.098186276,-4.754626101,1.98814E-06,7.02185E-05
Nsfl1c,4004.469416,0.480856966,0.101098426,4.756324942,1.97149E-06,6.99536E-05
Olfm1,12398.05966,-0.319406116,0.067137631,-4.757482669,1.96022E-06,6.97155E-05
Tma7-ps,889.6312087,0.558210911,0.117307146,4.758541402,1.94997E-06,6.95125E-05
Birc6,3446.500461,-0.367362633,0.077163389,-4.760841063,1.92788E-06,6.88856E-05
Arhgap31,357.4087006,-0.690232316,0.14465151,-4.771691065,1.82686E-06,6.54288E-05
Mtcl1,634.9795897,-0.642291759,0.134535757,-4.774134212,1.80482E-06,6.47913E-05
