gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
H2afy2,898.0060831,-1.63E-06,0.09616429,-1.69E-05,0.999986485,0.999986485
Lurap1l,248.8530188,2.09484E-05,0.175417621,0.00011942,0.999904716,0.999970104
Tcea1,1680.603269,8.98311E-05,0.088196879,0.001018529,0.999187332,0.999963205
Igdcc4,872.2897172,0.000125892,0.100336893,0.001254694,0.998998899,0.999963205
Kdm6a,792.5086057,-3.53E-05,0.108606909,-0.000324817,0.999740833,0.999963205
Socs2,701.5098334,-2.80E-05,0.118116354,-0.000237453,0.99981054,0.999963205
Tmem186,472.7428203,-0.000125115,0.12549295,-0.000996987,0.99920452,0.999963205
Fars2,447.1769813,-0.000111418,0.147513989,-0.000755304,0.999397355,0.999963205
Aaas,267.5494046,-6.03E-05,0.159955382,-0.000376956,0.999699232,0.999963205
Acsf2,253.3873508,0.000186153,0.186405619,0.000998644,0.999203198,0.999963205
Alg3,216.9216595,0.000287828,0.189698615,0.001517288,0.998789379,0.999963205
Sirt4,215.0864012,-0.00016087,0.19050926,-0.000844422,0.999326249,0.999963205
Map10,175.4503089,-3.85E-05,0.183189145,-0.000210016,0.999832431,0.999963205
Pcdhga9,170.3493794,-0.00016541,0.200012987,-0.000826994,0.999340154,0.999963205
Jpt2,145.421707,0.000151925,0.21938783,0.000692496,0.999447468,0.999963205
Zbtb46,564.2414994,0.000248244,0.136826298,0.001814301,0.998552398,0.999871818
Ogfod3,91.26641029,-0.000482686,0.268231626,-0.001799512,0.998564198,0.999871818
Frmd7,55.32196726,-0.000634483,0.31145471,-0.002037161,0.998374582,0.999871818
Vipas39,1133.413378,0.000212731,0.091696518,0.002319945,0.998148954,0.999836597
Zfp710,374.9270491,0.000309746,0.138460297,0.002237074,0.998215074,0.999836597
Arrdc2,265.0874102,-0.000430285,0.158786521,-0.002709831,0.99783787,0.999836597
Creb3l1,166.3827386,-0.000481881,0.19055196,-0.002528869,0.997982257,0.999836597
Tmem177,146.3593099,0.000430512,0.19826836,0.002171359,0.998267508,0.999836597
A030001D20Rik,51.53588197,-0.000729434,0.312332598,-0.002335438,0.998136592,0.999836597
Edem2,368.2999567,0.000478978,0.156054283,0.003069302,0.997551055,0.999758261
Hr,123.5520176,0.000634985,0.211183866,0.003006789,0.997600933,0.999758261
Col23a1,436.5442309,-0.00054003,0.156506176,-0.003450537,0.997246875,0.999566383
Nanp,55.92474283,-0.001165856,0.341833915,-0.003410592,0.997278747,0.999566383
Lamp2,2467.064392,-0.000317165,0.087988572,-0.003604616,0.997123938,0.999542238
Tmem14a,362.3659172,0.00049666,0.135000531,0.003678951,0.997064628,0.999542238
Tollip,3195.780404,0.000282821,0.068931516,0.004102929,0.996726346,0.999442236
Rab27b,687.6032131,0.000511563,0.128091689,0.003993723,0.996813479,0.999442236
Rufy1,607.7366567,-0.000498423,0.125377696,-0.003975374,0.996828119,0.999442236
Mrps22,487.1716167,-0.000546163,0.129208897,-0.004226976,0.996627371,0.999437534
Xylt2,1012.437069,-0.000415304,0.093459405,-0.004443683,0.996454465,0.999395209
Lrfn4,1699.723376,0.000475274,0.096545118,0.004922816,0.996072177,0.999165786
Lrch2,1057.586001,0.000640558,0.116819264,0.005483325,0.995624962,0.999165786
A930017M01Rik,325.4502417,0.000857725,0.170475647,0.005031365,0.995985569,0.999165786
Tstd3,281.4919638,0.00081582,0.159226013,0.00512366,0.995911929,0.999165786
Scrt2,204.3784567,-0.000988238,0.193628775,-0.005103778,0.995927792,0.999165786
Dusp5,150.8242452,0.001065405,0.217689376,0.00489415,0.996095049,0.999165786
Gm43668,135.6627865,-0.001149847,0.215108134,-0.005345439,0.995734977,0.999165786
9530080O11Rik,89.19668386,0.00144182,0.261661817,0.005510241,0.995603486,0.999165786
Padi2,58.9985708,-0.001692359,0.323604523,-0.005229712,0.995827312,0.999165786
Trim39,527.2125617,-0.000647282,0.112348044,-0.005761399,0.995403094,0.999140307
Fam184b,442.1098793,0.000764234,0.133029973,0.005744828,0.995416315,0.999140307
Vps39,1614.410005,0.000521951,0.084719096,0.006160958,0.995084298,0.999037873
Scmh1,1165.916089,0.000606616,0.096809966,0.006266052,0.995000447,0.999037873
Tspan33,508.5665706,0.000730781,0.121060732,0.006036485,0.995183611,0.999037873
Etaa1,206.3635059,0.001044466,0.17143926,0.006092339,0.995139047,0.999037873
Zfp53,121.8902209,-0.001377649,0.216180337,-0.006372683,0.994915369,0.999030909
Anks6,211.2299943,-0.00115002,0.167958735,-0.006847039,0.994536896,0.998716445
Nf2,2541.030525,0.000625862,0.085508815,0.007319266,0.994160123,0.998651226
Msl2,1431.594976,0.000632724,0.087802744,0.007206198,0.994250336,0.998651226
Hif1an,1361.212391,-0.000605537,0.086378436,-0.007010285,0.994406648,0.998651226
Tnfaip1,1225.027839,0.000719245,0.09596148,0.007495147,0.994019794,0.998651226
Pibf1,357.5158854,0.000957021,0.135371608,0.007069585,0.994359335,0.998651226
2010315B03Rik,238.8091548,-0.001323989,0.183534323,-0.007213849,0.994244231,0.998651226
9430038I01Rik,81.48894803,-0.002015597,0.281674,-0.007155781,0.994290562,0.998651226
Ccdc103,71.67117546,-0.00191063,0.271796504,-0.007029635,0.994391209,0.998651226
Plod1,316.630761,-0.001182486,0.152964129,-0.007730481,0.99383203,0.998648668
Wdr31,155.0226584,0.001542402,0.188737462,0.008172211,0.993479591,0.998375831
Fastkd5,161.0479275,-0.00168141,0.196528462,-0.008555554,0.993173739,0.99813406
Gpr17,56.57699872,0.007359032,0.786526678,0.009356367,0.992534808,0.99768863
Paics,2522.650862,0.000790955,0.081794295,0.009670046,0.99228454,0.997546634
Pef1,739.6835275,-0.001005262,0.104459683,-0.009623446,0.99232172,0.997546634
Stx6,1487.488971,-0.000857261,0.085856694,-0.00998479,0.992033423,0.997446886
Ric1,1131.572917,0.000978352,0.093855347,0.010424039,0.991682971,0.997160081
Dock1,511.5357682,-0.001415002,0.132975368,-0.010641087,0.991509801,0.997160081
Slc46a1,219.4381542,0.001674101,0.159711134,0.010482055,0.991636683,0.997160081
Mterf1a,98.96695452,0.002641927,0.251531111,0.010503379,0.99161967,0.997160081
Amacr,188.0886907,-0.001956656,0.181153857,-0.010801072,0.991382159,0.997119853
Dach2,761.7025429,0.001306762,0.118954996,0.010985346,0.991235138,0.997037554
Harbi1,213.9043945,-0.00186175,0.168549723,-0.011045703,0.991186983,0.997037554
Bok,150.1291576,-0.002738269,0.236235618,-0.011591262,0.990751718,0.996682412
Ccnb2,72.22592343,-0.003595983,0.308475968,-0.011657254,0.990699068,0.996682412
Tvp23b,806.5068789,0.001408881,0.119814443,0.011758856,0.990618006,0.996679024
Tnik,5202.630631,-0.000854147,0.067248708,-0.012701313,0.989866091,0.996504007
Smim14,2591.576711,0.001110776,0.0901462,0.012321941,0.990168762,0.996504007
Crat,675.3191555,0.001455258,0.117346445,0.012401381,0.990105383,0.996504007
Znrf3,303.4404732,-0.001806698,0.147824522,-0.012221908,0.990248571,0.996504007
Gm10762,87.55196108,-0.003472563,0.283561135,-0.012246259,0.990229143,0.996504007
Gm49359,66.41165194,-0.00342855,0.277844121,-0.012339834,0.990154487,0.996504007
Cyp4f15,60.95636057,-0.003931347,0.31822316,-0.012354058,0.990143138,0.996504007
Perm1,53.77236641,-0.004200045,0.334710741,-0.012548283,0.989988182,0.996504007
Cyp20a1,149.3990475,0.002842398,0.217857352,0.013047062,0.989590246,0.996386996
1110002L01Rik,107.5802519,-0.003064912,0.235299808,-0.013025559,0.989607401,0.996386996
Cry2,2637.16643,0.001004409,0.075347115,0.013330429,0.989364171,0.996345383
Gpatch11,1286.746235,0.001187023,0.089130906,0.013317749,0.989374288,0.996345383
Tfdp2,495.1519209,-0.001653719,0.123172416,-0.013426048,0.989287885,0.996345383
Gm31305,76.37760262,0.003730556,0.269240913,0.01385583,0.988945001,0.996109853
Zfyve27,1892.234817,-0.001264741,0.088531784,-0.014285731,0.988602023,0.996097357
Strn3,1478.915273,-0.001339267,0.095578669,-0.014012191,0.988820255,0.996097357
Xrn1,1177.717175,-0.001394145,0.099917046,-0.013953022,0.988867461,0.996097357
Ttf1,325.4698523,-0.002028816,0.14388966,-0.0140998,0.98875036,0.996097357
Srsf10,2199.144699,0.001096396,0.075322021,0.014556112,0.988386313,0.996071953
Arsk,154.8434822,0.003474929,0.232989105,0.014914558,0.988100346,0.995915019
Tada2b,614.6175886,0.002000782,0.128832306,0.015530126,0.987609251,0.995616893
Uba5,1692.784796,0.001472816,0.093039944,0.015829929,0.987370072,0.995507022
Nfkb2,70.25595335,0.004318101,0.270019836,0.015991793,0.987240939,0.995442453
Ercc2,212.2560639,-0.002647135,0.163234631,-0.016216749,0.987061473,0.995327121
Rnase4,80.62105832,-0.013961441,0.855138699,-0.016326523,0.986973898,0.99530444
Vps4b,1245.996628,-0.001739162,0.104722921,-0.016607269,0.986749926,0.995163228
Apaf1,730.3699177,-0.002161842,0.125124235,-0.017277566,0.986215182,0.995163228
Tmem223,678.892814,0.00193415,0.115631675,0.016726818,0.986654552,0.995163228
Fam161b,287.2691352,-0.002466992,0.148760785,-0.016583616,0.986768795,0.995163228
Gdpgp1,179.6489478,-0.003041532,0.178704268,-0.01701992,0.986420724,0.995163228
Fam84b,137.8782286,0.00353966,0.207045532,0.017096048,0.986359992,0.995163228
Ubr1,1799.067278,0.001400427,0.079480756,0.0176197,0.985942241,0.995126
Pnpla7,245.0949143,0.007794894,0.443350079,0.017581804,0.985972473,0.995126
E030013I19Rik,52.69366283,-0.006361553,0.362954986,-0.017527112,0.986016104,0.995126
Zfp442,110.9980515,-0.004169983,0.232914993,-0.017903453,0.985715874,0.995019991
Cd2bp2,1235.540847,-0.001701993,0.094371204,-0.018035086,0.985610864,0.994979665
Jakmip2,2043.5668,-0.001512245,0.082997634,-0.018220334,0.985463081,0.994952746
Tox4,2009.64725,0.001440759,0.079380361,0.018150064,0.985519139,0.994952746
Arnt,650.5397448,0.001937364,0.106663965,0.018163251,0.985508619,0.994952746
Hes1,137.3287373,-0.003695114,0.200434802,-0.018435492,0.985291439,0.994919906
Prkd1,149.9083336,0.003545694,0.190906624,0.018572921,0.985181805,0.994874891
Gm19554,54.0859779,-0.007154993,0.381244882,-0.018767446,0.985026623,0.994783871
Rarg,117.5988552,-0.004698971,0.247650617,-0.018974196,0.98486169,0.994682989
Pdk1,1593.336329,0.001889316,0.09852893,0.019175238,0.984701311,0.994631774
Alkbh5,1342.7626,-0.001768607,0.091511684,-0.019326566,0.984580591,0.994631774
Fgfrl1,354.2908688,0.002748227,0.143741046,0.019119291,0.984745942,0.994631774
Gm9967,53.91853388,0.006632848,0.345618038,0.019191266,0.984688525,0.994631774
Sh3pxd2b,900.5836117,-0.002005557,0.101564272,-0.019746675,0.984245457,0.99442446
Prox1,723.6801627,0.002248371,0.113576491,0.019796097,0.984206031,0.99442446
Tysnd1,615.1854119,0.002267262,0.115074069,0.019702634,0.984280589,0.99442446
Tmem168,444.1995987,0.002406651,0.12108266,0.019876098,0.984142212,0.99442446
Pde2a,264.2287733,0.003804614,0.189606625,0.020065828,0.98399086,0.99442446
Slc26a6,178.3512362,-0.003740201,0.184620662,-0.020258845,0.983836886,0.994370332
Zbtb8a,119.8439392,0.004773391,0.233718594,0.020423668,0.983705403,0.994303155
Prpf3,512.9038469,0.002502644,0.121020101,0.020679571,0.983501265,0.994201194
Wdr66,270.6879682,0.003470381,0.162219256,0.02139315,0.982932038,0.99378419
Slc25a5,3267.910943,0.004571993,0.210869913,0.021681579,0.982701958,0.993711651
Mcfd2,1311.002317,0.002202576,0.100655938,0.021882222,0.982541906,0.993711651
Smurf2,813.8359325,0.002402949,0.107982133,0.02225321,0.982245973,0.993711651
Ccdc184,733.9694701,0.002611085,0.115161192,0.022673303,0.981910871,0.993711651
Nup62,676.0643574,0.002236194,0.103022132,0.021705961,0.982682509,0.993711651
Malsu1,230.0134445,0.004259112,0.189630205,0.022460094,0.982080945,0.993711651
Prkag1,222.8589754,0.003534118,0.160074582,0.022077946,0.982385779,0.993711651
Parp16,95.45684764,-0.00561656,0.260285383,-0.021578469,0.982784209,0.993711651
Sgo2a,78.79829137,-0.008083588,0.368014286,-0.021965418,0.982475541,0.993711651
CK137956,56.83888993,-0.007840312,0.353339516,-0.022189174,0.982297053,0.993711651
Tsnax,3298.273492,-0.00166409,0.07246912,-0.022962748,0.981679988,0.99369554
Tex261,881.8877426,0.002219263,0.096053635,0.023104412,0.981566986,0.993652209
Ess2,618.7805156,-0.002664419,0.114906897,-0.023187632,0.981500604,0.993650783
Zfp408,291.9847844,0.003584434,0.154511956,0.023198426,0.981491994,0.993650783
Adipor2,1618.196493,0.001939616,0.08263406,0.023472349,0.981273494,0.993552407
Abcb10,342.3935558,-0.003202965,0.135148628,-0.023699574,0.981092246,0.993434663
Rpn1,3301.451028,-0.002106071,0.088300675,-0.023851132,0.980971354,0.993391251
Aggf1,1655.112148,-0.001935114,0.081188749,-0.023834756,0.980984416,0.993391251
Lhfpl3,966.1933289,0.003275307,0.136470557,0.024000099,0.980852529,0.993389254
Ccdc65,192.1005842,-0.004706744,0.195859895,-0.02403118,0.980827738,0.993389254
Ago1,2446.206019,0.002099395,0.086666295,0.024223897,0.980674017,0.99337471
Mier2,529.3725342,0.002738376,0.113245081,0.024180971,0.980708256,0.99337471
Gm9816,77.04565766,-0.007256244,0.299569418,-0.024222245,0.980675334,0.99337471
Snap29,876.6865623,0.002410917,0.098261764,0.024535661,0.980425339,0.993285506
Gm42517,1117.002789,0.002529137,0.101724142,0.024862698,0.980164481,0.993223633
Ppfibp1,947.7612781,0.002378839,0.096334052,0.024693648,0.980299321,0.993223633
Rad17,361.8162085,0.003501784,0.141692724,0.024713932,0.980283142,0.993223633
Fuk,204.6322285,-0.004406864,0.177433055,-0.024836768,0.980185164,0.993223633
3110056K07Rik,158.8888159,-0.004685102,0.189710558,-0.024696051,0.980297405,0.993223633
Slc1a4,2094.450712,-0.002560663,0.100599845,-0.025453944,0.979692884,0.993201411
Vps50,1504.991775,0.002240288,0.087716726,0.025540031,0.979624219,0.993201411
Vwa5b1,101.0481243,0.006608178,0.259557506,0.025459397,0.979688535,0.993201411
Xrcc2,170.6483073,-0.00458468,0.178009759,-0.025755218,0.979452581,0.993155305
Trpt1,140.9132989,0.00555342,0.213412379,0.026022013,0.97923978,0.993005368
Ung,103.5972807,0.006813543,0.257963478,0.026412821,0.978928068,0.992900575
Rab39b,920.8454023,0.00268329,0.099987363,0.026836289,0.978590309,0.992707014
mt-Cytb,214130.6627,0.00183102,0.067698607,0.027046636,0.978422538,0.992652064
Vat1l,1928.985951,0.00242487,0.089715324,0.027028489,0.978437011,0.992652064
Lrrc24,238.4996759,-0.004337073,0.15985931,-0.027130561,0.9783556,0.992652064
Nfkbil1,113.638572,-0.006245484,0.228318175,-0.027354299,0.978177149,0.992585969
Zfp59,243.9585703,0.004202609,0.152589958,0.027541843,0.978027566,0.992528447
Mir99ahg,234.6378393,-0.004326552,0.157290578,-0.027506743,0.978055562,0.992528447
Slc25a42,472.0399902,-0.003435354,0.123253168,-0.027872336,0.977763973,0.992400438
Crocc,411.0617634,-0.003819719,0.136076962,-0.028070282,0.977606097,0.992399239
Them6,298.3513458,-0.004551326,0.16168916,-0.028148615,0.97754362,0.992399239
5031434O11Rik,138.8223547,0.00662352,0.233436803,0.028373933,0.977363915,0.992399239
Rhog,109.3221779,-0.00702856,0.251093282,-0.027991829,0.977668668,0.992399239
Tmem62,609.0533842,0.003585528,0.122636702,0.029236993,0.976675578,0.991983769
Pygo2,1052.831554,-0.003043813,0.102596354,-0.029667849,0.976331954,0.991775729
Dnah2,101.3659806,0.00692069,0.233153294,0.029683005,0.976319866,0.991775729
Echdc2,89.473167,0.008979421,0.30354942,0.029581414,0.976400888,0.991775729
A830011K09Rik,62.17272844,0.009630967,0.325644062,0.029575135,0.976405896,0.991775729
Nusap1,236.5522444,0.006005422,0.199419121,0.030114576,0.975975676,0.99160218
Zfp292,1596.909105,0.002878148,0.095037183,0.030284439,0.975840207,0.991596298
Mtss1,2584.788601,-0.002307329,0.075711807,-0.030475158,0.975688105,0.991591455
Sec61g,672.9947868,0.004511081,0.148179291,0.030443396,0.975713436,0.991591455
Kctd7,492.8865358,-0.003611649,0.118914876,-0.030371717,0.975770601,0.991591455
Abhd18,569.5577133,0.004269938,0.139235495,0.03066702,0.975535093,0.991549793
Rufy3,5884.938231,0.002053451,0.066405748,0.030922797,0.975331109,0.991506343
Wdr19,651.0013964,0.003630007,0.117494906,0.030895013,0.975353267,0.991506343
Anks3,606.7734226,-0.00378263,0.121132185,-0.031227294,0.975088273,0.991506343
Hjurp,546.8800018,0.00383443,0.123873663,0.03095436,0.975305938,0.991506343
Msh2,469.6147723,-0.003895308,0.124341278,-0.031327551,0.975008318,0.991506343
Cnnm4,462.5499226,-0.004042889,0.131254454,-0.030801917,0.975427512,0.991506343
Zfp14,287.8493805,-0.004792113,0.155218166,-0.030873404,0.9753705,0.991506343
Gm14539,67.71074746,-0.00939408,0.304980216,-0.030802259,0.975427239,0.991506343
Thap1,251.6939092,0.005090264,0.160645697,0.031686278,0.974722238,0.991382494
Meaf6,2835.568704,0.002625793,0.081521968,0.032209634,0.974304873,0.991348162
Neto2,2037.339999,0.003103287,0.097051059,0.031975821,0.974491333,0.991348162
Med16,843.1568971,0.003771784,0.117939865,0.031980572,0.974487544,0.991348162
Mbd2,783.8109208,-0.00326993,0.10279602,-0.03180989,0.974623659,0.991348162
Ddx27,700.4533532,0.003349403,0.105031192,0.031889607,0.974560087,0.991348162
Ddx56,600.6307582,0.003727052,0.115416284,0.032292253,0.974238988,0.991348162
Cdk5rap3,556.8930115,0.004027328,0.124433561,0.032365288,0.974180744,0.991348162
Fxyd1,260.3328818,-0.013046811,0.408296723,-0.031954238,0.974508545,0.991348162
Sept3,8099.734345,-0.002612756,0.08027469,-0.032547697,0.974035279,0.991277136
Chtf8,1277.652115,0.002831678,0.086744399,0.032643929,0.973958538,0.991265002
Dnajc1,642.9389421,-0.003728075,0.113480004,-0.032852265,0.973792399,0.991161874
Cep112,56.06698874,-0.010836284,0.329064031,-0.032930624,0.973729911,0.991161874
Zfp995,117.3312647,-0.007263585,0.219883226,-0.033033831,0.973647609,0.991146434
Paxip1,850.3172922,-0.003480654,0.104523871,-0.033300086,0.973435285,0.99099626
Plin3,180.0006136,-0.007973463,0.237540957,-0.033566686,0.973222688,0.990977587
Apln,128.4610353,-0.009062903,0.271085844,-0.033431856,0.973330206,0.990977587
Gen1,75.80783486,-0.009779028,0.292747188,-0.033404346,0.973352144,0.990977587
Dap,205.0211858,-0.005899164,0.174869809,-0.033734605,0.973088784,0.990973348
Zfp35,459.7613836,0.004084985,0.119871664,0.03407799,0.972814959,0.990808227
Gm9856,84.39621502,-0.009003896,0.263778329,-0.034134329,0.972770034,0.990808227
Loxl2,50.88070451,-0.013676262,0.397831564,-0.034377015,0.972576512,0.990715553
Bcl2l13,1521.770815,-0.002919646,0.083918732,-0.03479135,0.972246118,0.990576941
Nudt5,404.5925486,-0.005142519,0.147164348,-0.034944052,0.972124354,0.990518872
Thap3,240.16258,-0.006100057,0.174353367,-0.034986749,0.972090307,0.990518872
Spata5l1,95.27071274,-0.008519338,0.241883269,-0.035220864,0.971903626,0.990448881
Dazap2,2411.087991,0.0033289,0.092928226,0.035822271,0.971424075,0.990225126
Tfg,1482.555254,0.003225727,0.090079338,0.035809846,0.971433982,0.990225126
Anxa7,1291.740371,-0.003436903,0.096459843,-0.035630406,0.971577063,0.990225126
Tcn2,231.0126792,0.007158063,0.200354754,0.035726945,0.971500085,0.990225126
Gm37226,78.29747551,-0.010599057,0.296689431,-0.035724418,0.9715021,0.990225126
1700086O06Rik,56.59338622,-0.013039374,0.365326652,-0.03569237,0.971527654,0.990225126
Pcdhgb4,136.9994965,0.007235752,0.199632815,0.036245303,0.971086763,0.990121333
Borcs8,217.6858691,0.006056304,0.16569833,0.036550179,0.970843668,0.989939473
Zfp493,91.28471036,0.009618188,0.261951275,0.036717468,0.970710281,0.989869462
Pfn2,11713.45821,-0.002657181,0.07172158,-0.037048555,0.970446291,0.989796764
Fer,545.4507766,0.004399048,0.119143229,0.036922347,0.970546922,0.989796764
Riok1,499.2914397,0.004568926,0.123260161,0.037067335,0.970431317,0.989796764
Myl1,59.89906067,-0.011916223,0.323037484,-0.03688805,0.970574268,0.989796764
Hacd3,4151.127217,-0.002658385,0.07057729,-0.037666294,0.969953751,0.989559887
Ube2r2,2030.449698,0.002828358,0.07484949,0.037787277,0.969857289,0.989559887
Pex12,243.0562062,-0.006285683,0.164736672,-0.038155944,0.969563347,0.989559887
Ppp2r3d,169.4671584,0.007203044,0.190508385,0.037809592,0.969839497,0.989559887
Cib2,116.1580613,-0.009642615,0.255933982,-0.03767618,0.969945868,0.989559887
Spsb2,61.87621352,0.011403091,0.302247317,0.037727684,0.969904803,0.989559887
Faap24,125.2973977,0.008197544,0.213749055,0.038351252,0.969407627,0.989530827
Ghitm,9316.287434,-0.002670272,0.066538681,-0.040131129,0.967988584,0.989098876
Abcc5,2092.340915,-0.004061107,0.102923047,-0.0394577,0.968525477,0.989098876
Scaper,959.0085867,0.00419524,0.106283905,0.039472017,0.968514064,0.989098876
St7,668.5123149,-0.004552492,0.113802925,-0.040003298,0.968090497,0.989098876
Tank,569.1260172,-0.004242882,0.108300631,-0.039176892,0.968749357,0.989098876
Alms1,338.4318308,-0.005575959,0.142662441,-0.039084981,0.968822635,0.989098876
Cwf19l1,313.2652887,0.006242612,0.157152953,0.039723158,0.968313838,0.989098876
Lfng,283.8149523,0.007959923,0.202010952,0.039403421,0.968568753,0.989098876
Rsph3a,149.2238184,-0.008103404,0.207544089,-0.039044252,0.968855108,0.989098876
Lnx2,115.8379433,-0.008826873,0.226037201,-0.039050533,0.9688501,0.989098876
Arhgef9,8412.619504,-0.002467558,0.061123818,-0.040369823,0.967798289,0.989010306
Gm6566,67.90736913,0.01151402,0.284516262,0.040468759,0.967719414,0.988995789
Fndc3a,2246.416813,0.003237977,0.079274551,0.040845098,0.967419386,0.988755241
Arfgap1,1689.884483,-0.003471992,0.084391576,-0.04114145,0.96718313,0.988579843
2810049E08Rik,128.765481,0.0086197,0.208938255,0.041254772,0.967092789,0.988553574
Ptprs,11940.45002,0.002985944,0.071727701,0.041628878,0.966794552,0.988454063
Ncoa1,2985.899939,-0.003474528,0.083139253,-0.041791672,0.966664774,0.988454063
Taf1,2244.069961,-0.003115434,0.074091098,-0.042048691,0.966459883,0.988454063
St6galnac6,2134.304434,0.003207372,0.077008832,0.041649407,0.966778186,0.988454063
Atf6,1225.190512,-0.0041148,0.098137669,-0.041928854,0.966555415,0.988454063
Golga1,615.9465294,0.005216362,0.125124784,0.041689276,0.966746403,0.988454063
Zfp579,353.6194768,0.005843908,0.140414545,0.041618965,0.966802454,0.988454063
Ptges3-ps,226.3560774,-0.006971429,0.167828355,-0.041539041,0.96686617,0.988454063
Ninl,151.877252,-0.008958541,0.214539882,-0.041756998,0.966692416,0.988454063
Gm12338,66.79502697,0.012135296,0.290214442,0.041814928,0.966646235,0.988454063
Mc4r,164.5361127,0.008983988,0.210462275,0.042686928,0.9659511,0.988359454
Nme4,56.94123976,0.014523474,0.340702822,0.042627983,0.965998088,0.988359454
Ryk,641.5619314,-0.00520717,0.121586179,-0.04282699,0.965839448,0.988329387
Pip5k1a,1306.304237,0.004045211,0.094127821,0.042975725,0.965720884,0.988317459
Ccdc171,77.61245998,-0.013029568,0.303559021,-0.042922683,0.965763167,0.988317459
Hspa8,21687.48725,-0.003228753,0.074907487,-0.043103208,0.965619262,0.988302461
Cnbd2,91.16481932,0.011582903,0.268694176,0.04310813,0.965615339,0.988302461
Gm47071,55.83362278,0.013617948,0.315209313,0.043202874,0.965539814,0.988302461
Ddi2,1159.203974,-0.004600768,0.105699768,-0.043526752,0.96528164,0.988286537
Ccdc112,566.0169882,-0.005728345,0.130065401,-0.044042039,0.964870894,0.988286537
Zxdc,531.0646978,0.004967487,0.113251145,0.043862575,0.965013948,0.988286537
Fkbp14,307.4991899,0.006281215,0.144571889,0.043447003,0.96534521,0.988286537
2510002D24Rik,198.0641318,-0.008204024,0.188512105,-0.043519877,0.96528712,0.988286537
Igf2bp3,110.0187934,0.01046057,0.23981218,0.043619843,0.965207435,0.988286537
Hs3st5,97.03661093,-0.010561564,0.242072333,-0.043629786,0.965199509,0.988286537
5033417F24Rik,63.23993653,-0.0140834,0.3238896,-0.0434821,0.965317233,0.988286537
Usp51,82.84296653,0.012440654,0.281131021,0.044252155,0.964703409,0.98822488
Actg1,19507.33833,0.003457119,0.076948894,0.044927469,0.964165122,0.988131619
Scarb2,4227.181006,0.003650876,0.080603907,0.045294029,0.963872946,0.988131619
Igsf8,2593.505256,-0.004347424,0.095138289,-0.045695838,0.963552681,0.988131619
Sfxn5,1985.852039,-0.003980249,0.089091544,-0.044675946,0.964365606,0.988131619
Tpm3-rs7,1904.703722,-0.003725197,0.0817296,-0.045579539,0.963645378,0.988131619
Gdap1l1,1811.181017,-0.003650035,0.081944651,-0.044542687,0.964471826,0.988131619
Ubqln4,1747.242057,-0.003869177,0.085569567,-0.045216743,0.963934549,0.988131619
Ddx19b,1365.204978,0.004334253,0.097514135,0.044447432,0.964547754,0.988131619
Wdr18,1266.554294,0.004174783,0.091363817,0.045694049,0.963554107,0.988131619
Ubap1,790.3800883,0.004612894,0.101766035,0.045328422,0.963845533,0.988131619
Rpap3,748.0818175,0.004421688,0.098668292,0.044813663,0.964255834,0.988131619
H2afx,741.5819615,0.005980781,0.12922376,0.046282366,0.963085194,0.988131619
Bivm,702.3029564,0.004860559,0.107801621,0.045087998,0.964037168,0.988131619
Pigc,352.0712997,0.006351701,0.138990072,0.045698952,0.963550199,0.988131619
Rcor3,313.3702529,-0.006617925,0.14812,-0.044679484,0.964362787,0.988131619
Itpr2,304.6036836,0.006266354,0.140479197,0.044606987,0.964420573,0.988131619
Zfp748,255.4912902,-0.00763201,0.165299013,-0.046170934,0.963174009,0.988131619
Traf2,212.4163657,-0.00837297,0.18069594,-0.046337347,0.963041373,0.988131619
Zfp72,203.544933,0.007921302,0.172061313,0.046037668,0.963280227,0.988131619
Cd302,154.3343719,0.009752969,0.219271845,0.044478895,0.964522675,0.988131619
4930563E22Rik,95.11025025,-0.012656292,0.2719765,-0.046534506,0.962884232,0.988131619
Churc1,92.14532209,-0.011043567,0.240942212,-0.04583492,0.963441826,0.988131619
Akna,68.82659839,0.013356884,0.286806954,0.046570991,0.962855152,0.988131619
Lrrc32,67.39852254,0.013487945,0.299322247,0.045061618,0.964058195,0.988131619
Sf3b6,927.6753441,0.004893879,0.104456648,0.046850812,0.962632132,0.98809199
Otulin,341.9729779,0.007709575,0.164570076,0.046846762,0.96263536,0.98809199
Lrif1,562.068836,0.005834781,0.124092774,0.047019506,0.962497681,0.988083308
Noa1,460.9223383,0.005714697,0.121449262,0.047054193,0.962470035,0.988083308
Mgat5b,1890.216613,0.004217322,0.088747935,0.047520223,0.962098613,0.987938903
Wdr55,200.7874629,0.008264943,0.172057527,0.048035931,0.961687607,0.987649491
Ocln,154.4262298,0.011244106,0.232472251,0.048367521,0.961423343,0.987510725
Rundc1,995.507903,-0.004912621,0.100872471,-0.048701307,0.961157334,0.987467489
Mogs,648.9812356,0.005201456,0.106886394,0.048663406,0.961187539,0.987467489
Tbc1d2b,465.8957404,0.007478683,0.152994913,0.048881906,0.961013408,0.987421261
Kcnk10,732.5854982,-0.005466466,0.111596754,-0.048984099,0.960931968,0.987403923
Gria2,18599.97269,-0.003563701,0.072612504,-0.049078332,0.960856872,0.987396955
Rab1b,2595.913746,0.003831772,0.078082102,0.049073626,0.960860621,0.987396955
