"","G1","G2","G3","M1","M2","M3"
"ENSG00000225630.1",9.28128218343817,9.34723171839853,9.26073991201217,9.26045747726376,9.30101484261901,9.26370581248786
"ENSG00000237973.1",10.1314321011278,10.1704573096943,10.3903784574735,10.0474870095185,10.1269590567492,10.2935517028412
"ENSG00000229344.1",9.32255791910234,9.26808148942913,9.24235109485025,9.21136081651725,9.2548634924801,9.26370581248786
"ENSG00000240409.1",8.858166886527,8.93516103047113,8.80116640861529,8.89019423067534,8.79979395092924,8.85861439954231
"ENSG00000248527.1",11.630119703866,11.7202534802715,12.3838273941612,11.4231973960187,11.8250002245354,12.2028500967004
"ENSG00000198744.5",9.30914391386735,9.26808148942913,9.33632063301235,9.1792231180547,9.32074313933956,9.41863655705049
"ENSG00000229376.3",8.88666397660156,8.89250775879743,9.07297194913936,9.00626628610397,8.89905726831065,8.93911782128009
"ENSG00000291215.1",9.60858942073288,9.49600228871962,9.52449317359231,9.91313400735915,9.72796537186729,9.73035518025089
"ENSG00000229905.1",8.82101060187931,8.73125801974466,8.73125801974466,8.95591439296176,8.79979395092924,8.80480317338833
"ENSG00000237491.10",9.73997493615912,9.51838833185242,9.80924860114163,9.75025754162995,9.76424651525491,9.65448733508632
"ENSG00000290784.1",8.95092923581351,8.90787989781349,8.73125801974466,8.8734292524191,8.93671149141046,8.91130875469221
"ENSG00000177757.2",8.9848310722645,9.00082858607006,9.12553017866195,9.04064523744026,8.94780470687902,9.0831335483432
"ENSG00000225880.6",9.58222027296975,9.54009665628583,9.61021866922869,9.48526395901494,9.45234412623131,9.60360452826825
"ENSG00000228794.12",10.5259666536318,10.5091040848332,10.5858079632172,10.7396320618039,10.7244559872134,10.730633594538
"ENSG00000272438.1",9.06036916115115,9.03679584797171,9.19822255105355,9.04865074930792,9.07316917263503,9.07543595449061
"ENSG00000230699.2",9.36099563551615,9.23881828235863,9.30816604782047,9.25102429431082,9.39349701021735,9.20016113936626
"ENSG00000223764.2",9.28484546162621,9.27279833003354,9.37060006073685,9.27881528353758,9.28882505056426,9.1886787184345
"ENSG00000187634.13",9.1412414048948,9.09107778460576,9.17172799828839,9.09292387818782,9.02949598460282,9.14590860427928
"ENSG00000188976.11",11.8669895375866,11.9915113829833,11.7564048461195,12.2714258448641,12.3115139486116,12.1458257945416
"ENSG00000187961.15",10.3216689213883,10.2477799241544,10.2281224600816,10.2859220947337,10.3383506296801,10.3765529591965
"ENSG00000187583.11",8.858166886527,8.89250775879743,8.73125801974466,8.97730716381228,8.94780470687902,8.80480317338833
"ENSG00000272512.1",9.09492988960755,9.06890329951226,9.35180408405373,9.19557962787409,9.20887060467944,9.22766707561057
"ENSG00000188290.11",11.7669337598353,11.6559893793945,11.412554602452,11.4231973960187,11.5997294983503,11.5084439484765
"ENSG00000187608.10",10.2540478885709,10.2492157444101,10.2253733452072,10.0254354342632,10.0674711179181,10.072209150426
"ENSG00000231702.2",8.8411731764498,8.90787989781349,8.87103380228513,8.8734292524191,8.82817335349128,8.83525531765489
"ENSG00000224969.1",9.14606048620636,9.10511667556623,9.24701241196141,9.15640430133086,9.07990789782668,9.03396968670959
"ENSG00000188157.15",12.5832294037565,12.7761609998724,12.5359315547405,13.2199400303522,13.2825188484711,13.143122671073
"ENSG00000291156.1",9.24422410023134,9.30024107018993,9.22324589299115,9.04064523744026,9.04474156756417,9.18282429307226
"ENSG00000217801.13",8.97679876770095,9.06890329951226,8.99249978780952,8.85439436529068,9.02156863387012,8.97491641874276
"ENSG00000237330.3",8.858166886527,8.73125801974466,8.73125801974466,8.8734292524191,8.82817335349128,8.83525531765489
"ENSG00000131591.18",10.4376751845085,10.504495136927,10.3416887499999,10.5354130530723,10.572465710207,10.4763810500813
"ENSG00000285812.1",8.92154474099392,8.95918120148108,9.17715699552827,9.25576301927289,9.15228593558521,9.13282743139589
"ENSG00000186891.14",8.94159409234104,9.04513586071689,8.95213360587733,9.03242366425701,8.97808990723129,9.0060529966459
"ENSG00000186827.12",8.95092923581351,8.98088358313913,8.95213360587733,8.91927590813571,8.89905726831065,8.83525531765489
"ENSG00000078808.20",12.6113248063345,12.809987081885,12.566790956481,12.6771123789454,12.7625682430282,12.6310917927436
"ENSG00000176022.7",11.5839886238107,11.571765547898,11.5157815929252,11.6671287567236,11.8226777806795,11.7310572242571
"ENSG00000184163.3",9.37629596090635,9.42410681786395,9.21834783566565,9.21650313339081,9.13543710088198,9.25367343991781
"ENSG00000260179.1",8.89910213072669,9.0102611799631,9.0799845679576,8.98732830590075,9.00501662132797,8.83525531765489
"ENSG00000160087.21",11.9828090554343,12.1894439143317,12.0583176641244,12.1763297984858,12.25416751305,12.1102585251657
"ENSG00000230415.1",9.06638163112072,9.15656506227028,9.17715699552827,9.08593607489385,9.18913019290639,9.0512125233083
"ENSG00000162572.21",9.6382724914472,9.6560710524652,9.63595290212713,9.71049006404489,9.63595405925522,9.7427787570911
"ENSG00000131584.19",11.3841835831134,11.3480532731971,11.3276924025405,11.5815970070638,11.4531925449323,11.5134651369972
"ENSG00000169972.13",10.2584626096371,10.1978357085026,9.93130963685751,10.3006730211167,10.2881563808957,10.1532246533446
"ENSG00000127054.22",12.2615294265949,12.2854407924365,12.1272012960222,12.3206535567524,12.316986880977,12.2062541555668
"ENSG00000240731.1",9.38826327991084,9.37133022724632,9.34023059810061,9.52271424919433,9.52353277096734,9.55229203205277
"ENSG00000224051.7",10.4051241652266,10.4562135404255,10.5061870702629,10.6699632777974,10.7631493798267,10.5787782337794
"ENSG00000169962.5",9.08940587844254,9.11193785926509,9.04331971100572,9.13224971448899,9.05208875068569,8.98572350661767
"ENSG00000107404.21",11.8481934463867,11.9482108832465,11.723914171729,11.9282674273735,11.9439687801116,11.9615482727242
"ENSG00000162576.17",10.3111981277158,10.3322131585339,10.2908709920968,10.2220747175569,10.2843961252834,10.2511816778806
"ENSG00000175756.14",12.3440830115976,12.46759027003,12.1928906576133,12.3326261464148,12.4288266131971,12.0473988065998
"ENSG00000223663.2",8.82101060187931,8.73125801974466,8.73125801974466,8.97730716381228,8.73125801974466,8.73125801974466
"ENSG00000221978.13",13.488437254023,13.2670764293928,13.2457424890818,13.5644181539206,13.4323621850102,13.3930319321128
"ENSG00000224870.9",10.8625760522533,10.906729884456,10.9207407465889,11.0517283076669,11.0438670921168,10.7356262043796
"ENSG00000242485.6",11.9688041242362,11.9478182208768,11.9912802132257,11.9154432633637,12.0129753465681,11.8298811755177
"ENSG00000272455.1",9.97885390797189,9.98603004162524,9.90550002993029,9.92835622555653,9.98305581541511,9.94748606378313
"ENSG00000235098.9",9.49453042985229,9.35537440443293,9.34023059810061,9.16796729846093,9.22779962433402,9.1886787184345
"ENSG00000225905.1",9.01467043932408,8.90787989781349,8.95213360587733,8.94440725619653,8.88445145013071,8.91130875469221
"ENSG00000205116.4",9.41720783413137,9.26332090499233,9.39596631410884,9.3344563723643,9.23698851638167,9.21685862504658
"ENSG00000225285.1",9.02845588124266,9.09107778460576,9.18251864219043,8.94440725619653,9.02949598460282,8.87830060051195
"ENSG00000179403.12",10.5580248324882,10.4059085456904,10.4996747040054,10.1014631701589,10.1255114862326,10.2179456596222
"ENSG00000215915.10",9.01467043932408,8.89250775879743,8.88751683353104,8.94440725619653,8.88445145013071,9.07543595449061
"ENSG00000160072.20",10.4803504605715,10.5307615598904,10.4139882266587,10.8118483636949,10.8323937855035,10.8635663444506
"ENSG00000290916.1",8.87313502064816,8.85618751859927,8.73125801974466,8.73125801974466,8.82817335349128,8.73125801974466
"ENSG00000197785.14",10.9146470540877,11.0950426603312,10.8469049338843,11.2853234410518,11.2274470406445,11.2347558517789
"ENSG00000205090.10",9.89225999818583,9.9712486231395,9.86933330859887,9.81846472230918,9.91433510210065,10.0070884550712
"ENSG00000160075.12",12.6926230380152,12.752265972776,12.7890061326579,12.5899929019443,12.7336924505136,12.7531712083582
"ENSG00000215014.5",9.16478697912648,9.2235064855075,9.10020840219648,9.09292387818782,9.1178347092431,9.20579461872435
"ENSG00000228594.4",9.87968901555572,9.82061524829073,9.74714946361544,9.95444099704305,9.91077000230771,9.96320902439701
"ENSG00000286989.1",9.04162139707638,9.24876454204654,9.13758604088831,9.1131051465048,9.12379207337344,9.12612005577021
"ENSG00000272106.1",10.6486969091258,10.5816628778876,10.6663326690156,10.5077667851639,10.5066701698371,10.5018962695746
"ENSG00000197530.13",11.4342805084941,11.4414880530229,11.4420128528885,11.7794667312863,11.7600935300366,11.5877328103658
"ENSG00000189409.14",9.69261535895577,9.58744650021012,9.65842768884717,9.2462400786038,9.39691311560977,9.38756221609789
"ENSG00000248333.9",11.9265522421954,12.0914532367018,12.1115241349382,12.1438248142771,12.117324811405,12.1475986573588
"ENSG00000272004.1",8.94159409234104,8.9220116310936,8.85231922630942,8.85439436529068,8.88445145013071,8.85861439954231
"ENSG00000189339.12",12.6298782997541,12.7719860435672,12.5499973855072,12.8577825860451,12.8308800915209,12.8959650358529
"ENSG00000269737.2",9.46623861252334,9.55820516742363,9.55604439369736,9.67628895478214,9.51501965962208,9.5798874431362
"ENSG00000215914.4",8.88666397660156,9.03679584797171,8.87103380228513,8.96685586949389,9.03721516901905,9.07543595449061
"ENSG00000008128.23",9.30573882351756,9.36738116318248,9.2376450749506,9.39624726065299,9.41039378141208,9.32903094151353
"ENSG00000268575.1",9.91692062452697,9.78736973889025,9.79674776740401,9.8414891026352,9.84995305328763,9.83859734465096
"ENSG00000227775.3",10.3006313165685,10.3507482062565,10.2830508953096,10.3879093229755,10.2831399522369,10.4146531484844
"ENSG00000290854.1",9.7307095956584,9.63474868389276,9.77337079802499,9.80350735909378,9.72796537186729,9.72281458228311
"ENSG00000008130.15",12.3246467283223,12.2925397103665,12.2867798421642,12.3668162067443,12.407713965732,12.3095085270587
"ENSG00000078369.19",14.9960887385712,15.1858664644346,15.104544116659,15.1578934227579,15.2622596685435,15.1982789927189
"ENSG00000231050.3",8.95988071109133,8.85618751859927,9.0190484894337,8.93223731659909,8.94780470687902,8.97491641874276
"ENSG00000169885.10",8.95092923581351,8.90787989781349,8.73125801974466,8.95591439296176,8.82817335349128,8.87830060051195
"ENSG00000178821.13",9.32914597239199,9.34723171839853,9.34411416424525,9.34654514554931,9.3545993331574,9.27839436316714
"ENSG00000142609.20",8.88666397660156,8.95918120148108,8.95213360587733,8.73125801974466,9.02156863387012,8.96360222484652
"ENSG00000187730.9",8.88666397660156,8.73125801974466,8.87103380228513,8.95591439296176,8.96842861650709,8.91130875469221
"ENSG00000067606.17",10.2716045617506,10.1811853941962,10.1616495147904,9.89571940499119,10.028511620298,10.0947638156694
"ENSG00000271806.1",8.73125801974466,8.73125801974466,8.95213360587733,8.90534633298097,8.73125801974466,8.73125801974466
"ENSG00000182873.5",9.50205029738114,9.4762282679819,9.49149879136085,9.50735022361209,9.57262944569144,9.53650799125451
"ENSG00000162585.17",11.9104143613584,12.0566170657114,11.956528948011,11.8071457261848,12.0261127170135,11.7405500304218
"ENSG00000234396.3",8.858166886527,8.73125801974466,8.83011374364749,8.73125801974466,8.82817335349128,8.89563885696679
"ENSG00000157933.11",12.0870876161441,12.2557377140321,12.1118525184266,12.3614120684967,12.3800266182418,12.3695606552548
"ENSG00000287356.1",9.59331690287234,9.70459954451939,9.73823233497475,9.75481880285738,9.58830514594814,9.64345619319995
"ENSG00000116151.14",10.0056611090164,10.1004896181314,10.1732503504879,10.276435108548,10.1929094933853,10.1993919406757
"ENSG00000272161.1",8.95988071109133,8.98088358313913,8.73125801974466,8.83180859283178,8.89905726831065,8.91130875469221
"ENSG00000269896.2",9.13636344715536,9.1800270036532,9.26073991201217,9.41789619231684,9.41039378141208,9.21135966221928
"ENSG00000272420.1",9.01467043932408,8.93516103047113,9.07297194913936,8.99696797293713,9.07990789782668,9.03396968670959
"ENSG00000157916.20",12.4445591498558,12.394694363933,12.2253868171083,12.4596780558381,12.4620190789119,12.3361323956403
"ENSG00000157911.11",10.8111333589734,10.9889345820262,10.8319552502301,11.0288690513074,11.1208528057087,10.8499611146037
"ENSG00000149527.18",9.78838765548015,9.80525152777474,9.77337079802499,9.38138534490006,9.36186179689276,9.33341221686121
"ENSG00000157881.16",11.419264636578,11.5733060289767,11.3718961623674,11.6192437447676,11.54078267517,11.4606778514893
"ENSG00000197921.6",10.7272860620406,10.5663928240214,10.5888476400425,10.052510067204,10.0505080151719,10.0896013328592
"ENSG00000272449.3",10.4461449433131,10.497548766498,10.3915702088357,9.8538118827678,9.96123818758067,9.86484770882302
"ENSG00000238164.6",9.02845588124266,9.03679584797171,9.05848760763477,8.83180859283178,8.95835283438092,9.09066313345867
"ENSG00000157873.18",9.35788785994005,9.34723171839853,9.50065091016957,9.28775670967843,9.28882505056426,9.33776004056226
"ENSG00000225931.3",8.82101060187931,8.73125801974466,8.97316797582427,8.73125801974466,8.82817335349128,8.83525531765489
"ENSG00000228037.1",8.88666397660156,8.73125801974466,8.73125801974466,8.80236520558836,8.73125801974466,8.87830060051195
"ENSG00000289610.2",8.82101060187931,8.73125801974466,8.97316797582427,8.73125801974466,8.86829125276295,8.73125801974466
"ENSG00000157870.17",11.8138470598253,11.8594931826175,11.6719218116762,11.596876354103,11.7560368393421,11.6652362071574
"ENSG00000142606.16",8.88666397660156,8.89250775879743,8.88751683353104,8.90534633298097,8.89905726831065,8.85861439954231
"ENSG00000237058.1",8.9106764883537,8.90787989781349,8.73125801974466,8.73125801974466,8.86829125276295,8.91130875469221
"ENSG00000215912.13",9.10572845693934,9.20228637847844,9.20333722472041,9.17363212392027,9.20887060467944,9.18282429307226
"ENSG00000177133.14",9.30914391386735,9.35537440443293,9.28713491045728,9.14450832422604,9.26786270935113,9.20016113936626
"ENSG00000142611.17",10.160685502763,10.0988453898718,10.3329553521738,9.90543280736899,10.0567082581858,10.0616344939955
"ENSG00000279839.1",8.8411731764498,8.83327314694354,8.92885366831937,8.73125801974466,8.73125801974466,8.73125801974466
"ENSG00000272235.1",8.82101060187931,8.83327314694354,8.73125801974466,8.83180859283178,8.86829125276295,8.73125801974466
"ENSG00000287828.1",8.858166886527,8.73125801974466,8.73125801974466,8.90534633298097,8.73125801974466,8.80480317338833
"ENSG00000130762.15",9.73812975588116,9.78510943417327,9.74270228587898,9.85585003339342,9.7473602003578,9.91731445036681
"ENSG00000162591.17",10.9062198809785,10.8377417048316,10.738421106334,11.3413251174634,11.262157539561,11.2564227714999
"ENSG00000238260.3",9.37326694052651,9.30468095388953,9.25163022917516,9.20090103848886,9.2324159712981,8.98572350661767
"ENSG00000158109.15",11.1721909737794,11.2054810722684,11.1927791887554,11.1054636804529,11.0882116867394,11.070949787868
"ENSG00000116213.16",10.687061233272,10.7287497093627,10.5888476400425,10.6826541130033,10.7529452915714,10.7415916242228
"ENSG00000078900.15",9.12135408383084,9.09107778460576,9.25163022917516,9.3344563723643,9.2324159712981,9.21685862504658
"ENSG00000227372.12",11.6266837931629,11.6675473406945,11.788158449104,12.0239777567221,11.9828752459706,11.8911064138668
"ENSG00000162592.10",9.16018420662432,9.10511667556623,9.2376450749506,9.21136081651725,9.09300179784863,9.24858107662308
"ENSG00000235169.11",9.92751613232183,9.89786864580298,9.86349540692105,9.62217248337009,9.72796537186729,9.65722189209133
"ENSG00000130764.10",11.8481934463867,11.9002922724716,11.7555594241272,11.9607717111511,12.0421158980772,11.9788217351792
"ENSG00000266075.2",8.9106764883537,8.90787989781349,8.91610985387175,8.83180859283178,8.73125801974466,8.87830060051195
"ENSG00000272153.1",9.21652705900595,9.16255385739301,9.05099508242643,9.21136081651725,9.2324159712981,9.26864867018174
"ENSG00000116198.14",11.6651363468735,11.5151362201528,11.635537158232,11.5796131752153,11.6924558087595,11.7429131995222
"ENSG00000169598.17",10.0949926741061,10.1037704924151,10.0398388637358,10.0474870095185,10.0705260702544,9.99770976079635
"ENSG00000198912.12",11.3150451922646,11.4815480172135,11.4760336691911,11.5459552150704,11.5365086934873,11.4583615046966
"ENSG00000236423.8",8.9848310722645,8.95918120148108,9.10020840219648,9.08593607489385,9.02949598460282,9.12612005577021
"ENSG00000196581.11",8.9106764883537,8.87549917090085,8.87103380228513,9.09292387818782,8.987383618888,9.10525865509081
"ENSG00000131697.18",10.640721407249,10.6010228307995,10.6168645107491,10.7507275221205,10.7495257456266,10.7012832232533
"ENSG00000069424.16",10.2792011318577,10.3676994656098,10.4034220619118,10.4002069459334,10.257721096386,10.3092208160951
"ENSG00000116254.18",8.82101060187931,9.0102611799631,8.91610985387175,8.97730716381228,8.82817335349128,8.83525531765489
"ENSG00000116251.11",14.0421550948816,14.0180720093389,13.882409558148,13.5673701430194,13.6455689343888,13.6122592317779
"ENSG00000226944.1",9.02164607690263,8.98088358313913,9.01048291520309,8.80236520558836,8.93671149141046,8.83525531765489
"ENSG00000158286.13",9.57998153665333,9.48618582797554,9.51267170266022,9.33036939140641,9.31685348251703,9.33776004056226
"ENSG00000116237.16",12.7470236295308,12.7119917594734,12.7698894741296,12.8381170177654,12.8966291531116,12.8292056672905
"ENSG00000225077.3",9.10036952298177,9.06890329951226,8.95213360587733,9.1065013327561,9.19414697361328,9.0060529966459
"ENSG00000173673.9",9.66488623355491,9.7551930638262,9.72240362853509,9.25576301927289,9.31293639346561,9.39153219679777
"ENSG00000158292.7",11.3444349963594,11.2792696456866,11.2067016874622,11.2580038590562,11.3284756744577,11.4572018699449
"ENSG00000097021.21",11.7745187154856,11.932815407217,11.5958071967633,12.1691705820854,12.1317120878734,12.0378582329952
"ENSG00000271746.1",9.0075164049447,8.97028107825876,9.07297194913936,9.03242366425701,9.03721516901905,9.11929382723609
"ENSG00000069812.11",9.01467043932408,8.93516103047113,9.08685629322072,9.09292387818782,8.96842861650709,8.99608558223881
"ENSG00000187017.18",9.48692880564913,9.51206400788891,9.59168981039381,9.29217139354841,9.33979826245842,9.31115603521352
"ENSG00000215788.11",10.4310458471302,10.3454825370817,10.2817423273992,10.4196212209944,10.3141384500809,10.4627977218744
"ENSG00000171680.23",11.3718281361402,11.2786339251907,11.2873599221928,11.3820133450309,11.3361994332599,11.2711207334093
"ENSG00000162408.11",10.7487685241019,10.7797781246586,10.7230550642309,11.069160086136,11.1930468493509,10.9964371769626
"ENSG00000253022.1",8.858166886527,8.83327314694354,8.90241426422183,8.85439436529068,8.82817335349128,8.89563885696679
"ENSG00000229519.2",9.07228625055814,9.09107778460576,8.94081942140836,9.11959411247253,9.03721516901905,9.04271230063263
"ENSG00000173662.21",8.858166886527,8.83327314694354,8.80116640861529,8.73125801974466,8.89905726831065,8.87830060051195
"ENSG00000204859.13",10.7054345615874,10.635751423364,10.577665459489,10.6551592196747,10.7495257456266,10.6628199180179
"ENSG00000162413.17",10.8333327219904,10.9217620263194,10.7312131288695,11.2791624528902,11.1997539790145,11.0778699322894
"ENSG00000116273.6",11.3860045880376,11.4341292108833,11.3032845648749,11.6782694266474,11.6886240915524,11.747156870779
"ENSG00000041988.16",11.097765498883,11.0921253755617,10.8730641582509,10.6855647193297,10.7783046182931,10.7622537202887
"ENSG00000007923.17",11.5086649436778,11.6365104659106,11.5252931054416,11.9068284786223,11.8661605312387,11.8294372836534
"ENSG00000237436.1",9.09492988960755,9.2182913402682,9.15501083707894,9.09977649451235,9.10562881192967,9.0831335483432
"ENSG00000171735.21",12.9618059549368,13.0784957786102,12.9449822747441,12.7759555151961,13.0295447963954,12.8349075076404
"ENSG00000227950.1",8.79472779557179,8.89250775879743,8.92885366831937,8.80236520558836,8.91248492352036,8.87830060051195
"ENSG00000237402.1",8.8411731764498,8.73125801974466,8.88751683353104,8.80236520558836,8.73125801974466,8.80480317338833
"ENSG00000237728.2",8.79472779557179,8.73125801974466,8.91610985387175,8.80236520558836,8.82817335349128,8.83525531765489
"ENSG00000270171.1",9.19993677460957,9.19129587199663,9.41000731187333,9.12597389725899,9.07990789782668,9.3156788348445
"ENSG00000270035.1",9.1738446976213,9.02821811541433,9.08685629322072,9.07880492773655,9.10562881192967,9.0512125233083
"ENSG00000269978.1",8.97679876770095,9.11193785926509,9.04331971100572,9.15640430133086,9.03721516901905,9.13942181634498
"ENSG00000049245.13",12.7541118117716,12.7016280487324,12.687040693771,12.4428219375165,12.40489228655,12.4978839695313
"ENSG00000269925.1",9.07228625055814,9.11193785926509,9.05099508242643,9.18474301372557,9.1178347092431,9.11929382723609
"ENSG00000049246.15",10.7421402127338,10.7629939189925,10.8827398087114,10.6441908914214,10.7112924159182,10.8536031367061
"ENSG00000236266.1",9.07228625055814,8.89250775879743,8.85231922630942,8.95591439296176,8.88445145013071,8.85861439954231
"ENSG00000049249.10",9.1738446976213,9.25851538995506,9.13758604088831,9.67379167557055,9.455462669199,9.54286226572298
"ENSG00000116288.13",14.4219197061476,14.3943656898002,14.3636179436384,14.1605724777264,14.2649938865322,14.1025145300486
"ENSG00000200344.1",8.9106764883537,8.80340112062495,8.73125801974466,8.89019423067534,8.92497956524927,8.83525531765489
"ENSG00000284747.1",9.12135408383084,8.98088358313913,9.0190484894337,8.95591439296176,9.07990789782668,9.02496303278232
"ENSG00000284716.1",8.92154474099392,8.73125801974466,8.73125801974466,8.80236520558836,8.92497956524927,8.73125801974466
"ENSG00000116285.13",11.7244654878917,11.8515258081509,11.7736244412463,11.7197212574952,11.8342517661605,11.8173988320109
"ENSG00000238290.1",8.97679876770095,9.07645617246417,8.92885366831937,8.98732830590075,8.92497956524927,8.97491641874276
"ENSG00000162426.16",9.47666177620674,9.56709691275642,9.41000731187333,9.45578745952428,9.47689739263103,9.50387253634968
"ENSG00000142599.20",12.2705121128651,12.5684920579185,12.4764626245107,12.9872665568141,12.924572994387,12.9024522311832
"ENSG00000232912.6",8.93182171238278,8.97028107825876,9.0190484894337,8.8734292524191,9.05208875068569,9.01566725098174
"ENSG00000221083.1",8.73125801974466,8.83327314694354,9.01048291520309,8.83180859283178,8.88445145013071,8.73125801974466
"ENSG00000270282.1",8.79472779557179,8.90787989781349,9.04331971100572,8.85439436529068,8.91248492352036,8.85861439954231
"ENSG00000234619.1",8.97679876770095,8.99104962295748,9.13160465174692,8.91927590813571,8.94780470687902,8.89563885696679
"ENSG00000224315.2",9.01467043932408,9.0838442834529,9.20839515372377,9.07152142153525,9.02949598460282,8.99608558223881
"ENSG00000222511.2",8.9106764883537,8.87549917090085,8.73125801974466,8.99696797293713,8.96842861650709,9.02496303278232
"ENSG00000226545.1",9.07808852921532,9.16255385739301,9.13160465174692,9.09292387818782,8.96842861650709,9.06755881194524
"ENSG00000228423.2",9.04162139707638,9.03679584797171,9.0190484894337,9.08593607489385,9.08651639306843,9.15229277114425
"ENSG00000074800.16",15.8651625461093,15.9093093070415,15.7181717713367,16.0799035750907,16.1017351200905,15.91241097293
"ENSG00000230679.1",8.9106764883537,8.93516103047113,8.95213360587733,9.04865074930792,8.97808990723129,8.96360222484652
"ENSG00000142583.18",8.73125801974466,8.87549917090085,8.73125801974466,8.90534633298097,8.73125801974466,8.73125801974466
"ENSG00000180758.12",9.83764399151509,9.83572677680702,10.0414718172812,9.93587958972162,9.83653452237665,9.81614270339968
"ENSG00000228526.8",10.7899686404391,10.8136052485056,10.8075001469987,11.6842670089966,11.6549674626068,11.4704791404501
"ENSG00000289914.1",9.04799598702371,8.83327314694354,8.97316797582427,9.08593607489385,8.99634841772717,8.93911782128009
"ENSG00000234546.5",9.73997493615912,9.60727071615075,9.66333888098836,10.3817120990271,10.1996979959597,10.246706899973
"ENSG00000049239.13",12.0363380802016,12.3400737227981,12.246147277094,12.3659642839743,12.4280689274779,12.5034136431231
"ENSG00000171621.14",9.9659031572839,9.91180507004494,9.83576272843597,9.84972227128052,9.79506926293456,9.66266371284091
"ENSG00000284652.1",8.89910213072669,8.93516103047113,9.01048291520309,8.93223731659909,8.987383618888,9.02496303278232
"ENSG00000284693.2",9.32255791910234,9.46272200381041,9.27848466540947,9.33036939140641,9.30101484261901,9.34635817208191
"ENSG00000171612.7",10.8463355710936,10.9201002839046,10.7348222162036,10.885220993741,10.8364005519313,10.9235215525135
"ENSG00000231181.1",8.93182171238278,9.06890329951226,9.02736320966083,8.99696797293713,8.97808990723129,8.98572350661767
"ENSG00000188807.13",10.349476140534,10.4134042903728,10.2934658594355,10.8710421207718,10.8097234726898,10.6837563566123
"ENSG00000171608.18",10.0717322336556,10.1216377126765,10.2253733452072,10.0116274003815,10.0411379842564,10.0704540746266
"ENSG00000231789.4",9.81079630196318,9.79411685134645,9.73823233497475,9.77727872550916,9.67862157804206,9.68143177492804
"ENSG00000171603.18",13.1091359047481,13.3080964525193,13.1446885816653,13.3627919325972,13.4638601881498,13.494563402279
"ENSG00000178585.15",12.2656636573498,12.3257088281077,12.258637134344,12.1183557625054,12.198571144361,12.3224128303216
"ENSG00000285701.1",9.00016973429405,9.00082858607006,9.14347840017212,8.99696797293713,8.99634841772717,8.96360222484652
"ENSG00000162441.12",12.5452209790278,12.4478504324155,12.540797506351,12.1966335673075,12.1413261161634,12.3680443011792
"ENSG00000228150.1",9.04162139707638,9.0838442834529,9.26968875652279,9.09292387818782,9.08651639306843,9.17689043424643
"ENSG00000173614.14",10.7280328997733,10.7990862749733,10.8526724529839,10.5962104254466,10.5405154255316,10.7185707866079
"ENSG00000202415.1",8.858166886527,8.98088358313913,8.95213360587733,8.95591439296176,8.91248492352036,8.80480317338833
"ENSG00000283611.2",8.95988071109133,8.97028107825876,8.73125801974466,8.89019423067534,8.84994342637888,8.89563885696679
"ENSG00000162444.12",8.9106764883537,9.03679584797171,9.20333722472041,9.04865074930792,8.987383618888,8.85861439954231
"ENSG00000130939.20",12.7465036016557,12.8545042820427,12.7663672766496,12.6635711431997,12.6557266070551,12.7763855388503
