"","G1","G2","G3","M1","M2","M3"
"ENSG00000197852.12",10.6769963240384,10.7825542589947,10.6748634264658,11.6582454919042,11.6132960133508,11.3679381350729
"ENSG00000227811.3",9.02164607690263,8.99104962295748,8.73125801974466,9.27428669279554,9.22313824073274,9.03396968670959
"ENSG00000284830.1",9.01467043932408,8.85618751859927,8.92885366831937,9.06407555070618,9.00501662132797,9.0512125233083
"ENSG00000064703.13",11.3241191318632,11.5000683735221,11.5317635182615,11.7781759478107,11.6873445112479,11.6466406748995
"ENSG00000171385.11",9.98170935735969,10.0922429781638,10.0066258168462,10.5299336542126,10.4069827115723,10.3468029591461
"ENSG00000231437.3",9.33241141010802,9.25851538995506,9.13758604088831,9.25576301927289,9.28469911905716,9.18282429307226
"ENSG00000143079.15",12.4175341625395,12.3534104123046,12.4080232249447,12.4956600655949,12.5035907379211,12.5307451947137
"ENSG00000283296.1",8.858166886527,8.87549917090085,8.85231922630942,8.96685586949389,8.84994342637888,8.83525531765489
"ENSG00000134245.18",10.8041170270698,10.89152296101,10.8210498384297,10.7977263708008,10.6755057713288,10.8120277536849
"ENSG00000273483.1",8.96849195474255,8.85618751859927,9.01048291520309,8.96685586949389,8.96842861650709,8.96360222484652
"ENSG00000007341.19",11.0355661789353,11.1450930856561,11.0378800947043,10.9420355984434,11.0742612913004,11.0029440897598
"ENSG00000116489.13",13.8931350832152,13.8587219844649,13.8714898259111,13.7067418023027,13.712632325827,13.8422157995988
"ENSG00000235299.2",8.94159409234104,8.85618751859927,8.99249978780952,8.83180859283178,8.88445145013071,8.73125801974466
"ENSG00000155363.19",11.4830416354739,11.4732976204115,11.4646126731069,11.7859028730428,11.6979720087709,11.69829078251
"ENSG00000225075.1",8.858166886527,8.93516103047113,8.73125801974466,8.83180859283178,8.84994342637888,8.83525531765489
"ENSG00000155366.17",12.6660949341124,12.7222809611272,12.6366083872393,12.5083123875057,12.6053056628799,12.460840643556
"ENSG00000155367.16",9.54086900270847,9.54314573462986,9.64851577974763,9.55831252133192,9.60872155360105,9.50387253634968
"ENSG00000184599.14",8.9848310722645,8.83327314694354,8.73125801974466,9.0152567792831,9.07990789782668,9.02496303278232
"ENSG00000215866.9",8.95092923581351,8.95918120148108,9.08685629322072,8.94440725619653,8.89905726831065,8.97491641874276
"ENSG00000155380.13",13.8014322700282,13.722970121404,13.8145138036295,13.5409571810877,13.5214463915565,13.6198835472532
"ENSG00000229020.4",9.07228625055814,9.24381654541074,9.03544764999012,9.1065013327561,8.96842861650709,8.93911782128009
"ENSG00000226419.8",10.1762096191713,10.167372797274,10.2045365139899,10.2048050436734,10.2330329837861,10.2496920548148
"ENSG00000287807.1",8.9106764883537,8.94750737252873,8.94081942140836,8.99696797293713,8.91248492352036,9.0060529966459
"ENSG00000238198.2",9.43671266033382,9.27279833003354,9.5996848871725,9.35051921870559,9.33225283587526,9.44463839736029
"ENSG00000198799.12",11.4885423353883,11.5369078872083,11.5858141009136,11.4566899237788,11.4220259684227,11.5803233095357
"ENSG00000236887.1",8.88666397660156,8.73125801974466,8.73125801974466,8.83180859283178,8.89905726831065,8.83525531765489
"ENSG00000081026.19",11.6887327887383,11.6847066145941,11.7069435171842,11.7463945036019,11.7368112783128,11.7993720546839
"ENSG00000232499.2",9.08940587844254,9.09107778460576,8.90241426422183,9.09292387818782,9.02156863387012,9.0060529966459
"ENSG00000116793.16",12.4917427726035,12.4686789587194,12.5439515070712,12.2981904359103,12.2171508376176,12.314558286914
"ENSG00000232450.1",9.47147012335881,9.53087247014755,9.51860678486156,9.39624726065299,9.43331805984632,9.42241563533875
"ENSG00000081019.14",12.3406316554516,12.2311985752934,12.3506358966289,11.9520501372046,11.9769857450768,12.1329952997418
"ENSG00000226167.1",9.10572845693934,9.04513586071689,9.05099508242643,9.08593607489385,9.00501662132797,9.13282743139589
"ENSG00000188761.13",9.05424281617841,9.00082858607006,8.73125801974466,9.06407555070618,8.94780470687902,9.04271230063263
"ENSG00000134262.13",10.3825864664923,10.3120198257161,10.3317023437111,10.4099538023641,10.2806234527719,10.4389678014057
"ENSG00000118655.8",10.6589897975242,10.6725687356157,10.7491572277177,10.9057962306305,10.9342419803912,10.8725580152916
"ENSG00000235527.7",8.87313502064816,9.03679584797171,8.98302137928092,8.93223731659909,8.86829125276295,8.85861439954231
"ENSG00000163349.22",12.5587282325797,12.6198204991916,12.4453827067853,12.7429605413226,12.6673112495542,12.8490636344816
"ENSG00000116774.12",9.91692062452697,10.1037704924151,9.83173284604868,10.0558453973906,10.0520615292765,9.93552817469699
"ENSG00000134207.17",9.26309049666749,9.32635807928155,9.08685629322072,9.52876900153259,9.61123638661494,9.46260174137614
"ENSG00000197323.12",12.628561005688,12.6688968213458,12.6461162898576,12.9159841236571,12.7410169169769,12.9338424693067
"ENSG00000226984.1",8.89910213072669,8.85618751859927,8.73125801974466,8.80236520558836,8.73125801974466,8.92571404433929
"ENSG00000116752.6",12.1162545063435,12.0533409276933,12.1359440598084,12.0823974116554,12.098336465798,12.0263238869121
"ENSG00000175984.16",9.43671266033382,9.44544921253153,9.56442069705913,9.6274857836479,9.59088683747008,9.46260174137614
"ENSG00000213281.5",13.6215852644224,13.571435262037,13.6149436148062,13.5356912786092,13.4625102935747,13.6167116556097
"ENSG00000009307.17",16.3616433621825,16.2729601925688,16.3996973129694,15.9696787871512,16.0236763567934,16.1041562842427
"ENSG00000201900.1",8.87313502064816,8.85618751859927,8.83011374364749,8.94440725619653,8.91248492352036,8.89563885696679
"ENSG00000052723.12",12.7193751861692,12.7682402113895,12.8834280514519,12.6573312917381,12.5611185489706,12.7323983245504
"ENSG00000134198.10",9.87968901555572,9.70459954451939,9.76688791242736,10.1724284015632,10.1327299989453,10.0651712154193
"ENSG00000134259.6",9.11101010917484,9.06890329951226,9.07297194913936,9.53177750381999,9.66699073572812,9.41483502021885
"ENSG00000173218.15",10.610761502235,10.6232345008919,10.7028897321655,10.813602784774,10.7435194138266,10.8912408291029
"ENSG00000118729.13",8.93182171238278,8.93516103047113,8.99249978780952,8.8734292524191,8.89905726831065,8.83525531765489
"ENSG00000177551.5",9.36716278172305,9.17428156062489,9.35939420800526,9.33036939140641,9.29291919148542,9.20579461872435
"ENSG00000228127.3",8.858166886527,8.80340112062495,8.73125801974466,8.83180859283178,8.82817335349128,8.80480317338833
"ENSG00000163393.13",9.66084795164884,9.49924402985655,9.61802710716187,10.0046530419502,9.96293341983323,9.8734379212312
"ENSG00000173212.5",8.73125801974466,8.80340112062495,8.87103380228513,8.90534633298097,8.86829125276295,8.83525531765489
"ENSG00000163399.16",12.6489367394119,12.8586530430838,12.7223416857384,13.0572786416761,13.0145318521669,12.9080785533515
"ENSG00000203865.13",10.1738355437768,10.1933195216019,10.2471801033014,10.0458072643129,10.0395680734287,10.1368422265204
"ENSG00000233154.6",9.04162139707638,8.85618751859927,8.87103380228513,8.83180859283178,8.89905726831065,8.83525531765489
"ENSG00000224950.2",9.01467043932408,9.06890329951226,9.0190484894337,9.09292387818782,9.05208875068569,8.93911782128009
"ENSG00000286276.1",8.8411731764498,8.83327314694354,8.73125801974466,8.89019423067534,8.84994342637888,8.91130875469221
"ENSG00000116815.16",10.5648476444598,10.533019104556,10.6208158939641,10.710513172121,10.5764018438353,10.5304149944358
"ENSG00000177173.5",9.07228625055814,9.19129587199663,8.73125801974466,9.14450832422604,9.24600686461699,9.17689043424643
"ENSG00000143061.18",12.4641273615316,12.6416797024244,12.4396583193792,12.7409957771403,12.7772854044925,12.7103648626511
"ENSG00000272715.1",8.95092923581351,8.97028107825876,8.88751683353104,8.83180859283178,8.97808990723129,8.83525531765489
"ENSG00000134247.10",11.893141731879,12.0971179119866,12.0979944263359,12.5481123710149,12.5329964518184,12.4842450237657
"ENSG00000134256.13",9.04799598702371,9.03679584797171,9.05848760763477,9.28330497479039,9.2763489858312,9.14590860427928
"ENSG00000236137.1",8.9848310722645,8.95918120148108,8.73125801974466,9.02396782096231,8.987383618888,8.99608558223881
"ENSG00000116830.12",11.3155242749192,11.4549711471935,11.4022296331705,11.9914343958092,11.8480157858475,11.9142841791825
"ENSG00000134253.10",12.0754726571673,12.0316739500304,12.1475178092177,12.3803781201972,12.297184995044,12.1915584243928
"ENSG00000228453.1",8.8411731764498,8.73125801974466,8.73125801974466,8.93223731659909,8.73125801974466,8.85861439954231
"ENSG00000134258.18",10.1102215799143,10.1119288890933,9.95468349626894,10.1843118494943,10.1847079261418,10.0809409890777
"ENSG00000271427.1",9.0075164049447,9.19682467557527,9.00164264419972,9.16796729846093,9.18405595748846,9.26864867018174
"ENSG00000198162.12",13.4695968978087,13.4178498268963,13.4178530853892,13.4282785954703,13.36721818943,13.5081871476895
"ENSG00000279513.1",9.20414088977709,9.04513586071689,9.14928549645203,9.1622257280982,9.05926876381731,9.07543595449061
"ENSG00000183508.5",9.25937347433527,9.15048822520406,9.26073991201217,9.1792231180547,9.17372718675355,9.17087392282657
"ENSG00000228217.1",8.87313502064816,8.97028107825876,8.88751683353104,8.91927590813571,8.91248492352036,8.93911782128009
"ENSG00000196505.11",11.0641462504311,11.098680342859,11.1664432711517,11.0984225841488,11.0581373671454,11.0632184083261
"ENSG00000065183.16",11.7693516133108,11.7358678667744,11.7807026470796,11.8854568292511,11.8191868931846,11.8400521468091
"ENSG00000155761.14",9.21243505622245,9.27279833003354,8.97316797582427,9.31792786181787,9.35093419864532,9.35483076757372
"ENSG00000092607.15",8.73125801974466,8.90787989781349,8.95213360587733,9.03242366425701,9.03721516901905,8.87830060051195
"ENSG00000116874.12",10.6862898528091,10.635751423364,10.5745981382603,10.4540226188952,10.3910559094957,10.5292399314896
"ENSG00000224238.2",8.88666397660156,8.95918120148108,8.83011374364749,8.73125801974466,8.73125801974466,8.87830060051195
"ENSG00000231365.7",10.1388196703018,10.0585988427223,10.1601907302275,10.19898842305,10.1805841762356,10.1884240103274
"ENSG00000227056.2",8.73125801974466,8.9220116310936,8.73125801974466,8.73125801974466,8.86829125276295,8.83525531765489
"ENSG00000227712.3",8.96849195474255,8.94750737252873,9.12553017866195,9.00626628610397,8.79979395092924,8.83525531765489
"ENSG00000116882.15",8.858166886527,8.89250775879743,8.73125801974466,8.83180859283178,8.73125801974466,8.73125801974466
"ENSG00000203859.10",8.73125801974466,8.80340112062495,8.99249978780952,8.8734292524191,8.73125801974466,8.93911782128009
"ENSG00000203855.7",8.858166886527,8.87549917090085,8.97316797582427,8.73125801974466,8.73125801974466,8.93911782128009
"ENSG00000260941.1",9.15553002456616,8.98088358313913,8.99249978780952,8.99696797293713,8.95835283438092,9.0512125233083
"ENSG00000198857.3",9.07808852921532,9.03679584797171,9.10670270822107,8.94440725619653,8.987383618888,8.99608558223881
"ENSG00000143067.5",10.5503036649795,10.7073601083548,10.6471655892562,10.6630764062482,10.579345734203,10.6055864501082
"ENSG00000092621.13",12.8142263567958,12.9990336329764,12.8575797652947,12.9680050310091,13.0639761352501,12.8754746702224
"ENSG00000134250.21",12.2015883542819,12.5017569576291,12.241959473865,13.0546480802817,12.9797377777945,12.8938661153213
"ENSG00000265808.4",13.0934325223542,13.0342835330285,13.0389022570773,12.8181778136797,12.885664269476,12.8445053897412
"ENSG00000274642.1",8.8411731764498,8.83327314694354,8.90241426422183,8.80236520558836,8.73125801974466,8.87830060051195
"ENSG00000290569.1",8.858166886527,8.83327314694354,8.73125801974466,8.83180859283178,8.82817335349128,8.85861439954231
"ENSG00000270231.5",11.0443805403381,11.080392158915,11.0924425352333,10.9987794527101,11.0755961963256,11.0608902261716
"ENSG00000270392.2",9.52896099599436,9.43841223822711,9.78831714365364,9.54072920906659,9.55931406256222,9.62092962402711
"ENSG00000275131.4",9.49200576041673,9.5215296834513,9.56995342424647,9.66625426114751,9.65042611534725,9.5918371605444
"ENSG00000290999.1",8.99261418109127,9.0838442834529,8.98302137928092,9.14450832422604,9.12379207337344,9.15229277114425
"ENSG00000286106.3",9.11101010917484,9.00082858607006,8.90241426422183,9.23160135752,9.04474156756417,9.07543595449061
"ENSG00000273136.8",10.0466091002979,10.2097897791294,10.2349659057767,10.4111665429957,10.3116891053685,10.364473760385
"ENSG00000287979.1",8.93182171238278,8.73125801974466,9.02736320966083,8.83180859283178,8.89905726831065,8.97491641874276
"ENSG00000281741.2",9.30914391386735,9.27279833003354,9.05848760763477,9.28330497479039,9.22779962433402,9.09066313345867
"ENSG00000226067.7",9.43396193271455,9.46950867352688,9.58900628718907,9.53177750381999,9.5831155824162,9.50720389776076
"ENSG00000233029.3",8.92154474099392,9.06890329951226,8.73125801974466,8.97730716381228,8.89905726831065,8.89563885696679
"ENSG00000188610.12",10.5329695899351,10.7935991853467,10.6413578884338,10.8249487706859,10.9282903115715,10.7002589271275
"ENSG00000171943.12",11.7878646685456,12.0175410077793,12.0535355486022,12.3505418710918,12.1441051140794,12.2755932562141
"ENSG00000230806.1",9.10572845693934,9.11863622685901,9.11308413355567,9.19557962787409,9.15228593558521,9.11234235588735
"ENSG00000227082.3",9.29886413857958,9.32635807928155,9.24701241196141,9.46904604287443,9.39006195774195,9.49038712005412
"ENSG00000272583.2",8.96849195474255,8.98088358313913,8.83011374364749,8.97730716381228,8.93671149141046,8.97491641874276
"ENSG00000291141.1",9.17830264090804,9.2235064855075,9.13758604088831,9.39990760512743,9.26356648325358,9.2222937295741
"ENSG00000224857.1",8.73125801974466,8.89250775879743,8.95213360587733,8.8734292524191,8.82817335349128,8.87830060051195
"ENSG00000277702.1",9.23647175675713,9.19129587199663,9.29140752599781,9.25102429431082,9.43972138913453,9.23823633338432
"ENSG00000232721.3",8.82101060187931,8.83327314694354,8.73125801974466,8.73125801974466,8.94780470687902,8.73125801974466
"ENSG00000263590.2",8.93182171238278,8.83327314694354,8.92885366831937,8.83180859283178,8.73125801974466,8.91130875469221
"ENSG00000252105.1",8.73125801974466,8.73125801974466,9.01048291520309,8.91927590813571,8.89905726831065,8.80480317338833
"ENSG00000273213.4",8.9106764883537,8.90787989781349,8.83011374364749,9.0152567792831,8.84994342637888,8.95170285261962
"ENSG00000263513.6",9.68478653514272,9.69209984152435,9.56995342424647,9.77505808453615,9.71920398891913,9.78610419926089
"ENSG00000289318.2",9.99867487801421,10.0256036870235,10.0720221630225,10.1172919728641,10.2395824763719,9.93150979204019
"ENSG00000270872.2",9.81419538382312,9.85689775455033,9.93675288125397,9.85991314760067,9.95613515044218,9.9091092186079
"ENSG00000271567.2",8.82101060187931,8.73125801974466,8.87103380228513,8.80236520558836,8.73125801974466,8.85861439954231
"ENSG00000237343.1",8.88666397660156,8.89250775879743,9.00164264419972,8.73125801974466,8.82817335349128,8.73125801974466
"ENSG00000233586.1",8.95988071109133,9.01938142866811,8.80116640861529,8.85439436529068,8.88445145013071,8.85861439954231
"ENSG00000266338.7",11.9066638230263,11.8405493474983,11.8885823485305,11.8568536575781,11.8829611228311,11.8722853293716
"ENSG00000227212.3",9.11101010917484,9.07645617246417,9.10670270822107,8.93223731659909,8.99634841772717,9.10525865509081
"ENSG00000275291.1",8.89910213072669,8.85618751859927,8.73125801974466,8.73125801974466,8.82817335349128,8.87830060051195
"ENSG00000290121.1",9.00016973429405,9.15048822520406,8.97316797582427,8.90534633298097,8.89905726831065,8.87830060051195
"ENSG00000278099.1",8.73125801974466,8.73125801974466,8.83011374364749,8.73125801974466,8.88445145013071,8.91130875469221
"ENSG00000224363.2",8.89910213072669,8.80340112062495,8.91610985387175,8.91927590813571,8.88445145013071,8.85861439954231
"ENSG00000288905.2",8.858166886527,8.83327314694354,8.88751683353104,8.8734292524191,8.86829125276295,8.96360222484652
"ENSG00000196369.12",10.9678322439143,11.2048098037669,11.1040441281958,11.507805038639,11.3811157710869,11.3226288788847
"ENSG00000271644.1",8.73125801974466,8.80340112062495,8.73125801974466,8.73125801974466,8.92497956524927,8.80480317338833
"ENSG00000215784.6",9.76361507005019,9.8484867287185,9.84774877633897,9.83734513403574,10.0473940292048,9.84522915629312
"ENSG00000283752.1",8.82101060187931,8.85618751859927,8.91610985387175,8.94440725619653,8.82817335349128,8.89563885696679
"ENSG00000290867.1",9.20830665127786,9.26332090499233,9.12553017866195,9.4524315188171,9.30101484261901,9.3506098371721
"ENSG00000281571.2",9.40290259818529,9.48618582797554,9.40302611239911,9.54957305266872,9.62121609112605,9.42990787792045
"ENSG00000223612.3",8.8411731764498,8.89250775879743,9.01048291520309,8.89019423067534,8.92497956524927,8.87830060051195
"ENSG00000289549.1",8.82101060187931,8.73125801974466,8.87103380228513,8.80236520558836,8.73125801974466,8.85861439954231
"ENSG00000236140.1",9.04799598702371,9.12521804563148,9.04331971100572,8.93223731659909,8.93671149141046,9.06755881194524
"ENSG00000162825.18",9.79013120844618,9.83786559774176,9.93130963685751,10.0356714084329,9.90898253856926,9.91116702278763
"ENSG00000234367.1",8.95092923581351,9.00082858607006,9.06580957437885,8.97730716381228,8.99634841772717,8.96360222484652
"ENSG00000291005.1",9.33565820202601,9.39449931569034,9.50065091016957,9.38513465683834,9.3545993331574,9.25871453241788
"ENSG00000117262.19",10.397333640709,10.4928956620299,10.3404451331505,10.3779780437275,10.4371078790809,10.3937844784935
"ENSG00000174827.14",9.40578968204463,9.33479920161577,9.43050281627549,9.31792786181787,9.16846838857434,9.3201650363405
"ENSG00000117281.16",9.20414088977709,9.2235064855075,9.16622912666845,9.08593607489385,9.18913019290639,9.06755881194524
"ENSG00000265491.5",11.723039320935,11.6082734154685,11.716976766711,11.7638982703664,11.7293777523158,11.6677301949799
"ENSG00000186141.10",11.2981704004996,11.3552860269147,11.2549405109272,11.3454487994791,11.2766019204167,11.3309215817633
"ENSG00000186364.12",9.78838765548015,9.7551930638262,9.61021866922869,9.63538989706052,9.76841815844029,9.7378306126961
"ENSG00000131788.16",11.1964607758924,11.22348055534,11.0710239701698,11.3956900695238,11.3906653676705,11.3784207917983
"ENSG00000198483.13",9.00016973429405,9.0532566288331,8.97316797582427,9.0152567792831,9.06629235713579,8.95170285261962
"ENSG00000143127.13",9.09492988960755,9.42410681786395,9.26073991201217,8.99696797293713,9.09937062012838,9.04271230063263
"ENSG00000131779.11",11.0589426259213,11.018583213423,10.908196095059,10.9491649181627,10.9423817176128,10.8435628679597
"ENSG00000211451.13",9.53135821336539,9.52777159225509,9.56442069705913,9.49796975988856,9.54301580974863,9.45188188886268
"ENSG00000265241.8",12.6803286558227,12.6825478686044,12.7971505237093,12.6085657922462,12.5753165014993,12.6819111093172
"ENSG00000234222.6",9.25562892936705,9.19682467557527,9.30816604782047,9.26971821941362,9.2548634924801,9.3156788348445
"ENSG00000271601.4",12.2134783996586,12.3701261736132,12.262776144441,12.2267114540518,12.3018853598997,12.3933072526325
"ENSG00000272031.3",10.0181172785216,10.0568880646083,9.9276639972211,9.82058170775316,9.99625119905629,9.91116702278763
"ENSG00000121851.13",11.2249181964115,11.172190201511,11.2211053799708,10.9460011036407,11.0527190906069,10.9482782360221
"ENSG00000265972.6",13.9630038639669,13.6924521360515,13.7596657989816,12.3421899957876,12.6243674501236,12.8379683577463
"ENSG00000168509.20",8.73125801974466,8.83327314694354,8.95213360587733,8.73125801974466,8.73125801974466,8.83525531765489
"ENSG00000287190.1",8.87313502064816,8.83327314694354,8.97316797582427,8.83180859283178,8.93671149141046,8.98572350661767
"ENSG00000233396.9",9.75821575011131,9.7528494393809,9.80717700489278,9.73410328912973,9.76215331208209,9.65722189209133
"ENSG00000271425.9",10.0331393565197,9.91575043135862,9.88663504500396,10.1931411370743,10.1269590567492,10.1580916754754
"ENSG00000264343.7",9.37930989729206,9.63474868389276,9.43385626152158,9.7706001612599,9.71478954924991,9.63508286255659
"ENSG00000276509.1",8.88666397660156,8.83327314694354,9.01048291520309,8.73125801974466,8.88445145013071,8.73125801974466
"ENSG00000290578.1",9.40290259818529,9.45586636399741,9.38160061530915,9.27881528353758,9.2592337138204,9.26370581248786
"ENSG00000273768.1",8.97679876770095,9.0532566288331,8.87103380228513,8.93223731659909,8.95835283438092,8.89563885696679
"ENSG00000287978.1",10.0317827093934,9.89384962869426,10.1674652813729,9.63538989706052,9.67630844183916,9.69196913897881
"ENSG00000291242.1",8.8411731764498,8.85618751859927,8.73125801974466,8.83180859283178,8.89905726831065,8.83525531765489
"ENSG00000268043.9",10.9094675274893,10.8778553385512,10.8006715348673,11.1166530060863,10.8625390593289,11.0444780164865
"ENSG00000244371.2",9.20414088977709,9.10511667556623,9.07297194913936,8.93223731659909,9.09300179784863,9.07543595449061
"ENSG00000225603.3",8.8411731764498,8.73125801974466,8.83011374364749,8.73125801974466,8.86829125276295,8.87830060051195
"ENSG00000230832.3",9.07228625055814,9.0838442834529,8.92885366831937,8.97730716381228,8.96842861650709,9.02496303278232
"ENSG00000286172.1",8.73125801974466,8.73125801974466,8.97316797582427,8.73125801974466,8.82817335349128,8.73125801974466
"ENSG00000283342.1",8.92154474099392,8.73125801974466,8.73125801974466,8.73125801974466,8.73125801974466,8.85861439954231
"ENSG00000131791.8",11.8826754655617,11.847314236311,11.8420534265088,11.9600154511629,11.8296336162298,11.8070617599516
"ENSG00000180867.11",9.60208073408104,9.73387118964776,9.79674776740401,9.46904604287443,9.54026414387503,9.48009898650015
"ENSG00000131781.13",9.41152446458615,9.50568304759732,9.60759851072853,9.42495157493742,9.3435340891079,9.53969201173845
"ENSG00000226015.2",8.95092923581351,9.03679584797171,8.99249978780952,9.03242366425701,8.86829125276295,8.98572350661767
"ENSG00000131778.20",9.22859360926231,9.33479920161577,9.29564620097488,9.31371834161462,9.1991081494799,9.37954432828485
"ENSG00000278811.4",9.47666177620674,9.40576550342185,9.41346919502832,9.45578745952428,9.43972138913453,9.59774316660594
"ENSG00000116128.12",12.1149048644488,12.1354609910193,12.0318135907788,12.5167705761963,12.4874464253952,12.4562844738661
"ENSG00000289419.1",9.5911103483141,9.66911939463624,9.64851577974763,9.6984342161285,9.60872155360105,9.56774748655826
"ENSG00000162836.12",11.413033653208,11.442052491834,11.3091356820365,11.4674961647549,11.4307829093394,11.4051860816325
"ENSG00000265107.3",9.57548423897182,9.34311726718881,9.42713195835804,9.33851427454008,9.39691311560977,9.37141926880967
"ENSG00000188092.15",10.4080324478799,10.2845325572433,10.1572673056132,10.1452099426052,10.255147627064,10.2422143022034
"ENSG00000290705.1",9.30914391386735,9.29576446092701,9.34411416424525,9.3008930531166,9.26356648325358,9.31115603521352
"ENSG00000215859.10",8.73125801974466,8.80340112062495,8.92885366831937,8.80236520558836,8.89905726831065,8.89563885696679
"ENSG00000274372.5",9.41152446458615,9.27747256187502,9.61283010292329,9.21650313339081,9.1991081494799,9.25367343991781
"ENSG00000206791.1",8.97679876770095,8.95918120148108,9.07297194913936,8.94440725619653,8.79979395092924,8.96360222484652
"ENSG00000206585.1",8.73125801974466,8.73125801974466,8.92885366831937,8.73125801974466,8.73125801974466,8.83525531765489
"ENSG00000229828.2",8.858166886527,8.73125801974466,8.73125801974466,8.83180859283178,8.89905726831065,8.73125801974466
"ENSG00000263956.8",11.0577835006316,10.9952318234851,10.8294467677396,11.0892134172996,11.0506815403276,11.0632184083261
"ENSG00000225080.1",9.15553002456616,9.18569751643135,9.11935824865424,9.13842637397542,9.22779962433402,9.13942181634498
"ENSG00000198658.4",9.29539375631456,9.2182913402682,9.1606576942799,9.13842637397542,9.27212326428322,9.21685862504658
"ENSG00000227733.12",8.93182171238278,8.87549917090085,8.73125801974466,8.73125801974466,8.73125801974466,8.73125801974466
"ENSG00000234283.1",8.9106764883537,9.01938142866811,8.73125801974466,8.8734292524191,8.86829125276295,8.96360222484652
"ENSG00000228626.1",8.8411731764498,8.85618751859927,8.80116640861529,8.85439436529068,8.79979395092924,8.83525531765489
"ENSG00000274020.4",9.56182983175069,9.59600477513513,9.69692436697633,9.66372639001594,9.68322863949555,9.62092962402711
"ENSG00000224481.4",8.9106764883537,8.9220116310936,8.85231922630942,8.8734292524191,8.86829125276295,8.87830060051195
"ENSG00000235988.1",8.82101060187931,8.73125801974466,8.95213360587733,8.73125801974466,8.73125801974466,8.73125801974466
"ENSG00000272824.1",8.82101060187931,8.83327314694354,8.87103380228513,8.90534633298097,9.00501662132797,8.87830060051195
"ENSG00000207340.1",8.858166886527,8.83327314694354,8.97316797582427,8.91927590813571,8.73125801974466,8.85861439954231
"ENSG00000291232.1",9.45029615168434,9.43486525732339,9.57544592491788,9.57549136451126,9.33603799801023,9.50052538852136
"ENSG00000201183.1",8.87313502064816,8.98088358313913,8.83011374364749,8.89019423067534,8.79979395092924,8.89563885696679
"ENSG00000231551.9",8.82101060187931,8.90787989781349,8.73125801974466,8.83180859283178,8.73125801974466,8.80480317338833
"ENSG00000225871.2",8.97679876770095,8.93516103047113,9.04331971100572,9.00626628610397,8.96842861650709,9.05948919053954
"ENSG00000280649.2",10.0412421483652,9.89586123211409,9.74047017627571,9.95627818646795,9.93021886314346,9.71009794275334
"ENSG00000274210.1",8.858166886527,8.73125801974466,8.73125801974466,8.83180859283178,8.92497956524927,8.87830060051195
"ENSG00000270629.7",9.9513141588617,10.0024050693742,10.1703616285785,10.19898842305,10.2050990427003,10.3330253414623
"ENSG00000286019.2",9.67290382411342,9.70459954451939,9.72468270814541,9.79048831696952,9.96800194832229,9.81841291229538
"ENSG00000177144.8",8.73125801974466,8.73125801974466,8.73125801974466,8.80236520558836,8.84994342637888,8.96360222484652
"ENSG00000178104.22",11.6008350346657,11.6675473406945,11.6950726493078,11.9212869075861,11.9024945353754,11.9321429155226
"ENSG00000254539.1",8.73125801974466,8.73125801974466,9.05099508242643,8.80236520558836,8.73125801974466,8.73125801974466
"ENSG00000269713.9",11.716245083784,11.736780952629,11.7719537707026,11.9653007746675,11.8732786132701,11.8970425183158
"ENSG00000274019.1",8.82101060187931,8.83327314694354,8.92885366831937,8.73125801974466,8.82817335349128,8.73125801974466
"ENSG00000274265.5",9.50701930440978,9.39449931569034,9.38882537590514,9.46904604287443,9.51215931964177,9.28796152424386
"ENSG00000289614.2",9.20830665127786,9.19129587199663,9.18251864219043,9.21136081651725,9.23698851638167,9.16477131489986
"ENSG00000291233.1",8.858166886527,8.9220116310936,8.88751683353104,8.90534633298097,8.82817335349128,8.93911782128009
"ENSG00000272755.1",8.88666397660156,9.03679584797171,8.87103380228513,8.8734292524191,8.987383618888,8.96360222484652
"ENSG00000274423.1",8.89910213072669,8.9220116310936,8.88751683353104,8.85439436529068,8.84994342637888,8.92571404433929
"ENSG00000286219.2",9.91692062452697,9.94484459638638,9.87706174743399,10.2163478183902,10.100599608462,10.1693644767177
"ENSG00000271383.9",9.10036952298177,9.12521804563148,9.10020840219648,9.21650313339081,9.07316917263503,9.23298064967514
"ENSG00000291158.1",10.3320457314902,10.1376271034715,10.1587299959467,9.8799711650952,10.0720502281053,10.0545250471286
"ENSG00000275557.1",9.73257059611377,9.7575304687916,9.67789904284463,9.78170354542792,9.80511360010002,9.64345619319995
"ENSG00000206828.1",8.95092923581351,8.73125801974466,8.90241426422183,8.93223731659909,8.91248492352036,8.85861439954231
"ENSG00000150337.14",8.92154474099392,8.89250775879743,8.91610985387175,8.89019423067534,8.82817335349128,8.85861439954231
"ENSG00000203814.7",9.04162139707638,9.0838442834529,9.21339812565931,8.98732830590075,8.97808990723129,9.0060529966459
"ENSG00000233030.2",9.02845588124266,9.11863622685901,9.1606576942799,9.07152142153525,9.04474156756417,9.02496303278232
"ENSG00000183598.4",9.01467043932408,8.87549917090085,8.73125801974466,8.90534633298097,8.987383618888,8.83525531765489
"ENSG00000270882.3",8.858166886527,8.73125801974466,8.73125801974466,8.97730716381228,8.89905726831065,8.93911782128009
"ENSG00000288825.1",8.82101060187931,8.73125801974466,8.90241426422183,8.83180859283178,8.73125801974466,8.83525531765489
