"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000120738.8",1910.14190448292,1.27272635808115,0.0999250687723078,12.7368074269853,3.69195948894111e-37,2.14981803214152e-34
"ENSG00000185187.13",545.302172187615,-1.69539224908128,0.133092465400392,-12.7384540062498,3.61487075631181e-37,2.14981803214152e-34
"ENSG00000130816.17",7001.84206572601,0.961328167891048,0.0756867237919629,12.7014107590839,5.80733045055912e-37,3.29260354098148e-34
"ENSG00000167670.16",2981.48578830275,1.09883315220137,0.0865432107982482,12.6969307247335,6.14944754567615e-37,3.39717557363058e-34
"ENSG00000157542.11",1110.46156576406,1.53016077873592,0.120875412835352,12.6589911284952,9.97732883342391e-37,5.37403874290296e-34
"ENSG00000108255.8",723.641871515049,-1.60042642813107,0.127013507643361,-12.6004427231856,2.09962652830462e-36,1.10332813542252e-33
"ENSG00000228716.7",5272.88741190661,0.967578221381414,0.0771907551226358,12.5348977328203,4.80981510616579e-36,2.46732063005576e-33
"ENSG00000196576.16",8302.08280430767,1.09260890175817,0.087521844199181,12.4838423110878,9.14640233572781e-36,4.58277298426176e-33
"ENSG00000175445.17",36314.0898214943,0.822180259964959,0.0660863015696491,12.4410088087386,1.56514578400124e-35,7.66387861734244e-33
"ENSG00000135679.27",6211.15913922687,1.19628343230226,0.0963850020144853,12.4115101654765,2.26342888181712e-35,1.08367945019444e-32
"ENSG00000143476.18",2747.98247533837,1.10742438740861,0.0892772697635036,12.4043263233988,2.47586313682149e-35,1.15961894093085e-32
"ENSG00000144476.6",2038.36388993396,-1.20004592607968,0.0968819177613841,-12.3866863271156,3.0853062113929e-35,1.4143174962651e-32
"ENSG00000136048.14",1184.2483901188,1.3658515610548,0.110310463820413,12.3818857590738,3.27554823355067e-35,1.47024347274686e-32
"ENSG00000181026.15",5477.14842994504,1.27199781429145,0.103586685895773,12.2795492807957,1.16646286959817e-34,5.12886582152908e-32
"ENSG00000163071.11",1423.53118367863,1.28316289912944,0.105003301719381,12.2202147753284,2.424433421656e-34,1.04468836139157e-31
"ENSG00000121769.8",3446.72466104839,-1.03198850519611,0.0847300708804656,-12.1797196021706,3.98650040510027e-34,1.68410100446834e-31
"ENSG00000110900.16",5936.58198989786,1.05415099526544,0.0865700924613113,12.1768495942932,4.12925960059994e-34,1.71086342490242e-31
"ENSG00000173267.14",1464.86360218046,-1.27225241793951,0.104625737055792,-12.1600330257275,5.07381734159165e-34,2.06255461555834e-31
"ENSG00000228526.8",1682.27861035441,1.16383905755114,0.095936229250193,12.1313821342295,7.20234592189111e-34,2.87360264605822e-31
"ENSG00000120875.9",9079.20744854813,1.14447040641371,0.0945971071872428,12.0983658004296,1.07734509359786e-33,4.220254553012e-31
"ENSG00000150394.14",3000.62230794621,1.00618812900949,0.0837526638156931,12.013804494908,3.00686719222645e-33,1.15683845815212e-30
"ENSG00000111799.22",1375.41444757158,1.58472613292361,0.131993086047067,12.0061298692456,3.29926986954728e-33,1.24706612876134e-30
"ENSG00000112249.14",10549.1254640277,0.907619955133165,0.07652732652823,11.8600766067315,1.90800477566492e-32,7.08757980891391e-30
"ENSG00000118495.21",2410.01673897272,1.03245609998446,0.0871830982629635,11.8423882673949,2.35645576265422e-32,8.46555622928589e-30
"ENSG00000132646.11",17115.9057076429,0.902276496070479,0.0761906662715129,11.8423494664705,2.35754640871271e-32,8.46555622928589e-30
"ENSG00000137142.5",27923.6034091503,0.874948347998594,0.0739197184713552,11.8364675365701,2.52881282369715e-32,8.93168398140248e-30
"ENSG00000136160.17",13925.6379276408,-1.10817766635593,0.093664322533605,-11.8313743843963,2.68705651225049e-32,9.33752138007047e-30
"ENSG00000163734.4",386.163388134613,2.08810742842814,0.176794175844712,11.8109514549972,3.42661505530556e-32,1.17184795819934e-29
"ENSG00000164070.12",3485.48392055476,0.947853252016522,0.0804137085843236,11.7872097768328,4.54345223874931e-32,1.52951060131022e-29
"ENSG00000170921.16",4892.79923995222,1.04181977239452,0.0887766147447914,11.7352951043411,8.40327169108809e-32,2.78536136283835e-29
"ENSG00000178235.8",436.87227302274,2.16891034189617,0.184974399734098,11.7254622532307,9.43843949888353e-32,3.08107846974918e-29
"ENSG00000127241.18",1353.85721655991,1.32083195110749,0.112762540788442,11.7133929572015,1.0883536949266e-31,3.49978811301397e-29
"ENSG00000137801.11",20426.1293348837,0.955375183997579,0.0816534609034476,11.7003636272966,1.26908509983411e-31,4.02094683469499e-29
"ENSG00000038427.16",24213.9024322875,0.662964542611913,0.0567864277841443,11.6747006015586,1.71669067985438e-31,5.36030444890763e-29
"ENSG00000100097.12",5110.52330167417,-1.24669106575665,0.1069217677459,-11.6598433793146,2.04418059115631e-31,6.29169583378039e-29
"ENSG00000205592.16",189.162215736386,3.43658828326917,0.295106697761476,11.6452398720101,2.42637998639727e-31,7.36286715590552e-29
"ENSG00000132182.13",2746.46793647718,1.06832689842882,0.0924380206287715,11.5572238691608,6.78675238553575e-31,2.03084139092177e-28
"ENSG00000119969.16",4285.81455807179,0.947512314520989,0.0824785971565517,11.4879780595992,1.51619144033888e-30,4.4748417235755e-28
"ENSG00000183908.7",1703.7177884604,1.12068615264815,0.0978427341335393,11.453953761335,2.24659511859027e-30,6.54093132838206e-28
"ENSG00000175928.6",17241.2695182411,0.730492035476203,0.0640914989763742,11.3976431686437,4.29591637501777e-30,1.2340735773301e-27
"ENSG00000165891.16",2027.50968278845,1.24364101368838,0.109232492623702,11.3852662684595,4.95167628137197e-30,1.40373507213367e-27
"ENSG00000171793.17",4521.78200505614,0.800394349395509,0.0703089901780256,11.3839545607023,5.02674646299664e-30,1.4065097733151e-27
"ENSG00000213694.7",7847.07308966931,1.02733237707429,0.0904830277780077,11.3538682590812,7.09526999611759e-30,1.95984092392761e-27
"ENSG00000163017.14",2089.03716028604,-1.02642102875456,0.0904392498663853,-11.349287287002,7.47696637907664e-30,2.03912962831907e-27
"ENSG00000155511.19",13272.5165662337,0.696101308726212,0.0613915558199683,11.3387142487077,8.43749771283013e-30,2.27232360278656e-27
"ENSG00000173376.14",1590.86179310849,-1.15474735808355,0.101919363909641,-11.3300094681449,9.31946665503333e-30,2.47886307509498e-27
"ENSG00000141314.13",3032.10007135985,-1.30147943370337,0.11515857557577,-11.3016284475232,1.2880702361839e-29,3.38432600470515e-27
"ENSG00000080546.14",3620.3992391185,0.828392922268231,0.0734846702585557,11.2730031903733,1.78379871218502e-29,4.63035460891883e-27
"ENSG00000104435.14",1376.42415627049,-1.55967749944333,0.138692569971085,-11.2455735715943,2.43508670509975e-29,6.24570750730645e-27
"ENSG00000174307.7",4000.72754671753,1.10021871919827,0.097956584592657,11.231697427727,2.84951028711004e-29,7.22267048656303e-27
"ENSG00000154736.6",1106.68199495331,-1.48917505159517,0.132599976707956,-11.2305830556441,2.88567986396019e-29,7.22929914756073e-27
"ENSG00000197852.12",1574.46235140533,1.24332964934339,0.110755814490979,11.2258634461549,3.04398426969519e-29,7.53823460811298e-27
"ENSG00000101057.16",3390.77933970088,1.19819668150114,0.107035566037361,11.1943788953562,4.34436006985212e-29,1.06362770119277e-26
"ENSG00000107796.13",1535.80362714399,1.53210297868876,0.137017520038019,11.1818034530448,5.00621622242306e-29,1.21189807316972e-26
"ENSG00000163739.5",430.72261015164,2.23199863819737,0.200844992902188,11.1130409872073,1.08403751125452e-28,2.56654815164601e-26
"ENSG00000146197.9",5580.57436724299,0.743399022631456,0.0668906770065191,11.1136417793919,1.07676640420904e-28,2.56654815164601e-26
"ENSG00000164615.6",7433.73432724439,-0.81326044949079,0.0732346203139248,-11.1048633283643,1.18798950478705e-28,2.78209063919966e-26
"ENSG00000108830.11",11561.0190147166,-0.82446945670228,0.0744863897760138,-11.0687262355112,1.77911383468686e-28,4.12161371702456e-26
"ENSG00000165475.15",1179.00576737861,-1.13643112446546,0.102915346076836,-11.0423874357572,2.38607657915929e-28,5.46893828701989e-26
"ENSG00000122012.14",310.84467106333,2.18433032728625,0.198281379282663,11.0163159807979,3.18842840964224e-28,7.23102000902548e-26
"ENSG00000107242.20",1863.28160822575,1.22184416210631,0.111148465133469,10.9929017970612,4.13416746488669e-28,9.2781914615608e-26
"ENSG00000124126.14",12420.4830132477,0.917264885776376,0.0845377423468132,10.8503593816514,1.98642759735909e-27,4.41212191598985e-25
"ENSG00000137573.14",4462.9402668577,0.792648053856822,0.0732398233460269,10.8226374347177,2.68925192965358e-27,5.91223804330473e-25
"ENSG00000276043.5",4529.15824085234,1.08201880195069,0.100300369482861,10.7877848060727,3.9315179067676e-27,8.5560154849806e-25
"ENSG00000189184.12",27985.1329540431,-0.979255153171635,0.090863373542963,-10.7772264553727,4.40982105367783e-27,9.50095946014888e-25
"ENSG00000177084.19",3475.89848538651,1.01398263565147,0.0942120964211499,10.7627648058985,5.15984516156685e-27,1.10068182184117e-24
"ENSG00000115758.14",14815.2160950283,0.762450552427508,0.0708608892860901,10.7598219569222,5.32729906608394e-27,1.12526135665469e-24
"ENSG00000266028.8",7848.12291304812,0.813448558817963,0.0756518535464109,10.7525264839536,5.76602397453493e-27,1.20610666535296e-24
"ENSG00000029534.22",463.319353753663,1.94793003555879,0.181607579915076,10.7260392791407,7.68185997782546e-27,1.59140070406009e-24
"ENSG00000187678.10",4341.6071690423,1.18488125970669,0.110622131774794,10.7110687589974,9.03130978156381e-27,1.85313875470278e-24
"ENSG00000184445.12",5677.69831262819,0.787728148923002,0.0737323299338288,10.6836193787712,1.21442507147911e-26,2.46837624198278e-24
"ENSG00000196208.14",3621.27546236838,1.05043121992888,0.098399988660859,10.6751152538162,1.33092258059962e-26,2.67988102794569e-24
"ENSG00000167992.14",574.490801340798,1.69908233398827,0.159620232063979,10.6445299071313,1.84915272521308e-26,3.68888846895516e-24
"ENSG00000084774.14",2727.03180794742,0.940012999487456,0.0883888172409315,10.634976559593,2.04880253908767e-26,4.04967437657284e-24
"ENSG00000132780.17",26240.5697933361,0.61383265798832,0.0577348948553219,10.6319178293565,2.11713363917677e-26,4.14669493236941e-24
"ENSG00000162772.18",2855.80594613457,1.35316245838848,0.127594508253316,10.6051778945063,2.81926952573919e-26,5.47217675063521e-24
"ENSG00000255248.11",27056.8716675706,-0.691859926783243,0.0653131374231874,-10.592967266301,3.21244248626001e-26,6.17964940772071e-24
"ENSG00000157514.18",3742.61473073849,-0.71066482338761,0.0671661184061116,-10.5807040849177,3.66195944592592e-26,6.98202798782955e-24
"ENSG00000155011.9",934.098157762821,1.20046679198271,0.113615921515512,10.5660084957266,4.28339586792114e-26,8.09524245389131e-24
"ENSG00000060138.13",5316.60772130122,0.722458849760419,0.0684020361739292,10.5619494706764,4.47274902328995e-26,8.3795980614593e-24
"ENSG00000160957.15",1181.81614805974,1.24944749685821,0.118426907808203,10.5503683240783,5.05983500249448e-26,9.39777113178823e-24
"ENSG00000090339.9",2037.44538608018,0.903357952850228,0.0856341481856078,10.5490388120898,5.13193964631418e-26,9.45022561366145e-24
"ENSG00000159259.8",1178.65133944238,1.10168209674499,0.10451139817598,10.5412626371138,5.57453740744417e-26,1.01782549528292e-23
"ENSG00000181751.10",6169.3281887162,-0.76693769465919,0.0734938690676937,-10.435396916616,1.70898032262008e-25,3.09411605469325e-23
"ENSG00000171848.16",5178.58700188737,0.997666909770777,0.0956802160691539,10.4270971655175,1.86498929268459e-25,3.3484328592408e-23
"ENSG00000143248.13",9437.64516923706,2.76197387791563,0.265482351555169,10.4036063479785,2.38723563351584e-25,4.25066047306602e-23
"ENSG00000170579.19",567.004553076187,1.71289641922604,0.164723238373716,10.3986324949483,2.51516760396809e-25,4.44174475635184e-23
"ENSG00000085999.13",740.852426294521,1.2672216670152,0.12189248103665,10.3962250685026,2.57950605929223e-25,4.518329922557e-23
"ENSG00000156170.14",1408.56200968495,1.10973910447311,0.106756457222728,10.3950536889571,2.6113983783923e-25,4.53730468245662e-23
"ENSG00000073111.14",5537.14128586181,1.01676999968224,0.0978706127782915,10.3889203389944,2.78487584358745e-25,4.80001200400733e-23
"ENSG00000172534.14",4726.71557399718,0.880832360438772,0.0850365115499375,10.3582842755903,3.83784267265666e-25,6.56240637955459e-23
"ENSG00000163638.13",627.787293608416,1.40581552511398,0.136205525667834,10.3212811537643,5.64646307990548e-25,9.57898008319399e-23
"ENSG00000165490.13",710.476393375707,1.17172056194444,0.11357677023896,10.316551170448,5.93156325024832e-25,9.98402579895313e-23
"ENSG00000007968.7",671.800139677252,1.32192114737025,0.128592181591676,10.2799496128606,8.67729538613975e-25,1.44924286119675e-22
"ENSG00000164778.4",2972.30845836374,1.02948114334871,0.100465458056928,10.2471154092122,1.21928032399179e-24,2.02072266003101e-22
"ENSG00000101134.12",7862.21527324863,-0.686824882287182,0.067076324794393,-10.2394531064796,1.31980281147011e-24,2.17062225749035e-22
"ENSG00000170734.12",2511.8752179939,0.888208861321667,0.0868802986684281,10.2233633508955,1.55838040449411e-24,2.54358377385042e-22
"ENSG00000069188.17",8622.56993505436,0.745757530857426,0.0729832358866725,10.2182031503156,1.64359186959108e-24,2.66249525040149e-22
"ENSG00000114019.15",7060.1904709343,1.0319354401869,0.101127721856719,10.2042785226486,1.89725937589685e-24,3.05048158609684e-22
"ENSG00000171843.17",2219.08949630184,-1.19316849014223,0.117197710148939,-10.1808174291623,2.41523889210338e-24,3.8545423652124e-22
"ENSG00000138685.18",3370.54426556417,0.861487141268223,0.0846527939834763,10.1767124359342,2.51929177281358e-24,3.99103979744622e-22
"ENSG00000197565.17",4251.74350550927,0.846244190135498,0.0831654648242159,10.1754278885373,2.55275551040422e-24,4.0145341220189e-22
"ENSG00000235823.5",4690.36595906441,-0.759121496593236,0.0747383951634479,-10.1570483943773,3.08267638151222e-24,4.81277265504934e-22
"ENSG00000122952.17",3631.12444710024,0.831985724831328,0.0819727541461011,10.1495397281452,3.32929877514831e-24,5.16041310147987e-22
"ENSG00000182752.10",6359.11230273934,0.935104781219214,0.0922398122630731,10.1377567698451,3.7562606094128e-24,5.78061677355705e-22
"ENSG00000048392.13",8511.49239026611,0.739256160319008,0.0730822889651315,10.1153941780849,4.72112735462521e-24,7.16314710249297e-22
"ENSG00000026103.25",999.599236756774,1.23143093532622,0.121732808915135,10.1158508236239,4.69916137985389e-24,7.16314710249297e-22
"ENSG00000152377.15",29442.9454499822,0.653825123562584,0.0646845439168371,10.1079034336732,5.09631825694973e-24,7.67833404517356e-22
"ENSG00000076003.5",8179.38732413579,0.656934164915064,0.0650369128424676,10.1009432367476,5.47133746277603e-24,8.18610872468817e-22
"ENSG00000168496.4",3625.63787324297,0.871211702707896,0.086535782057731,10.0676469547208,7.67933128199259e-24,1.14104270669331e-21
"ENSG00000131069.20",7273.81322914076,-0.803066088852329,0.0799539781610277,-10.0441042124877,9.75297515374216e-24,1.4392318471738e-21
"ENSG00000186480.13",11300.5128844073,-0.703358933689984,0.0701567094589378,-10.0255405236994,1.17713732582469e-23,1.72526691733966e-21
"ENSG00000166508.19",14381.8696171996,0.796052787338441,0.0796298464733745,9.99691475739079,1.57218995312681e-23,2.28870490135926e-21
"ENSG00000118292.9",1989.50587052394,-0.834433708907583,0.0835214406939809,-9.99065272311231,1.67475279529308e-23,2.42164758218721e-21
"ENSG00000168389.18",483.417134570331,1.5298012899893,0.153197762336069,9.98579396109839,1.75887275264281e-23,2.52632756371262e-21
"ENSG00000196154.12",667.541785622279,-1.39911604376464,0.14027520643541,-9.97407937808925,1.9792842007982e-23,2.82408464279452e-21
"ENSG00000146670.10",2544.64771604275,0.865118924877498,0.0867669892776344,9.97059978777548,2.04987159900446e-23,2.9055581316152e-21
"ENSG00000198839.10",2943.37631931392,-0.74132092481765,0.0745669164882083,-9.94168673898268,2.7414522979163e-23,3.86043070317691e-21
"ENSG00000101003.12",3118.48021779832,0.746061681275969,0.0751422300700014,9.92866036290044,3.12424591770394e-23,4.37090118811242e-21
"ENSG00000188153.14",16156.3222180781,0.691421963512357,0.0697840784343545,9.90801883502373,3.84188630374469e-23,5.34022196220512e-21
"ENSG00000123384.14",9034.18336840345,0.949939428702717,0.0960769110578014,9.88728111930261,4.72691418065272e-23,6.52829269372838e-21
"ENSG00000019991.18",1172.46279547052,-1.27699019096986,0.129409094775802,-9.86785506213615,5.73784148624213e-23,7.87399967013291e-21
"ENSG00000100196.11",1538.66816049289,-1.14191434482556,0.115728504968324,-9.86718306901236,5.77640066507681e-23,7.87674381829619e-21
"ENSG00000178921.14",2410.88555202404,0.928835248990737,0.0941638598691484,9.86403117163486,5.96070867916654e-23,8.07694770393982e-21
"ENSG00000104332.12",14006.3856757541,-0.764980762479905,0.0777804550344046,-9.83512840264988,7.94661724068808e-23,1.0700616778164e-20
"ENSG00000176485.14",1782.35059782097,-0.914282356579866,0.0933480462703089,-9.79433842602735,1.19074345566718e-22,1.5934514131894e-20
"ENSG00000134594.5",844.289456004917,-1.17074784054553,0.119678502545823,-9.78244058574572,1.33941094434572e-22,1.78133387629189e-20
"ENSG00000181218.6",1987.41922133421,-0.960586795003846,0.0982482978592006,-9.77713421946974,1.41150547573527e-22,1.86569849538137e-20
"ENSG00000119632.4",1660.32005869792,-0.918151963263805,0.0939615706364485,-9.77156891955621,1.49124610771058e-22,1.95907910918441e-20
"ENSG00000100505.14",1622.94632724901,1.08484153108751,0.111044085920177,9.76946698329648,1.52250945854204e-22,1.98802825965383e-20
"ENSG00000286339.1",219.837957977987,2.31130470193321,0.236970037152213,9.75357361508361,1.78086469075908e-22,2.31136926279545e-20
"ENSG00000168066.22",10560.5604182488,0.649777682427263,0.0666799287875034,9.74472670026365,1.94300981521077e-22,2.50671535740815e-20
"ENSG00000112118.20",7042.80423634703,0.771240608650279,0.0792690759991523,9.72940076478912,2.25919879703617e-22,2.89728798108002e-20
"ENSG00000127586.17",1573.27120370794,0.934274543341118,0.0960935477425103,9.72255229710714,2.4164711103196e-22,3.08064319951691e-20
"ENSG00000111879.20",3320.40054075499,0.935833196191078,0.0962892821016087,9.71897573401311,2.50286408063565e-22,3.17201215395853e-20
"ENSG00000182718.18",38915.6653538552,-0.625141228597846,0.0643624886791248,-9.71281939880307,2.65878938728479e-22,3.34991914321935e-20
"ENSG00000147536.12",1294.99494146418,1.11612061721599,0.114941398949435,9.71034481411694,2.72413978822733e-22,3.41230184519522e-20
"ENSG00000093009.11",1331.00026889481,1.0418925300731,0.107371445587414,9.7036276672355,2.90965344594464e-22,3.62361176259406e-20
"ENSG00000244694.8",12207.9014812731,0.659835928482723,0.0680110192189313,9.70189736987581,2.9594320545061e-22,3.66442319622609e-20
"ENSG00000187741.16",1398.1054245842,1.01029189781003,0.104161960340975,9.69924043770704,3.03751422078883e-22,3.73961393639402e-20
"ENSG00000175832.13",1033.87601408696,1.58603207102634,0.163601279060359,9.69449676760286,3.18202421756058e-22,3.89526771405357e-20
"ENSG00000125657.5",281.020610527936,2.53101456509057,0.261766174966309,9.66899014135931,4.0838788417278e-22,4.97102653361726e-20
"ENSG00000165061.15",1163.58336081638,0.984284002418904,0.102128669660327,9.63768553622174,5.54234618078828e-22,6.70841845309458e-20
"ENSG00000172889.16",1550.06661779864,-0.936977968613476,0.0976294741323948,-9.59728582930648,8.20772590106803e-22,9.8790756725425e-20
"ENSG00000198832.11",2244.48671343012,-0.935240835756098,0.0976595493193359,-9.57654261436293,1.00347925401912e-21,1.20110891821345e-19
"ENSG00000137876.11",12833.845626941,-0.560469556815695,0.0585932276374845,-9.5654323786925,1.11733446202964e-21,1.32999839692976e-19
"ENSG00000145687.17",10396.6924140417,-0.602481008732083,0.0630645538506319,-9.5534015852876,1.25506285522909e-21,1.47761361835577e-19
"ENSG00000120889.13",19350.1669707794,0.807154431310775,0.0844873426992332,9.55355447956467,1.25321131873056e-21,1.47761361835577e-19
"ENSG00000134574.12",4746.19941807093,0.834224489438481,0.0874034041963592,9.54453086935063,1.36725004002278e-21,1.60094576697233e-19
"ENSG00000104722.14",6252.90065481209,0.622483801274216,0.0652571077752276,9.53894253815701,1.44296106668019e-21,1.6804646584662e-19
"ENSG00000197299.13",1571.54023613629,0.902315678985125,0.0947175746648081,9.52638073956486,1.62862306690167e-21,1.88648838582777e-19
"ENSG00000083857.15",21103.1746059274,0.680881473423261,0.0715567789283893,9.5152616372609,1.81256200917443e-21,2.08832344853813e-19
"ENSG00000233016.9",3424.33724390121,-0.714836905278155,0.0751310783584971,-9.51453008390514,1.82536003410678e-21,2.09188201781014e-19
"ENSG00000205133.12",4133.67052899139,-0.799382963636529,0.0840490000673105,-9.51091581097151,1.88991300122672e-21,2.15440082600157e-19
"ENSG00000181019.13",5180.60597947203,-0.725808570279294,0.0763628713647666,-9.50473125627093,2.00565214562223e-21,2.27430397249636e-19
"ENSG00000117614.10",6047.2280701921,-0.686628221119342,0.0723154612836889,-9.49490204350275,2.20418517783548e-21,2.48634396107149e-19
"ENSG00000204128.6",1487.44268415681,-0.88324209029398,0.0932045217026581,-9.47638670483935,2.63240690892794e-21,2.95391702358607e-19
"ENSG00000134376.17",1384.83712739903,-1.02666420313083,0.108501609068023,-9.46220256039871,3.01523770547003e-21,3.36597390488869e-19
"ENSG00000138829.14",13157.7664091111,0.869581623994382,0.0921057532118863,9.44112168535159,3.68809851131596e-21,4.09588053743827e-19
"ENSG00000087245.13",10292.1567022009,1.87752723763845,0.199101136344799,9.4300176890351,4.10019817283128e-21,4.53019331454615e-19
"ENSG00000164318.18",196.846043816155,2.25434444660193,0.239168515494128,9.42575757492329,4.27011777610304e-21,4.69386160643572e-19
"ENSG00000075290.8",334.884540843264,1.6508133082927,0.175277417677717,9.41828862020354,4.58499885703477e-21,5.01440611039665e-19
"ENSG00000242265.6",83320.6384505003,0.57736146367127,0.0614553886141806,9.39480616249892,5.73232739111424e-21,6.23752493139173e-19
"ENSG00000168672.4",4529.1316037451,0.950686680174985,0.101280427528461,9.38667720283698,6.19229400910651e-21,6.70416956915577e-19
"ENSG00000105486.15",4044.85289634948,0.896783512409364,0.0955599598895281,9.38451118487376,6.32089491817804e-21,6.8091840506073e-19
"ENSG00000110092.4",19146.6034256818,0.626227484955895,0.0668675051700001,9.36519888642189,7.59071958834239e-21,8.13642057367347e-19
"ENSG00000102287.19",280.18525012951,1.69696640529843,0.181264203913955,9.3618396167396,7.83602734229186e-21,8.35778262820188e-19
"ENSG00000130303.14",430.200939419597,-1.37773621448653,0.147177555702734,-9.36104834672794,7.89494053993352e-21,8.37913763216097e-19
"ENSG00000196584.4",2467.81746122307,0.908676381126372,0.0970953478897037,9.35859854128739,8.08012981585948e-21,8.53364690601434e-19
"ENSG00000113739.11",1330.39248323723,1.2537575470149,0.133976440004293,9.35804494413143,8.12256958074167e-21,8.53662251790631e-19
"ENSG00000099995.19",3729.41791097282,0.761326986907448,0.081420505116417,9.35055592960133,8.71882350582852e-21,9.11878895306192e-19
"ENSG00000198189.11",2630.86699030713,-0.979248679428169,0.10477125632259,-9.34653944029331,9.05623052648254e-21,9.4259172315491e-19
"ENSG00000187867.10",828.213296392739,-0.983041179192736,0.105296462650711,-9.33593735673418,1.00101532769117e-20,1.0368690016878e-18
"ENSG00000135749.20",957.87263038205,1.07706554093085,0.115425445926592,9.33126601577814,1.04613754548388e-20,1.07526835599767e-18
